#	HDIC Project
#
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	KTB_entries : Kosanjibon Tenrei Bansho Meigi database
#
#	Kosanjibon Tenrei Bansho Meigi 篆隷萬象名義, Kosanji copy 高山寺本.
#	monk Kukai of the Heian Period 空海, c. 827-835.
#	A Hanzi (Chinese character) dictionary.
#
#	Version: 1.4.2
#	Date: 25 September 1994
#	Last update : 2 February 2022
#
#	Copyright (c) 1994-2022 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#	Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#	Data License Information and Access Rights
#	License: 
#	Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
#	Access Rights (Availability): 
#	Open access
#
#	TSV Format information:
#	----------------------
#	TBID (v_www_xyz) 	: Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#	TB_vol_radical (xx#yyy)	: Volume(xx) and radical number(yyy)
#	TB_radical	: Radical of Chinese character 
#	Entry		: Headword
#	Entry_type	: For details, refer to the following section
#	Entry_diff	: Differences of transliteration with other scholars
#	SYID (vwwwxyyyzz)	: Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#	YYID (Ywwxxxyy-z)	: Volume(ww), leaf(xxx), line(yy) and number(z)
#	TB_remarks	: Editor's notes
#
#	Entry_type:
#	----------
#	Group a	--- Regular headword
#	1 Regular				: 隷書掲出字 (= Regular_clerical)
#	2 Regular_seal			: 隷書掲出字 篆書併存
#
#	Group b -- Embedded headword
#	3 Embedded_clerical		: 埋字 隷書字体
#	4 Embedded_omitted		: 埋字 脱落
#	5 Embedded_seal			: 埋字 篆書字体
#
#	Group c -- Omitted headword
#	6 Omitted				: 脱字 項目全体 脱落
#	7 Omitted-regular		: 脱字 隷書掲出字 脱落
#
#	Group d -- Variant of the Songben Yupian
#	8 Songben-Yupian		: 宋本《玉篇》増補之異体字
#
#   cf. Li 2015.
#   ＊6 Omitted : 項目全体脱落
#　　　　　　　　　 《説文解字》、《玉篇》残巻・佚文、《新撰字鏡》玉篇引用部分等、本文存
#
#	Abbreviations:
# 	-------------
#	TB	: Tenrei Bansho Meigi 篆隷万象名義, Kosanji copy 高山寺本
#	YY	: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#	SY	: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
# 	白	: Shirafuji's transliteration 
# 	宮	: Miyazawa's transliteration
#	上	: Ueda's transliteration
#	呂	: Lv's transliteration
#
#	References:
#	----------
#	Shirafuji	: Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辞書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#	Miyazawa	: Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覧表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辞書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#	Ueda		: Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切総覧, Kobe: Private edition, 1986.
#	Lv		: Lv Hao 呂浩, Zhuanli Wanxiang Mingyi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Li      : Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脱字―篆隷万象名義の掲出字数をめぐる問題―, Kuntengo to Kunten-Shiryo 訓点語と訓点資料 135: 60-78, 2015.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	SYID	YYID	TB_remarks
1_095_B23	v4#49	目	𥉏	Embedded_clerical		a042b101		埋字B。
1_095_B31	v4#49	目	瞚	Regular		a042b102		有埋字B。潤：原文「氵」部分不鮮明、據台湾転写本。
1_095_B32	v4#49	目	瞬	Embedded_clerical		a042b103		埋字B。
1_095_B321	v4#49	目	䀢	Songben-Yupian		a042b104		
1_095_B33	v4#49	目	眙	Regular		a042b105		
1_095_B41	v4#49	目	盻	Regular		a043a011		
1_095_B42	v4#49	目	𥄱	Regular		a043a012		有埋字B。
1_095_B43	v4#49	目	䀟	Embedded_clerical		a043a013		埋字B。
1_095_B51	v4#49	目	眝	Regular		a043a014		
1_095_B52	v4#49	目	睡	Regular		a043a015		
1_095_B61	v4#49	目	瞑	Regular		a043a021		
1_095_B611	v4#49	目	眠	Songben-Yupian		a043a022		
1_095_B62	v4#49	目	眚	Regular		a043a023		
1_096_A11	v4#49	目	瞥	Regular		a043a024		
1_096_A12	v4#49	目	眵	Regular		a043a031		
1_096_A21	v4#49	目	𥋚	Regular		a043a032		
1_096_A21	v4#49	目	瞢	Regular	白	a043a032		
1_096_A211	v4#49	目	䁾	Songben-Yupian		a043a033		
1_096_A22	v4#49	目	䀗	Regular		a043a034		睊：原文似⿰目旨。
1_096_A31	v4#49	目	䀶	Regular		a043a041		
1_096_A32	v4#49	目	眛	Regular		a042a091		
1_096_A41	v4#49	目	瞯	Regular		a043a044		
1_096_A42	v4#49	目	眯	Regular		a043a035		
1_096_A51	v4#49	目	眺	Regular		a043a045		
1_096_A52	v4#49	目	睞	Regular		a043a046		
1_096_A52	v4#49	目	𥉕	Regular	白	a043a046		
1_096_A61	v4#49	目	䀺	Regular		a043a051		
1_096_A62	v4#49	目	𥃧	Regular		a043a052		掲出字：原作⿰目几。
1_096_A62	v4#49	目	𥄩	Regular	白	a043a052		
1_096_B11	v4#49	目	眣	Regular		a043a053		有埋字B。
1_096_B12	v4#49	目	𥄺	Embedded_clerical		a043a054		埋字B。
1_096_B12	v4#49	目	𥈖	Regular	白	a043a054		
1_096_B13	v4#49	目	睇	Regular		a043a055		
1_096_B21	v4#49	目	䒅	Regular		a043a056		
1_096_B22	v4#49	目	䀼	Regular		a043a062		
1_096_B31	v4#49	目	𥉆	Regular		a043a061		
1_096_B32	v4#49	目	眲	Regular		a043a063		
1_096_B41	v4#49	目	䀡	Regular		a043a064		
1_096_B42	v4#49	目	睺	Regular		a043a071		
1_096_B51	v4#49	目	眇	Regular		a043a065		
1_096_B52	v4#49	目	矇	Regular		a043a072		
1_096_B61	v4#49	目	盲	Regular		a043a073		冥：原文虫損。據台湾本補。
1_096_B62	v4#49	目	瞽	Regular		a043a081		
1_097_A101	v4#49	目	𥈃	Songben-Yupian		a043a082		
1_097_A11	v4#49	目	瞍	Regular		a043a083		
1_097_A12	v4#49	目	眄	Regular		a043a085		
1_097_A21	v4#49	目	䁍	Regular		a043a084		
1_097_A22	v4#49	目	䁝	Regular		a043a091		
1_097_A31	v4#49	目	眸	Regular		a043a092		
1_097_A32	v4#49	目	睿	Regular		a043a093		
1_097_A41	v4#49	目	瞳	Regular		a043a101		
1_097_A42	v4#49	目	睉	Regular		a043a103		
1_097_A51	v4#49	目	𥄗	Regular		a043a102		
1_097_A52	v4#49	目	眐	Regular		a043a104		
1_097_A61	v4#49	目	瞭	Regular		a043a105		
1_097_A62	v4#49	目	眒	Regular		a043b011		
1_097_B11	v4#49	目	䁁	Regular		a043a042		
1_097_B12	v4#49	目	瞺	Regular		a043b012		有埋字A。
1_097_B21	v4#49	目	眳	Regular		a043b013		
1_097_B22	v4#49	目	睛	Regular		a043b014		
1_097_B31	v4#49	目	䀬	Regular		a043b021		壯：原文似扗。
1_097_B32	v4#49	目	矎	Regular		a043b025		
1_097_B41	v4#49	目	瞲	Regular		a043b022		有埋字B。
1_097_B411	v4#49	目	𥅛	omitted		a043b023		
1_097_B42	v4#49	目	𥄵	Embedded_clerical		a043b024		埋字B。
1_097_B43	v4#49	目	睵	Regular		a043b026		有埋字B。
1_097_B44	v4#49	目	𥅰	Embedded_clerical		a043b031		埋字B。
1_097_B51	v4#49	目	瞡	Regular		a043b032		
1_097_B52	v4#49	目	䂃	Regular		a044a072		
1_097_B61	v4#49	目	瞶	Regular		a043b033		
1_097_B62	v4#49	目	盿	Regular		a043b034		
1_098_A11	v4#49	目	䀨	Regular		a043b036		
1_098_A12	v4#49	目	𥋝	Regular		a043b042		
1_098_A201	v4#49	目	瞎	Songben-Yupian		a043b043		
1_098_A21	v4#49	目	𥈎	Regular		a043b044		
1_098_A22	v4#49	目	𥌺	Regular		a043b045		
1_098_A31	v4#49	目	䁓	Regular		a043b046		
1_098_A32	v4#49	目	䀴	Regular		a043b053		
1_098_A41	v4#49	目	𥈉	Regular		a043b051		双隷(18)。
1_098_A411	v4#49	目	𥈉β	Regular				双隷(18)。
1_098_A42	v4#49	目	䀮	Regular		a043b054		
1_098_A51	v4#49	目	盯	Regular		a043b041		
1_098_A52	v4#49	目	𥇔	Regular		a043b061		
1_098_A61	v4#49	目	瞪	Regular		a043b052		
1_098_A62	v4#49	目	眭	Regular		a043b062		
1_098_B11	v4#49	目	眻	Regular		a043b063		
1_098_B12	v4#49	目	𥊬	Regular		a043b071		
1_098_B21	v4#49	目	䁱	Regular		a043b072		
1_098_B22	v4#49	目	睳	Regular		a043b073		
1_098_B31	v4#49	目	𥈙	Regular		a043b082		
1_098_B32	v4#49	目	瞠	Regular		a043b074		
1_098_B321	v4#49	目	𥊲	Songben-Yupian		a043b081		
1_098_B41	v4#49	目	䀽	Regular		a042a083		
1_098_B42	v4#49	目	𥈚	Regular		a043b083		
1_098_B51	v4#49	目	𥉓	Regular		a043b084		
1_098_B52	v4#49	目	矆	Regular		△		
1_098_B61	v4#49	目	睥	Regular		a043b085		
1_098_B62	v4#49	目	睚	Regular		a044a093		
1_099_A11	v4#49	目	眎	Regular		a043b086		
1_099_A12	v4#49	目	眂	Regular		a043b092		
1_099_A21	v4#49	目	𥆛	Regular		a044a074		双隷(19)(異)？上。
1_099_A22	v4#49	目	𥉑	Regular		a043b093		
1_099_A31	v4#49	目	盷	Regular		a043b094		掲出字：原作𨟴、誤。
1_099_A32	v4#49	目	䁩	Regular		a043b101		
1_099_A41	v4#49	目	䁕	Regular		a043b035		
1_099_A42	v4#49	目	䁋	Regular		a043b102		
1_099_A42	v4#49	目	瞸	Regular	宮	a043b102		
1_099_A51	v4#49	目	𥉾	Regular		a043b104		有埋字A二字。
1_099_A52	v4#49	目	䁅	Embedded_clerical		a044a013		埋字A。
1_099_A53	v4#49	目	睕	Embedded_clerical		a044a014		埋字A。
1_099_A54	v4#49	目	𥉹	Regular		a043b103		侯：當作隹。
1_099_A61	v4#49	目	䁳	Regular		a044a011		
1_099_A62	v4#49	目	𥉔	Regular		a044a012		
1_099_B11	v4#49	目	䁅	Regular		△(a044a013)		
1_099_B12	v4#49	目	睕	Regular		△(a044a014)		
1_099_B21	v4#49	目	矌	Regular		a044a015		
1_099_B22	v4#49	目	睈	Regular		a044a021		
1_099_B31	v4#49	目	𥄔	Regular		a044a022		
1_099_B32	v4#49	目	䀵	Regular		a044a096		
1_099_B32	v4#49	目	䀢	Regular	白	a044a096		
1_099_B41	v4#49	目	矀	Regular		a044a023		
1_099_B42	v4#49	目	且	Regular		△(b054b051)		
1_099_B51	v4#49	目	眡	Regular		a043b091		有埋字B。
1_099_B51	v4#49	目	眂	Regular	白	a043b091		
1_099_B52	v4#49	目	眆	Regular		a044a024		
1_099_B52	v4#49	目	眪	Regular	白	a044a024		
1_099_B61	v4#49	目	𥍊	Regular		a044a025		有埋字B。
1_099_B62	v4#49	目	𥸑	Embedded_clerical		a044a031		埋字B。
1_099_B63	v4#49	目	瞰	Regular		a044a032		
1_100_A11	v4#49	目	𥉘	Regular		a044a033		
2_001_A12	v4#49	目	𥇑	Regular		a044a041		
2_001_A21	v4#49	目	䁇	Regular		a044a042		
2_001_A22	v4#49	目	𥉴	Regular		a044a043		
2_001_A31	v4#49	目	𥊸	Regular		a044a044		
2_001_A32	v4#49	目	𥊷	Regular		a044a045		
2_001_A41	v4#49	目	䁤	Regular		a044a051		
2_001_A42	v4#49	目	䀸	Regular		a044a052		
2_001_A51	v4#49	目	䀸	Regular		▽(a044a052)		掲出字：原作〓、誤。
2_001_A51	v4#49	目	⿰木⿱竹目	Regular	宮	△		
2_001_A52	v4#49	目	𥅧	Regular		a044a061		
2_001_A61	v4#49	目	𥉺	Regular		a044a056		
2_001_A62	v4#49	目	𥇮	Regular		a044a054		有埋字B。
2_001_A63	v4#49	目	眉	Embedded_clerical		a044a055		埋字B。
2_001_B11	v4#49	目	䀿	Regular		a044a053		
2_001_B12	v4#49	目	䁎	Regular		a044a062		
2_001_B21	v4#49	目	眑	Regular		a044a063		
2_001_B22	v4#49	目	睟	Regular		a044a064		G12尾。
2_001_B41	v4#49	目	省	Regular		a045a063		掲出字：疑當屬省部。有埋字B。G13首。
2_001_B42	v4#49	目	𡮀	Embedded_clerical		a045a064		埋字B。
2_001_B42	v4#49	目	䁞	Regular	白	a045a064		
2_001_B43	v4#50	省	盾	Regular		a045a071		
2_001_B51	v4#50	省	瞂	Regular		a045a081		
2_001_B511	v4#50	省	𢧕	Songben-Yupian		a045a082		
2_001_B52	v4#50	省	𡐠	Regular		a045a083		■：上田云上字不明。呂作？。疑當作虢。
2_001_B61	v4#51	䀠	䀠	Regular		a045a091		掲出字：原作眀、誤。
2_001_B62	v4#51	䀠	𥆞	Regular_seal		a045a092		掲出字：字形異。「古文」：存於篆書下。
2_002_A11	v4#51	䀠	𥇛	Regular		a045a101		
2_002_A12	v4#52	𥄎	𥄎	Regular		a045b021		掲出字：原作⿱目父、《新撰字鏡》同作。
2_002_A21	v4#52	𥄎	夐	Regular		a045b022		
2_002_A22	v4#52	𥄎	闅	Regular		a045b031		
2_002_A31	v4#52	𥄎	𥆗	Regular		a045b032		
2_002_A32	v4#53	見	見	Regular		a045b041		有埋字B。
2_002_A321	v4#53	見	見β	Embedded_seal				埋字B。篆書字形。
2_002_A41	v4#53	見	視	Regular		a045b042		
2_002_A42	v4#53	見	𧡎	Regular		a045b043		
2_002_A51	v4#53	見	覣	Regular		a045b051		
2_002_A52	v4#53	見	䚕	Regular		a045b052		
2_002_A61	v4#53	見	𧡪	Regular		a045b053		
2_002_A62	v4#53	見	覶	Regular		a045b054		
2_002_B11	v4#53	見	䚄	Regular		a045b061		
2_002_B12	v4#53	見	𧡩	Regular		a045b062		
2_002_B21	v4#53	見	覝	Regular		a045b063		
2_002_B22	v4#53	見	䚋	Regular		a045b064		
2_002_B31	v4#53	見	觀	Regular		a045b065		
2_002_B32	v4#53	見	䙷	Regular		a045b071		
2_002_B41	v4#53	見	覽	Regular		a045b072		
2_002_B42	v4#53	見	䚅	Regular		a045b073		
2_002_B51	v4#53	見	𧠵	Regular		a045b074		咨（原字誤）
2_002_B52	v4#53	見	覰	Regular		a045b081		
2_002_B61	v4#53	見	𧢄	Regular		a045b075		
2_002_B62	v4#53	見	覯	Regular		a045b082		
2_003_A11	v4#53	見	覭	Regular		a045b083		
2_003_A12	v4#53	見	覘	Regular		a045b084		
2_003_A21	v4#53	見	𧢦	Regular		a045b091		
2_003_A22	v4#53	見	𧡨	Regular		a045b092		
2_003_A31	v4#53	見	覹	Regular		a045b093		
2_003_A32	v4#53	見	覢	Regular		a045b095		
2_003_A41	v4#53	見	䚔	Regular		a045b101		
2_003_A42	v4#53	見	𧢜	Regular		a045b102		
2_003_A51	v4#53	見	𧠟	Regular		a045b104		
2_003_A52	v4#53	見	𧡹	Regular		a045b105		
2_003_A52	v4#53	見	䚃	Regular	白	a045b105		
2_003_A61	v4#53	見	睍	Regular		△(a042a041)		
2_003_A61	v4#53	見	𥉎	Regular	白	△(a042a041)		
2_003_A62	v4#53	見	𧠿	Regular		a045b103		忍：二字誤認為一字，當作「丑心」。
2_003_B11	v4#53	見	覬	Regular		a046a011		
2_003_B12	v4#53	見	㒻	Regular		a046a013		
2_003_B21	v4#53	見	覦	Regular		a046a012		
2_003_B22	v4#53	見	䚎	Regular		a046a014		
2_003_B31	v4#53	見	𧢢	Regular		a046a015		
2_003_B32	v4#53	見	䚐	Regular		a046a016		⿰禾犬：呂作「秓」。
2_003_B41	v4#53	見	䚍	Regular		a046a021		
2_003_B42	v4#53	見	靚	Regular		a046a022		■也分也：呂作「呼也、介也」。
2_003_B51	v4#53	見	親	Regular		a046a023		
2_003_B52	v4#53	見	覲	Regular		a046a024		
2_003_B61	v4#53	見	覜	Regular		△		
2_003_B62	v4#53	見	覿	Regular		a046a031		
2_004_A11	v4#53	見	覩	Regular		a046a032		
2_004_A12	v4#53	見	覒	Regular		a046a033		
2_004_A21	v4#53	見	覕	Regular		a046a034		
2_004_A22	v4#53	見	䙾	Regular		a046a045		
2_004_A221	v4#53	見	覛	Songben-Yupian		a046a035		
2_004_A222	v4#53	見	𧡒	Songben-Yupian		a046a041		
2_004_A31	v4#53	見	𧡸	Regular		a046a043		
2_004_A32	v4#53	見	𧠪	Regular		a046a044		
2_004_A41	v4#53	見	覺	Regular		a046a042		
2_004_A42	v4#53	見	覗	Regular		a046a065		
2_004_A51	v4#53	見	䙼	Regular		a046a051		
2_004_A52	v4#53	見	覓	Regular		a046a052		
2_004_A521	v4#53	見	覔	omitted		a046a053		
2_004_A61	v4#53	見	𧢌	Regular		a046a054		
2_004_A62	v4#53	見	覮	Regular		a046a055		
2_004_B11	v4#53	見	瞢	Regular		△(a046a051)		
2_004_B12	v4#53	見	蔑	Regular		△(a046b052)		
2_004_B21	v4#53	見	䚓	Regular		a046a056		
2_004_B22	v4#53	見	覵	Regular		a046a061		
2_004_B221	v4#53	見	𧡋	omitted		a046a062		耳部混入。
2_004_B31	v4#53	見	𧡺	Regular		a046a063		
2_004_B32	v4#53	見	𧠏	Regular		a046a064		
2_004_B32	v4#53	見	𧠞	Regular	宮	a046a064		
2_004_B41	v4#54	覞	覞	Regular		a046b031		
2_004_B42	v4#54	覞	𧢞	Regular		a046b032		
2_004_B51	v4#54	覞	䨳	Regular		a046b033		
2_004_B52	v4#55	𥄕	蘉	Regular		a046b053		
2_004_B61	v4#55	𥄕	𥄕	Regular		a046b041		
2_004_B62	v4#55	𥄕	𤊾	Regular		a046b042		
2_004b12	v4#53	見	瞢	Regular	白	△(a046b052)		
2_005_A11	v4#55	𥄕	瞢	Regular		a046b051		
2_005_A12	v4#55	𥄕	蔑	Regular		a046b052		
2_005_A31	v4#56	耳	耳	Regular		a046b061		
2_005_A32	v4#56	耳	耴	Regular		a046b072		
2_005_A32	v4#56	耳	䎲	Regular	宮	a046b072		
2_005_A41	v4#56	耳	𦕒	Regular		a046b071		掲出字：原作「⿰耳台」、右「𦕒」異本注記。
2_005_A42	v4#56	耳	耽	Regular		a046b081		
2_005_A51	v4#56	耳	耼	Regular		a046b082		有埋字B。
2_005_A51	v4#56	耳	聃	Regular	宮	a046b082		
2_005_A52	v4#56	耳	𦕐	Embedded_clerical		a046b083		埋字B。
2_005_A53	v4#56	耳	聸	Regular		a046b084		
2_005_A61	v4#56	耳	䏉	Regular		a046b091		
2_005_A62	v4#56	耳	耿	Regular		△		
2_005_B11	v4#56	耳	聯	Regular		△(a046b092)		
2_005_B12	v4#56	耳	䚓	Regular		△(a046a056)		「見部」所属字、「耳部」混入。
2_005_B21	v4#56	耳	𦗳	Regular		△(a046a102)		
2_005_B22	v4#56	耳	覵	Regular		△(a046a061)		「見部」所属字、「耳部」混入。
2_005_B31	v4#56	耳	𧡋	Regular		a046a062		「見部」所属字、「耳部」混入。
2_005_B32	v4#56	耳	𧡺	Regular		△(a046a063)		「見部」所属字、「耳部」混入。
2_005_B41	v4#56	耳	𧠏	Regular		△(a046a054)		「見部」所属字、「耳部」混入。
2_005_B42	v4#56	耳	覞	Regular		△(a046b031)		「覞部」所蔵字、「耳部」混入。
2_005_B51	v4#56	耳	𧢞	Regular		△(a046b032)		「覞部」所属字、「耳部」混入。
2_005_B52	v4#56	耳	䨳	Regular		△(a046b033)		「覞部」所蔵字、「耳部」混入。
2_005_B61	v4#56	耳	聯	Regular		a046b092		
2_005_B62	v4#56	耳	𦗳	Regular		a046b102		
2_005b11	v4#56	耳	聮	Regular	宮	△(a046b092)		
2_006_A11	v4#56	耳	聊	Regular		a047a011		
2_006_A12	v4#56	耳	聖	Regular		a047a012		
2_006_A201	v4#56	耳	聦	Songben-Yupian		a047a022		
2_006_A21	v4#56	耳	聰	Regular		a047a031		
2_006_A21	v4#56	耳	聡	Regular	宮	a047a031		
2_006_A22	v4#56	耳	聽	Regular		a047a032		
2_006_A31	v4#56	耳	聆	Regular		a047a033		
2_006_A32	v4#56	耳	職	Regular		a046b101		
2_006_A41	v4#56	耳	聒	Regular		a047a034		
2_006_A42	v4#56	耳	聥	Regular		a047a041		
2_006_A51	v4#56	耳	聞	Regular		a047a042		
2_006_A511	v4#56	耳	𦖫	omitted		a047a043		
2_006_A512	v4#56	耳	𥹢	omitted		a047a044		
2_006_A52	v4#56	耳	聲	Regular		a047a051		
2_006_A61	v4#56	耳	聘	Regular		a047a052		
2_006_A62	v4#56	耳	聾	Regular		a047a053		
2_006_B11	v4#56	耳	䏁	Regular		a047a061		
2_006_B12	v4#56	耳	聳	Regular		a047a072		
2_006_B201	v4#56	耳	聵	omitted		a047a081		
2_006_B21	v4#56	耳	𦗿	Regular		a047a082		
2_006_B22	v4#56	耳	聉	Regular		a047a073		
2_006_B31	v4#56	耳	𦘍	Regular		a047a083		
2_006_B32	v4#56	耳	聝	Regular		a047a091		
2_006_B41	v4#56	耳	聅	Regular		a047a092		
2_006_B42	v4#56	耳	䎳	Regular		a047a093		
2_006_B51	v4#56	耳	𦗕	Regular		a047a102		
2_006_B52	v4#56	耳	耹	Regular		a047a103		
2_006_B61	v4#56	耳	䎺	Regular		a047b011		
2_006_B62	v4#56	耳	䏅	Regular		a047b012		
2_006b21	v4#56	耳	𦖥	Regular	宮	a047a082		
2_007_A11	v4#56	耳	䏇	Regular		a047a101		
2_007_A12	v4#56	耳	聱	Regular		a047b021		
2_007_A21	v4#56	耳	聏	Regular		a047b022		
2_007_A21	v4#56	耳	𦗂	Regular	宮	a047b022		
2_007_A22	v4#56	耳	䎶	Regular		a047b023		
2_007_A31	v4#56	耳	䏃	Regular		a047b031		
2_007_A32	v4#56	耳	𦕑	Regular		a047b032		
2_007_A41	v4#56	耳	𦗣	Regular		a047a021		
2_007_A42	v4#56	耳	𦗖	Regular		a047b033		
2_007_A51	v4#56	耳	䏆	Regular		a047b013		
2_007_A52	v4#56	耳	耵	Regular		a047b041		
2_007_A61	v4#56	耳	聹	Regular		a047b042		
2_007_A62	v4#56	耳	聤	Regular		a047a071		
2_007_B11	v4#56	耳	聎	Regular		a047b103		
2_007_B12	v4#56	耳	䏄	Regular		a047b043		
2_007_B21	v4#56	耳	𦗐	Regular		a047b044		
2_007_B22	v4#56	耳	耾	Regular		a047b045		
2_007_B31	v4#56	耳	耺	Regular		a047b051		
2_007_B32	v4#56	耳	聐	Regular		a047b052		
2_007_B41	v4#56	耳	䎷	Regular		a047b053		
2_007_B42	v4#56	耳	𦗔	Regular		a047b054		
2_007_B51	v4#56	耳	䎿	Regular		a047b055		
2_007_B52	v4#56	耳	𦗢	Regular		a047b061		
2_007_B61	v4#56	耳	聙	Regular		a047b062		
2_007_B612	v4#56	耳	𦖪	Songben-Yupian		a047b063		
2_007_B62	v4#56	耳	䏂	Regular		a047b064		
2_008_A11	v4#56	耳	𦗁	Regular		a047b065		
2_008_A12	v4#56	耳	耴	Regular		a047b071		
2_008_A12	v4#56	耳	䎲	Regular	白	a047b071		
2_008_A21	v4#56	耳	聭	Regular		a047b072		
2_008_A22	v4#56	耳	𦗦	Regular		a047b073		
2_008_A221	v4#56	耳	𦗾	Songben-Yupian		a047b074		
2_008_A31	v4#56	耳	耷	Regular		a047b081		
2_008_A32	v4#56	耳	䎼	Regular		a047b082		
2_008_A41	v4#56	耳	聑	Regular		a047b075		
2_008_A42	v4#56	耳	聶	Regular		a047b091		G13尾。
2_008_A52	v5#57	口	口	Regular		a048a081		G14首。
2_008_A521	v5#57	口	𠙵	Songben-Yupian		a048a082		
2_008_A61	v5#57	口	噣	Omitted-regular		a048a091		隷書揭出字脱。篆書字形。
2_008_A62	v5#57	口	喙	Regular_seal		a048a093		
2_008_B11	v5#57	口	㖧	Regular		a048a101		掲出字：原作⿱呡曰。
2_008_B12	v5#57	口	吻	Regular		a048a094		
2_008_B21	v5#57	口	嚨	Regular		a048a102		咽：原作𠰸。
2_008_B22	v5#57	口	咽	Regular_seal		a048a103		有埋字B。
2_008_B23	v5#57	口	㖶	Embedded_clerical		a048a104		埋字B。李按、上字字體注記、非《万象名義》揭出字。
2_008_B31	v5#57	口	喉	Regular_seal		a048a105		
2_008_B32	v5#57	口	嗌	Regular_seal		a048b011		
2_008_B321	v5#57	口	𡁐	Songben-Yupian		a048b012		
2_008_B41	v5#57	口	喗	Regular		a048b013		
2_008_B411	v5#57	口	𠲰	Songben-Yupian		a048b014		
2_008_B42	v5#57	口	噭	Regular_seal		a048b015		
2_008_B51	v5#57	口	叫	Regular_seal		a048b016		
2_008_B52	v5#57	口	哆	Regular_seal		a048b022		
2_008_B61	v5#57	口	呱	Regular_seal		a048b023		
2_008_B62	v5#57	口	啾	Regular_seal		a048b031		
2_009_A11	v5#57	口	喤	Regular_seal		a048b032		
2_009_A12	v5#57	口	喧	Regular		a052b055		
2_009_A12	v5#57	口	咺	Regular	宮	a048b033		
2_009_A21	v5#57	口	唴	Regular_seal		a048b041		
2_009_A22	v5#57	口	哴	Regular_seal		a048b042		
2_009_A31	v5#57	口	㘈	Regular_seal		a048b043		
2_009_A32	v5#57	口	咷	Regular_seal		a048b051		
2_009_A41	v5#57	口	喑	Regular_seal		a048b052		
2_009_A42	v5#57	口	咳β	Regular_seal				篆書
2_009_A43	v5#57	口	咳	Regular_seal		a048b054		篆書
2_009_A51	v5#57	口	噲	Regular_seal		a048b053		
2_009_A52	v5#57	口	嗛	Regular_seal		a048b061		
2_009_A61	v5#57	口	咀	Regular_seal		a048b062		
2_009_A62	v5#57	口	嚵	Regular_seal		a048b071		
2_009_B11	v5#57	口	啜	Regular_seal		a048b072		
2_009_B12	v5#57	口	㗱	Regular_seal		a048b073		
2_009_B21	v5#57	口	噬	Regular_seal		a048b081		
2_009_B22	v5#57	口	嚌	Regular_seal		a048b082		
2_009_B31	v5#57	口	噍	Regular_seal		a048b084		
2_009_B32	v5#57	口	𠻜	Regular_seal		a048b091		方：呂作介。
2_009_B41	v5#57	口	嚼	Regular_seal		a048b092		
2_009_B42	v5#57	口	𠻘	Regular		a048b093		
2_009_B51	v5#57	口	吮	Regular_seal		a048b094		
2_009_B52	v5#57	口	啗	Regular				
2_009_B61	v5#57	口	嗒	Regular_seal		a048b104		原作哈。呂同作。
2_009_B62	v5#57	口	嘰	Regular_seal		a049a012		
2_010_A11	v5#57	口	㗘	Regular_seal		a049a013		
2_010_A12	v5#57	口	呑	Regular_seal		a049a014		
2_010_A21	v5#57	口	含	Regular_seal		a049a021		
2_010_A22	v5#57	口	哺	Regular_seal		a049a022		
2_010_A31	v5#57	口	味	Regular_seal		a049a024		
2_010_A32	v5#57	口	嚛	Regular_seal		a049a023		
2_010_A41	v5#57	口	𠿡	Regular_seal		a049a031		
2_010_A42	v5#57	口	噫	Regular_seal		a049a032		
2_010_A51	v5#57	口	唾	Regular_seal		a053b015		或涶、字体注記。
2_010_A52	v5#57	口	嘽	Regular_seal		a049a033		
2_010_A61	v5#57	口	咦	Regular_seal		a049a041		
2_010_A62	v5#57	口	呬	Regular_seal		a049a042		
