#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   TSJ: Tenjibon Shinsen Jikyo database -- Headwords and definitions
#
#   Tenjibon Shinsen Jikyo 新撰字鏡, Tenji copy 天治本.
#   A complete manuscript of 1124 is held by the Imperial Household Archives.
#   Buddhist monk Shoju 昌住, c. 898-901.
#   A Hanzi (Chinese character) dictionary.
#
#   TSJ_definitions.tsv
#   Version: 1.0.48
#   Date published: 28 June 2018
#   Last modified: 12 September 2019
#
#   Copyright (c) 2018-2019 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in charge of text data proofreading)
#	LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV format information:
#   [SJID (svvwwxyyz)        Book(vv), leaf(ww), recto-verso(x), line(yy) and number(z). Refer to TSJ_entries.tsv]
#   SJ2ID                    For headword of two or more characters, add 'a, b, ..., n' at the end of SJID
#   Entry_word               Headword
#   SJ_def                   Definition of pronunciation, meaning and variant(s)
#   SJ_def_remarks           Editor's notes
#
#   Acknowledgments:
#   We are grateful to the Imperial Household Archives 宮内廳書陵部 for permission to publish the decipherment text of TSJ.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526.
#
TSJ2ID	Entry_word	SJ_def	SJ_remarks
s0418a603a	⿱薩米糵	二同。魚列反。牙米也。在草部。	
s0418a701	𥼶	施尺反。入：漬也。	
s0418a702	麊	武移反。平：縣名。	
s0418a703	冞	武移反。平：深入也。	
s0418a704	麋	在鹿部。	
s0418a705a	𥹇⿰米卞	二同。匹悶反。去。皮古尓。	
s0418a802	粉	方吻反。上。己女乃佐支。	
s0418a803	頪	郎外反。去：難曉也。	
s0418a804	粲	倉旦反。去：細米也。	
s0418a805	⿰米舟	或本作。	
s0418b101	⿰米〓	米未詳。	
s0418b102	⿰米〓	去音。白米。	
s0418b103	⿰米筆	比知反。毛知米。	
s0418b104	䊦	烏結反。入：糉。	
s0418b105	𥸸	練結反。入：𥸸𡔢多芧目也。	
s0418b201	⿱迷六	上字，或本作。	
s0418b202a	糖糛	餹溏四同。徒朗反。平。阿女。	
s0418b204	⿰米婁	力求反。𥹸⿰米婁也，飯名也。	
s0418b205	敉	芳皮反。平：撫也。又𢼜一本作。	
s0418b301	糇	侯音。粮也。	
s0418b302	糠	口朗反。謂之蠱也，米皮也。	
s0418b303	𥼷	脂然反。平：饘字。漿也。	
s0418b304a	粢咨	二同。⿰食齊⿰食粢，亦同字。舂飯餠也。子尸反。平：邊豆之實也，器名。在食部。	
s0418b402	粃	方履反。上：蘇也，米淺屑也。	
s0418b403	籹	居呂反。上：餝也，粔也。	
s0418b501a	⿰米㝎𬖣	二同。定音。由須留。	
s0418b503	⿰米希	父世反。鼻也。	
s0418b504	糞	方閔反。尿也。	
s0418b505	粒	立音。阿良本。	
s0418b506a	糢𥹧䊪	三籾字。𥞪，在米部。	
s0418b603	𬖝	舂米也。	
s0418b604	粻	加礼比。	
s0418b605	粕	由須留。	
s0418b606	𥞫	毛知比。	
s0418b701	𥺰	毛知米。	
s0419a101	罓	文兩反。上：無也，網。	
s0419a102	网	上正作。	
s0419a103a	罩羄	二同。箌・𥷬・䈇三亦同字。竹校反。去：𥷬也，捕魚籠。	
s0419a105	䍤	沛同。子礼反。上：漉也，謂䍤出其汁也。	
s0419a201a	罛β罛	二同。[＿]胡反。魚罟謂𦋆。又大網也。	
s0419a203b	罝𦋽𦋾	三同。子邪反。菟罟謂之罝，即遮也，遮取菟也。	
s0419a301	冤	古作惌，今作𡨚。於元反。上亦作絻。屈也，枉也。	
s0419a302	冒	亡報反。覆也，貪也。	
s0419a303a	罣罫	二同。胡卦反。平：網礙也，網止也。倭：介伊反。	
s0419a401	羂	第三分作繋。又作羂。古泫反。	
s0419a402	罨	烏荅於儼二反。倭：阿牟反。	
s0419a403	䍐	呼䍐(旱)反。希也，䟽也。又干音。	
s0419a404	罥	古玄反。上：繋也，桂(挂)也。和奈。	
s0419a501	𦋺	居厲反。魚罓也。倭：介伊反。	
s0419a502	罟	姑户古胡二反。上：網也。又古音。	
s0419a503	羃	亡狄反。入：覆食巾也，今云食單是也。	
s0419a601	罹	力利反。平：毒也，憂也。離字也。	
s0419a602	羅	力阿反。終也，烈也，被也。	
s0419a603	𦋓	丘員反。平：小㥽。	
s0419a604	罠	武云反。平：彘網也。	
s0419a605	䍙	莫杯反。平：雉網。	
s0419a701	罿	尺容反。平。又徒江反。車上冈(罔)。	
s0419a702	䍦	力移反。平：羃。	
s0419a703a	罶羀𦌁	三同。力帚反。上：寡婦網也。	
s0419a801	罭	榮逼反。入：魚網也。	
s0419a802	𦌠	蒲革反。入：⿰米羽(翻)車。	
s0419a803	䍡	盧各反。入：網也。	
s0419a804	𦌔	所晏反。去：取魚網。	
s0419b101	罻	於胃反。去：羅也。	
s0419b102	罧	槮同。斯甚反。上：積柴取魚。	
s0419b103	罯	焉感反。上：魚網。	
s0419b104	𦌬	无主反。上：窓中網。	
s0419b201	罷	皮彼反平陂薄解三反。上：遣有罪。	
s0419b202	𦋰	古紺反。平：絲網也	
s0419b203	罘	薄謀反。平：菟網。	
s0419b204	罞	莫交反。平：麋罟。	
s0419b301	䍖	匹交反。平：網。	
s0419b302	罺	侧交反。平：抄網。	
s0419b303	罼	方正反。入：網菟。	
s0419b304	罦	薄謀反。平：車上網。	
s0419b305	罤	田兮反。平：菟網。	
s0419b401	罾	曾音。魚罟。	
s0419b402	𦌿	所宜反。釃也。	
s0419b403	𦉾	巨狂反。上：網字。	
s0419b601	巾	羈銀反。平：首服也，連也，衣也，一云項衣。	
s0419b602a	帀迊巿市	四同。作合反，仕止反。上：交易人會處也，周帀也。	
s0419b701	帞	莫格反。入：頭也，頟巾也。	
s0419b702	帕	普伯反。入：擔。	
s0419b703a	幰𢁗	二同。虛偃反。上：布帛張車上爲幰。	
s0419b705	悌	大帝大礼二反。愷悌，樂也，易也。	
s0419b801	帆	颿同，古作𩗋。扶嚴反。汎也。又扶泛也。	
s0419b802	愉	翼珠反。作孚愉。言美色也。作怤。愉悅也。	
s0419b803	帊	袍同。疋亞反。帊幞也，棊也，両複曰帊。	
s0420a101	幄	於角反。入：謂大帳也，䨱帳謂之幄，即幕也。	
s0420a102	帷	於隹反。平：□也，唯也，帳運牀布張也，平。	
s0420a201	幔	莫半反。去：幕也，帷也，帳也，䨱也，閹也。	
s0420a202a	帔𢅩	正：疋議反。去。又芳皮反。平：所以被背也，今云褐被謂帬曰帔。又披帔也，肩背不及下也。	
s0420a301b	帴⿰巾⿱土戈	正：所黠反。入。又思𤒻反。去：帬也，婦人脅衣也。	
s0420a303	幘	子尺反。入：首服也，頭巾也。比太比乃加〻保利。	
s0420a304	幃	王非反。平：香囊。	
s0420a401	㠾	於元反。平：繙㠾。	
s0420a402	幋	薄官反。平：大巾也，紻也。	
s0420a403	帉	撫云反。巾也，拭巾也，幘也。	
s0420a404	𢁥	上同。	
s0420a405	𢁘	蘇甘反。平：衣被。	
s0420a501	幨	處占反。平：帷。	
s0420a502	帑	他朗反。上：金帛藏，妻子也，府也。	
s0420a503	㡔	武遇反。上：髪巾也，車衡上衣。	
s0420a504a	帽⿰巾牟	莫報反。去：冒也，冠也。	
s0420a601	帳	陟亮反。去：帷也，張也。	
s0420a602	幦	莫歴反。入：車䨱。	
s0420a603	幎	莫歴反。入：廣也，幔也，大中也，䨱面巾也。	
s0420a604	𢃖	上字。直由反。幬字。	
s0420a701	幗	古獲反。入：婦人喪冠。	
s0420a702	帗	袚同。甫達反。幅巾也，縷毳翇也。	
s0420a703	𢂻	而辰反。𣏞(枕)巾。	
s0420a704	𢃣	□(𧚥)同。丁來反。衣領也。𧙗同。	
s0420a705	㡋	於刧反。囊也，幓頭也。	
s0420a801	㡓	褌裩二字同。古魂反。𢃧也。見衣部。	
s0420a802	𢃓	且勇反。𢃧也，㡓也。	
s0420a803a	𢃭⿰巾忽	二字上同。	
s0420a805b	幙幕	二同。亡伯反。入：幄帷䨱食葉也。	
s0420b102	𢅡	力甘反。襤也，无毳也，無也。	
s0420b103	㡘	力占反。帷也，取也，廉也，䈴。	
s0420b104	㠲	皮匕反。㡜裂也。	
s0420b201	幖	亡肖反。幟也，幡。	
s0420b202	㡨	子廉反。拭也。	
s0420b203	幡	無元反。瓠葉也，往來皃。	
s0420b204	幝	充千反。𦿔皃也，繟也。	
s0420b205a	𢄐幪	二同。蒙公反。𦿔也，巾也，䨱也，蓋也。	
s0420b302	幠	無古反。䨱也，大也，張也，幔也，⿰忄敖也	
s0420b303	幩	夫云反。餝也，扇具也。	
s0420b304	𢅯	夫分反。囊入物大滿而裂也，匕觔。	
s0420b401	㡒	猪旬反。載米布。	
s0420b402	㠷	公益反。以席載米。	
s0420b403a	⿰巾⿳百冖歧⿰巾⿳首冖歧𢅼	三同。奴回反。塗也，着也。	
s0420b501	幏	公亞反。夷布。	
s0420b502	帢	古合反。韐也，𢂷。	
s0420b503	𢃗	古欠反。䘶也。壅耳。	
s0420b504	𢃍	匕以反。冕也。裨。	
s0420b505	𢂹	亡交反。𢂹幗。	
s0420b601	㡅	乃可反。	
s0420b602	㡞	力甫反。姓。	
s0420b603a	⿰巾𠳮𢄹	二同。口交[反]。繑也，紐。	
s0420b605	幞	夫足反。幞幭。	
s0420b606	帪	止仁反。囊也，馬篼也。	
s0420b701	帾	都古反。幡也，幖。	
s0420b702	𢁮	止安反。絹𢁮也。	
s0420b703	𢃀	武具反。欲空。	
s0420b704	㡦	匹□反。敝皃。	
s0420b705	𢃔	充堛反。車㡙。裧也。裳帷。	
s0420b801a	㡂𢂥	二同。力制[反]。餘也，㡏也，茢衣。	
s0420b803	𢂁	口侯反。指沓。	
s0420b804	帲	匕井反。䨱也，庰也，屏也，蔽也。	
s0421a101	𢂑	止式反。拭也，𢪛也，清也。	
s0421a102	㠸	方具反。衭。	
s0421a103	㡚	古侯反。褠。	
s0421a104	𢅒	徒旦反。袒也。免衣。	
s0421a105a	𢃒⿰巾卆	二同。子納反。⿰巿卒也，絯也，五采繒。	
s0421a201b	㡈幓	二同。莫幔也遭二反。絻也，代冠也，所以裹髪髻。	
s0421a203	幟	尸止反。幡。	
s0421a204	𢂴	上字。	
s0421a301	𢁢	口孤反。⿰■亐(㢪)也。挽也，引也，張也，扜也。	
s0421a302	㡥	於靳反。裏也，韏。	
s0421a303	𢅰	呼格反。㡗也，帷也。	
s0421a304	㡗	大奚反。也。黃紙也。	
s0421a401	⿰巾基	巨几反。綦也，繋也。	
s0421a402	帺	上字。	
s0421a403	㡟	且勞反。藉布。	
s0421a404	𢄺	子鳥反。拭也。	
s0421a405	帿	古冓反。射布也。	
s0421a501	幯	子結反。拭。	
s0421a502	⿰巾基	止夾反。礼巾。	
s0421a503	帤	女於反。弓中裨也，幣布也。	
s0421a504a	⿳卌冖巾帶	都大反。行也，紳也。	
s0421a601	常	視章反。在口部。	
s0421a602	𢃬	子田反。幡也。㮍也，箋。	
s0421a603	幑	匕鬼反。⿱放毛(氂)旗幡也。	
s0421a604	𢃴	力末反。拂。	
s0421a605	帣	居爰反。囊也，三斛爲一帣。	
s0421a701	席	徐亦反。陳也。在广部。	
s0421a702	布	甫侯反。泉也，宣也，敷也，裂也，陳也。	
s0421a703	𢂺	且見反。㡋也，幧頭。	
s0421a801a	帟⿱𡖋巾	同。余石反。平帳也，承塵居幕若帷。	
s0421a803	𢂼	尸世反。㡂也。	
s0421a804	㠿	此止反。布也。	
s0421b101	𢄋	紆塋反。䨱。	
s0421b102	㠵	呼光反。蔑幞。	
s0421b103	𢅮	辞炎反。巾。	
s0421b104	𩇪	字(孚)畏反。䨾也。隱也。	
s0421b105	帋	止代反。紙字。絮也。	
s0421b201	帍	胡古反。在戸部。	
s0421b202	巿	甫勿反。韠也。韍。	
s0421b203	𢂷	古沓反。韐。	
s0421b204	𦧠	虫(禹)刮反。細也，紬也。	
s0421b301	𢅉	方校反。綵也，文雜也。	
s0421b302	𤎥	他敢反。𦃖也，菼也，毳衣如𤎥，〻白苬。	
s0421b303	𢅞	力足反。緑也，青繒。	
s0421b304	⿰巾⿱左月	䙃同。徒臥都異二反。去：无袂衣。一曰大衣被。	
s0421b401	𢄶	呼麥反。入：裂帛聲。	
s0421b402	帛	傍陌反。入：繒也，賂也。	
s0421b403a	幍㡊	同。苦洽反。入：巾㡊也，帽也。	
s0421b501	𢂿	上字。	
s0421b502	𢃕	他合反。帳上。	
s0421b503	帨	式芮反。去：佩巾也，拭物巾。	
s0421b504	𢂀	敷勿反。□韜髮也。	
s0421b601	帖	他協反。入：床前帷券帖。	
s0421b602	⿰巾坒	𦀘同。布奚反。平：覆扇。	
s0421b603a	⿰巾⿳亠罒衣⿰巾褱	同。乎乖反。平：抱也。	
s0421b605	㡙	并方反。平：簾也。車乃加久比。婦人乘。	
s0421b701	帬	其君反。平：裳。	
s0421b702	幌	古良反。上：窓簾也。止波利。	
s0421b703a	𢅎⿰巾敖	同。古了反。上：行縢也。手牟加波支。	
s0421b801a	帙帙β	同。直失反。袠袟同。裏列也。	
s0421b803	幅	方六反。入：絹廣狹也，絹耳。和太利。	
s0421b804	𢁕	丁了反。上：繒布頭也。支奴波志。	
s0422a101	㡜	先列反。入：殘帛也。世太礼加〻不。	
s0422a102	𢁼	竹与反。上：苑䨱棺也。𢅔同。皮不利帷也。	
s0422a103	𢅔	皮不利加太比良。	
s0422a201	帚	之□反。上：所以掃糞也，掃也。	
s0422a202	㡉	古年反。布■名。又縣名。	
s0422a203	𢁙	牢也	
s0422a204	幣	古作𧸁。卑制反。去：帛。	
s0422a301	帝	都麗反。君也，徳也，合天地稱帝。	
s0422a302	㡑	其銷反。平：頭㡑也，幓也。	
s0422a303	帓	慕鎋反。入：帶也。	
s0422a304	幭	莫結反。入：帊幞也，單被。	
s0422a401	𢅓	上字。	
s0422a402	帹	処甲反。面衣也，衣散下也。	
s0422a403	幢	直江反。平：翳也。又從巾。	
s0422a404	幬	𢃖同。直由反。平：一⿰巾匋，襌帳也，牀帳也。	
s0422a701	酉	与餘弔余帚三反。上：𣫍也，秀也。	
s0422a702a	酗𨠮	同。許具反。去：醟也。佐加〻利。	
s0422a704	醟	禹命反。平：𨠮也。	
s0422a705	醞	於軍反。去：釀也，餘也，飽也，裏也，酒母也，投也。	
s0422a801	酷	古作嚳焅俈三形。口木反。急也，極也，熟也，酒味。加良志。ー。	
s0422a802	酌	之若反。行也，挹也，活也，取也，益也。	
s0422a803	𨣧	古詣反。去：醎也，醬也，酒正也，齊也。	
s0422b101	配	普佩反。去：酒色也，當也，婚也，合也，以也，對也，充也，疋軰也。	
s0422b102	醊	陟衛反。去：祭也，餟也，餽也。	
s0422b201	酵	古校反。去：酒酵也。	
s0422b202	䣺	居巽反。孔出酒也，酒泉也。	
s0422b203	酳	与晉反。去：酒漱口也，弘也，安食也。	
s0422b204	醭	普木反。入：白醭也，醬也，敗也。	
s0422b301	醁	力玉反。入：美酒。	
s0422b302	䤉	亡如反。入：飲盡也。	
s0422b303	䣪	並括反。入：酒色也。	
s0422b304	酪	盧各反。入：梅漿也。	
s0422b401a	䣮⿰酉叐	二同。蒲橙反。	
s0422b403	𨢊	莫公反。麴。	
s0422b404	䤁	才心反。熟麴也，幽也。	
s0422b405a	䣲⿰酉卞	二同。疋万反。疣熟也，一□酒也。	
s0422b501	酴	達胡反。酒也，酒母也。	
s0422b502	𨢌	力狄反。䣺也，漉酒也。	
s0422b503	𨣘	莫公反。濁酒也。	
s0422b504	䤊	女吏反。移也，𨢌也。	
s0422b505	䣬	徒載反。䣪也，聒也，甘也。	
s0422b601	醮	子肖反。有冠曰醮。无有曰醴，祭酒。	
s0422b602	𨟴	餘振反。𨣵也，飲也。	
s0422b603a	酬醻	二同。時周反。報也，還也，厚也，勸也。	
s0422b701	釂	子翟反。䤉。	
s0422b702a	䣰	其麁反。各出酒也。䣰字。	
s0422b704	醺	詡軍反。和惋醉也，熏也。	
s0422b705	䤘	且冉反。酢也。	
s0422b801	醶	火檻反。酢漿。	
s0422b802	𨢡	甫桂反。擣檢𨡓。	
s0422b803	䤎	渠溝反。𨡭也，䤉。	
s0422b804	䤅	達溝反。𨡭也，䤉也。	
s0423a101	䣼	力將反。以水和酒也，雜味也，醬。	
s0423a102	醷	於力於里二反。梅醬也。	
s0423a103a	醙𨡻	使鄒反。白酒也，黍酒也。	
s0423a105	醩	子勞反。糟也，滓也，酒滓也。	
s0423a201	𨡯	乃感反。腩字同。臛也。	
s0423a202	䤄	弥戀(兖)反。湎也，飲失過也。	
s0423a203	醂	力感反。菹也，桃潢。	
s0423a204	𨠦	胡交反。沽酒也。	
s0423a301	䤕	呼卓反。酢也。	
s0423a302	𨢎	亡狄反。酪滓也。	
s0423a303	䤙	力狄反。𨢎也。	
s0423a304	𨡫	下衮反。相沃也。	
s0423a305	𨣱	莫割反。醏也，醬也。	
s0423a401	醏	始(妬)胡反。𨣱也。	
s0423a402	醛	叉劣反。鹹葅。	
s0423a403	𨢍	視利反。嗜也，𦞯也，飲也，𩝙也。	
s0423a404	酭	禹故反。□也，侑也。	
s0423a501	䣿	於娯反。能飲者下能飲也。	
s0423a502	醃	於炎反。葅。	
s0423a503	䣩	才倫反。美也。	
s0423a504	醥	芳召反。清酒也。	
s0423a505	⿰酉鳥	市輸反。酒美也。酒美佐介。又美酒丶。	
s0423a601	醤	子匠反。醯也。	
s0423a602	𨡭	亡溝反。䤅也，醳也，醬。	
s0423a603	䤔	昨冉反。䣸。	
s0423a604	䣸	如琰反。	
s0423a701	醔	似流反。貫也。	
s0423a702	醫	於其反。治病王也，巫也，養病也。	
s0423a703	酨	徂載反。酢也，米汁也。	
s0423a704	莤	所鞠反。酒滓也，浦酒也。	
s0423a801	䤒	巨氣反。飲酒名。	
s0423a802	醯	呼啼反。酸也。䤈字。	
s0423a803a	𨣦𨣦β	二同。詞旅反。藇也，美作也。	
s0423a805	𥂘	勅感反。■汁。	
s0423b101	𨢮	猪宜反。酒名。	
s0423b102	䤗	餘瞻反。酒味淫。	
s0423b103	酓	於簟反。酒味苦皃。	
s0423b104	醲	女容反。平：厚酒也。加良支酒也。	
s0423b201	酏	戈支反。平：酒也。	
s0423b202a	醅𨡍	同。芳林反。平：酒未漉也，醉飽也。阿万佐介。	
s0423b204	酖	丁含反。平：樂酒也，媅也，躭也。	
s0423b205	酣	胡甘反。飲也，樂也，洽也。	
s0423b301	酲	直貞反。平：酒病也。	
s0423b302	醒	桑經先定二反。平：除也，酲也。	
s0423b303a	醽𨤍	二同。郎丁反。平：淥酒名。	
s0423b305	酏	移尓反。上：酏酒也，粥也，甜黍酒也。	
s0423b401	醑	私呂反。上：簏酒。	
s0423b402	𨡠	上字。	
s0423b403a	𨢾醹	二同。而主反。上：厚酒。	
s0423b405	醴	盧啓反。上：齊也，䣲也。	
s0423b501a	醆⿰酉⿱土戈	二同。則板反。上：盞同。	
s0423b503	醓	他感反。上：醢也。	
s0423b504	䖆	二同。如兩反。無青葅。	
s0423b505a	酩酊	上：莫回反。下：丁挺反。並上。恵比佐万太留。	
s0423b601	⿰酉嘉	醝⿰酉嘉也。海泡皃。	
s0423b602	⿰酉康	酎⿰酉康也。阿万加須。	
s0423b603	𨡨	釀䤁也。加良加須。	
s0423b604	酎	志久豆。	
s0423b701a	⿰酉替䤐	二同。子朕反。上：小甜反(也)。	
s0423b703	醦	初朕反。上：酢也，甚也。	
s0423b704	醧	於據反。去：□(私)也，飫也，飽也，猒也。	
s0423b705	酹	郎外力達二反。酒沃地也，𨢌也，餟祭也。	
s0423b801	䤍	芳奚呼奚普安二反。醬敗則䤍生也，醭䤍醬敗懷也。	
s0423b802	釃	所宜所解二反。平：■(分)。𦌿字。下酒也，一曰醇也。	
s0424a101	醪	力兆反。平：汁滓雜酒也，古云一夜酒，■(謂)有滓酒也。古佐介。	
s0424a102	醇	時均反。平：不澆酒也，粹也，厚也，專也，純皆也，篤也。	
s0424a201	醝	才何反。白酒曰醝也。	
s0424a202a	䤈⿰酉⿱夕皿	同。呼啼反。平：酢也，酸也。肉比志保。又太比志保。	
s0424a204	醢	上同字。又呼改反。上。	
s0424a205	醎	鹹同。胡緘反。美加支阿地波比。又加良之。	
s0424a301	醋	徐各反。報也，酢也，酸也。加良之。又須之。	
s0424a302	酢	上同。七故反。去：醶也，報也。	
s0424a303	酤	公胡反。平：買酒也，一宿須(酒)。	
s0424a401	酸	素丸反。平：酢也。須支毛乃。	
s0424a402	醍	又作䬫。勅礼反。平：下酒。	
s0424a403	聝	古獲反。割耳。	
s0424a404	醐	餬同。侯孤反。䬫餬是也。	
s0424a405	醰	大甘反。去：美味酒也。	
s0424a501	醨	力知反。酒薄也，酒汁也。	
s0424a502a	醉酔	同。將遂反。去：惑酒也，本也，潰也。	
s0424a504b	𨠗醠	同。烏朗反。上：清酒也。又誤云濁酒，醥清酒。	
s0424a601	酮	同音。酒壞也，酢也，湩也，馬乳也。	
s0424a602	𨣨	力𣊟反。去：𨢩也，醷也，源也，和水酒。	
s0424a603a	釀釀釀	三同。女帳反。去：酒也，投也，成也，治酒也。佐介加牟。	
s0424a701	酘	大侯徒候二反。平：醖也。曽比寸。	
s0424a702	酷	苦沃反。入：裘也。	
s0424a703	醳	上革反。入：酒隨時也，醆也，煩時也，苦酒也。	
s0424a801a	⿰酉𠂢⿰酉〓	同。保曽知	
s0424a803	醀	比志利乃牟	
s0424a804	⿰酉裏	加牟之。	
s0424a805	⿰酉裏	須〻呆利。	
s0424a806a	𨠤	志呆留	
s0424b101a	𫑵⿰酉囙	同。万須〻。	
s0424b102	䤃	左加奈豆志留。	
s0424b301a	門𨳇	同作。莫昆反。字也，聞也。	
s0424b303b	閾𨵨閫	三同。許域反。門限。又苦本反。上。	
s0424b306	闉	於憐反。平：闍城上重門。	
s0424b401	𨵦	羊朱反。平：窺也。	
s0424b402	闍	丁姑反。平。又時遮反。上：闉也，城臺也。	
s0424b403	闅	弥隣反。平：低目視也。	
s0424b404	聞	武分反。徹。	
s0424b501	閩	武玄反。平：越也，蠻俗。	
s0424b502	閿	武分反。平：閿郷縣名。	
s0424b503	閽	呼昆反。平：守門人。	
s0424b504a	闐闐	同作。徒[＿]反。平：盛皃。堅端也，真也，車聲。	
s0424b601	𩰞	乃礼反。上：智小力劣。	
s0424b602	𨵌	烏可反。上：門傾皃。	
s0424b603	䦏	戸界反。去：門扉。	
s0424b604	閵	力進反。去：鳥名。	
s0424b701	閏	如舜反。去：滓也。	
s0424b702	𨵩	不色反。滿也。	
s0424b703	䦲	与古反。門屋。	
s0424b704	⿵門啓	口亥反。開也。	
s0424b705	闛	他唐反。門也，盛皃，皷聲。	
s0424b801	䦔	勅刺反。闑也。	
s0424b802	䦑	呼玦反。无門戶。	
s0424b803	闄	於小反。遮也，隔。	
s0424b804	䦎	五本反。□也，幸也。	
s0424b805	𨶝	止祝反。頰門也，堂側門也。	
s0425a101	⿵門奚	无云反。門上。	
s0425a102	問	无運反。去：究也，語也，答也。莫奮反。疑也，訪也，遺也，命也。	
s0425a103	醮	子詣反。去：冠娶礼祭。	
s0425a201	釂	子誚反。酒盡也。	
s0425a202	䦳	許亮反。去：門郷也，門門間曰䦳。	
s0425a203	閌	苦浪反。去：閬也，髙盛也。	
s0425a301	酭	尤救反。去：報。	
s0425a302	酎	直右反。去：⿵門寸酒。	
s0425a303	闘	丁豆反。去。	
s0425a304	闊	苦舌反。入：䟽也，遠也，廣也。	
s0425a305	𨳺	□□反。入：闍也，鄭城門。	
s0425a401	誾	古作𧥥。魚巾反。平：和悦幸。在言部。	
s0425a402a	闤闠	上：胡關反。下：胡對反。去：市門也，諠鬧也。	
s0425a404	閣	公□反。□也，戴也，止也，度也，閣也，歴也。	
s0425a501a	闢𨳟	二同。裨赤反。入：開也，謂天地開闢也。	
s0425a503	閡	豈戴反。去：塞也，止也，距也，遮也，礙也，㝵也。	
s0425a601	闇	於陰反。去：不明之皃，劣弱也，宜也，暗也。於呂加奈利。	
s0425a602	閻	餘古反。平：勸也，巻也，開也，人姓也，里中門。	
s0425a603	閦	所陸反。□。	
s0425a701	開	口該反。平：張也，強也，闊也，闓也。	
s0425a702	𨴂	上古作。	
s0425a703	閶	尺羊反。平：門名也，闔也，開關之聲。	
s0425a704	閍	方廣反。宮。	
s0425a705	閨	古携反。平：屋戸也。	
s0425a801	闌	来安反。平：章也，㝵也，遮也，閑也，牢也，希也。	
s0425a802	𨳾	于救反。祐也，明也。	
s0425a803	閤	古合反。入：閨門也，闥也。	
s0425b101	闔	胡獵胡格二反。合也，閇也。門乃止比良。	
s0425b102	閃	式染反。去：人名，窺也。䀦也。	
s0425b103	闓	口哀反。開也，化也，亦欲也，明也。	
s0425b201	𨷲	古作鑰。余酌反。關下牡也，關東曰鍵，關西謂𨷲。	
s0425b202	闑	亦作臬。魚列反。閫也，謂門限也。	
s0425b203	闈	于歸反。平：宮中門謂之闈，謂相通小門也，即宮中巷門也。	
s0425b301	閹	於儉反。上：閉門人也。宜作掩。即藏也，蔽也。	
s0425b302a	閞𨳲	同。皮弁反。去：欂櫨。㭓也。	
s0425b304	閬	力盎反。去：門高也，山名。	
s0425b401	閟	鄙冀反。上：從也，我思不閟，閇也，亦不從也，慎也。	
s0425b402a	䦱𨷕	同。為彼反。上：開也，闢也。	
s0425b404	𨳵	上字誤作。	
s0425b501	𨳏	除希反。登也，上也。	
s0425b502	閔	眉殞反。上：病也，傷痛也，悲也，人姓也。	
s0425b503	閈	胡旦反。去：門也，□(里)也，邑也，□也，巷門也，閭也，隔也，垣也，己也。	
s0425b601	閱	餘説以䊶二反。簡閱也，具也，具也，數開也，於門中曰閱，即簡也，擇也，選也，客也。	
s0425b602	閲	上字。	
s0425b603a	闕闕β	同。祛月反。入：除也，掘也，缺也，■也，□也，過也，去也。决音也。	
s0425b701	闡	昌善反。上：開也，布也，發也，明也。	
s0425b702a	閙𨳵𠆴	二同。乃孝反。猥衆也。佐和支美太留。又止〻呂久。	
s0425b801	閑	枯間反。平：孝也，雅也，闌也，閇也，牢也，習也，正也，閱也，防也。	
s0425b802	嫺	上字同〻。	
s0425b803	關	古環反。塞也，通也，入也，解也，悟也。	
s0426a101a	閉閇	同。補細反。去：塞也，紲也，遮也，守也。	
s0426a103	閭	旅居反。里也，門也，居也，邑也，侶也。	
s0426a104	闥	坦達反。入：門屏也，撃也。和支乃弥加止。	
s0426a201	間	正：古閑反。平：隟也，處所也，逾也，門也，項也，伺也，俔也，中也。借：居莧反。乱也，假也，■也，雜也。去：迭也，与也，兆也，加也，毀也，廁也，隔也，代也。	
s0426a301a	𨴅𨳿	二上古文作未詳。	
s0426a303	闒	正：徒臈反。入。□。初膓反。入：茸如□也。又闒然安定也，意也，鈒也，鈒⿰金丘也。	
s0426a401	閼	正：於達反。借：於乹於連二反。人姓也，遮也，壅也，遏也。	
s0426a402	闞	正：口蹔反。去：視也，望也。借：呼檻□。□：人姓。	
s0426a501	𨷻	力安反。平：妄也，掖也，䦨也。	
s0426a502	閘	古臈反。入：開閇門也，蓋開閇之聲也。	
s0426a503a	䦧⿵門児	同。呼狄呼鷄二反。恨也，心不平支皃，闘諍也。	
s0426a601	閜	虚可反。上：桴領也，大開也。	
s0426a602	閕	上字。桮也。	
s0426a603	𬮅	上字。	
s0426a604	闚	苦規反。覯也，□也，印也，莅也。宇加〻不。又乃曽久也。	
s0426a701	悶	莫頓反。懣也，頓也。	
s0426a702	閛	平音。門扉聲。	
s0426a703	𨷭	直連反。平：市也，門。	
