# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# Tenjibon Shinsen-Jikyo (TSJ) : Rikugokan edition, Rinsen shoten edition ,National Diet Library Digital Collections and Database of Pre-Modern Japanese Works
# Version: 1.1.3
# Date: 1 January 2022
# Last update : 27 March 2022
#
# Copyright (c) 2022 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# TSV format information
# ----------------------
# SJ_vol: 篇立次第, 巻1-12
# SJ_vol_leaf(svvwwx): Book(vv), leaf(ww) and recto-verso(x)
# SJ_Rinsen_p: Page(xxx) in Rinsen shoten edition
# NDL_URL_1916: 813.2-Sy968s, Rikugokan edition 1916
# NIJL_URL_micro:Database of Pre-Modern Japanese Works, National Institute of Japanese Literature, 宮内庁書陵部 書陵部蔵マイクロデジタル変換 DOI 10.20730/100290337
SJ_vol	SJ_vol_leaf	SJ_Rinsen_p	NDL_URL_813.2-Sy968s_1916	NIJL_Shoryobu_micro
巻3	s0312a	173	https://dl.ndl.go.jp/info:ndljp/pid/3438196/14	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/155
巻3	s0312b	174	https://dl.ndl.go.jp/info:ndljp/pid/3438196/15	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/156
巻3	s0313a	175	https://dl.ndl.go.jp/info:ndljp/pid/3438196/15	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/157
巻3	s0313b	176	https://dl.ndl.go.jp/info:ndljp/pid/3438196/16	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/158
巻3	s0314a	177	https://dl.ndl.go.jp/info:ndljp/pid/3438196/16	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/159
巻3	s0314b	178	https://dl.ndl.go.jp/info:ndljp/pid/3438196/17	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/160
巻3	s0315a	179	https://dl.ndl.go.jp/info:ndljp/pid/3438196/17	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/161
巻3	s0315b	180	https://dl.ndl.go.jp/info:ndljp/pid/3438196/18	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/162
巻3	s0316a	181	https://dl.ndl.go.jp/info:ndljp/pid/3438196/18	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/163
巻3	s0316b	182	https://dl.ndl.go.jp/info:ndljp/pid/3438196/19	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/164
巻3	s0317a	183	https://dl.ndl.go.jp/info:ndljp/pid/3438196/19	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/165
巻3	s0317b	184	https://dl.ndl.go.jp/info:ndljp/pid/3438196/20	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/166
巻3	s0318a	185	https://dl.ndl.go.jp/info:ndljp/pid/3438196/20	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/167
巻3	s0318b	186	https://dl.ndl.go.jp/info:ndljp/pid/3438196/21	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/168
巻3	s0319a	187	https://dl.ndl.go.jp/info:ndljp/pid/3438196/21	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/169
巻3	s0319a	188	https://dl.ndl.go.jp/info:ndljp/pid/3438196/22	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/170
巻3	s0320a	189	https://dl.ndl.go.jp/info:ndljp/pid/3438196/22	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/171
巻3	s0320b	190	https://dl.ndl.go.jp/info:ndljp/pid/3438196/23	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/172
巻3	s0321a	191	https://dl.ndl.go.jp/info:ndljp/pid/3438196/23	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/173
巻3	s0321b	192	https://dl.ndl.go.jp/info:ndljp/pid/3438196/24	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/174
巻3	s0322a	193	https://dl.ndl.go.jp/info:ndljp/pid/3438196/24	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/175
巻3	s0322b	194	https://dl.ndl.go.jp/info:ndljp/pid/3438196/25	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/176
巻3	s0322b	195	https://dl.ndl.go.jp/info:ndljp/pid/3438196/25	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/177
巻3	s0323b	196	https://dl.ndl.go.jp/info:ndljp/pid/3438196/26	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/178
巻3	s0324a	197	https://dl.ndl.go.jp/info:ndljp/pid/3438196/26	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/179
巻3	s0324b	198	https://dl.ndl.go.jp/info:ndljp/pid/3438196/27	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/180
巻3	s0325a	199	https://dl.ndl.go.jp/info:ndljp/pid/3438196/27	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/181
巻3	s0325b	200	https://dl.ndl.go.jp/info:ndljp/pid/3438196/28	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/182
巻3	s0325b	201	https://dl.ndl.go.jp/info:ndljp/pid/3438196/28	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/183
巻3	s0326b	202	https://dl.ndl.go.jp/info:ndljp/pid/3438196/29	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/184
巻3	s0327a	203	https://dl.ndl.go.jp/info:ndljp/pid/3438196/29	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/185
巻3	s0327b	204	https://dl.ndl.go.jp/info:ndljp/pid/3438196/30	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/186
巻3	s0328a	205	https://dl.ndl.go.jp/info:ndljp/pid/3438196/30	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/187
巻3	s0328b	206	https://dl.ndl.go.jp/info:ndljp/pid/3438196/31	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/188
巻3	#N/A	207	https://dl.ndl.go.jp/info:ndljp/pid/3438196/31	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/189
巻4	#N/A	208	https://dl.ndl.go.jp/info:ndljp/pid/3438196/32	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/191
巻4	s0401a	209	https://dl.ndl.go.jp/info:ndljp/pid/3438196/32	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/193
巻4	s0401b	210	https://dl.ndl.go.jp/info:ndljp/pid/3438196/33	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/194
巻4	s0402a	211	https://dl.ndl.go.jp/info:ndljp/pid/3438196/33	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/194
巻4	s0402b	212	https://dl.ndl.go.jp/info:ndljp/pid/3438196/34	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/195
巻4	s0403a	213	https://dl.ndl.go.jp/info:ndljp/pid/3438196/34	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/195
巻4	s0403b	214	https://dl.ndl.go.jp/info:ndljp/pid/3438196/35	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/196
巻4	s0404a	215	https://dl.ndl.go.jp/info:ndljp/pid/3438196/35	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/196
巻4	s0404b	216	https://dl.ndl.go.jp/info:ndljp/pid/3438196/36	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/197
巻4	s0405a	217	https://dl.ndl.go.jp/info:ndljp/pid/3438196/36	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/197
巻4	s0405b	218	https://dl.ndl.go.jp/info:ndljp/pid/3438196/37	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/198
巻4	s0406a	219	https://dl.ndl.go.jp/info:ndljp/pid/3438196/37	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/198
巻4	s0406b	220	https://dl.ndl.go.jp/info:ndljp/pid/3438196/38	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/199
巻4	s0407a	221	https://dl.ndl.go.jp/info:ndljp/pid/3438196/38	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/199
巻4	s0407b	222	https://dl.ndl.go.jp/info:ndljp/pid/3438196/39	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/200
巻4	s0408a	223	https://dl.ndl.go.jp/info:ndljp/pid/3438196/39	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/200
巻4	s0408b	224	https://dl.ndl.go.jp/info:ndljp/pid/3438196/40	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/201
巻4	s0409a	225	https://dl.ndl.go.jp/info:ndljp/pid/3438196/40	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/201
巻4	s0409a	226	https://dl.ndl.go.jp/info:ndljp/pid/3438196/41	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/202
巻4	s0410a	227	https://dl.ndl.go.jp/info:ndljp/pid/3438196/41	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/202
巻4	s0410b	228	https://dl.ndl.go.jp/info:ndljp/pid/3438196/42	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/203
巻4	s0411a	229	https://dl.ndl.go.jp/info:ndljp/pid/3438196/42	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/203
巻4	s0411b	230	https://dl.ndl.go.jp/info:ndljp/pid/3438196/43	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/204
巻4	s0412a	231	https://dl.ndl.go.jp/info:ndljp/pid/3438196/43	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/204
巻4	s0412b	232	https://dl.ndl.go.jp/info:ndljp/pid/3438196/44	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/205
巻4	s0413a	233	https://dl.ndl.go.jp/info:ndljp/pid/3438196/44	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/205
巻4	s0413b	234	https://dl.ndl.go.jp/info:ndljp/pid/3438196/45	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/206
巻4	s0414a	235	https://dl.ndl.go.jp/info:ndljp/pid/3438196/45	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/206
巻4	s0414b	236	https://dl.ndl.go.jp/info:ndljp/pid/3438196/46	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/207
巻4	s0415a	237	https://dl.ndl.go.jp/info:ndljp/pid/3438196/46	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/207
巻4	s0415b	238	https://dl.ndl.go.jp/info:ndljp/pid/3438196/47	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/208
巻4	s0415b	239	https://dl.ndl.go.jp/info:ndljp/pid/3438196/47	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/208
巻4	s0416b	240	https://dl.ndl.go.jp/info:ndljp/pid/3438196/48	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/209
巻4	s0417a	241	https://dl.ndl.go.jp/info:ndljp/pid/3438196/48	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/209
巻4	s0417b	242	https://dl.ndl.go.jp/info:ndljp/pid/3438196/49	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/210
巻4	s0418a	243	https://dl.ndl.go.jp/info:ndljp/pid/3438196/49	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/210
巻4	s0418b	244	https://dl.ndl.go.jp/info:ndljp/pid/3438196/50	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/211
巻4	s0419a	245	https://dl.ndl.go.jp/info:ndljp/pid/3438196/50	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/211
巻4	s0419b	246	https://dl.ndl.go.jp/info:ndljp/pid/3438196/51	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/212
巻4	s0420a	247	https://dl.ndl.go.jp/info:ndljp/pid/3438196/51	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/212
巻4	s0420a	248	https://dl.ndl.go.jp/info:ndljp/pid/3438196/52	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/213
巻4	s0421a	249	https://dl.ndl.go.jp/info:ndljp/pid/3438196/52	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/213
巻4	s0421b	250	https://dl.ndl.go.jp/info:ndljp/pid/3438196/53	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/214
巻4	s0422a	251	https://dl.ndl.go.jp/info:ndljp/pid/3438196/53	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/214
巻4	s0422b	252	https://dl.ndl.go.jp/info:ndljp/pid/3438196/54	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/215
巻4	s0423a	253	https://dl.ndl.go.jp/info:ndljp/pid/3438196/54	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/215
巻4	s0423b	254	https://dl.ndl.go.jp/info:ndljp/pid/3438196/55	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/216
巻4	s0424a	255	https://dl.ndl.go.jp/info:ndljp/pid/3438196/55	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/216
巻4	s0424b	256	https://dl.ndl.go.jp/info:ndljp/pid/3438196/56	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/217
巻4	s0425a	257	https://dl.ndl.go.jp/info:ndljp/pid/3438196/56	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/217
巻4	s0425b	258	https://dl.ndl.go.jp/info:ndljp/pid/3438196/57	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/218
巻4	s0426a	259	https://dl.ndl.go.jp/info:ndljp/pid/3438196/57	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/218
巻4	s0426b	260	https://dl.ndl.go.jp/info:ndljp/pid/3438196/58	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/219
巻4	#N/A	261	https://dl.ndl.go.jp/info:ndljp/pid/3438196/58	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/219
巻5	#N/A	262	https://dl.ndl.go.jp/info:ndljp/pid/3438197/2	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/222
巻5	s0501a	263	https://dl.ndl.go.jp/info:ndljp/pid/3438197/3	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/226
巻5	s0501b	264	https://dl.ndl.go.jp/info:ndljp/pid/3438197/4	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/227
巻5	s0502a	265	https://dl.ndl.go.jp/info:ndljp/pid/3438197/4	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/228
巻5	s0502b	266	https://dl.ndl.go.jp/info:ndljp/pid/3438197/5	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/229
巻5	s0503a	267	https://dl.ndl.go.jp/info:ndljp/pid/3438197/5	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/230
巻5	s0503b	268	https://dl.ndl.go.jp/info:ndljp/pid/3438197/6	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/231
巻5	s0504a	269	https://dl.ndl.go.jp/info:ndljp/pid/3438197/6	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/232
巻5	s0504b	270	https://dl.ndl.go.jp/info:ndljp/pid/3438197/7	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/233
巻5	s0505a	271	https://dl.ndl.go.jp/info:ndljp/pid/3438197/7	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/234
巻5	s0505b	272	https://dl.ndl.go.jp/info:ndljp/pid/3438197/8	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/235
巻5	s0506a	273	https://dl.ndl.go.jp/info:ndljp/pid/3438197/8	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/236
巻5	s0506b	274	https://dl.ndl.go.jp/info:ndljp/pid/3438197/9	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/237
巻5	s0507a	275	https://dl.ndl.go.jp/info:ndljp/pid/3438197/9	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/238
巻5	s0507b	276	https://dl.ndl.go.jp/info:ndljp/pid/3438197/10	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/239
巻5	s0508a	277	https://dl.ndl.go.jp/info:ndljp/pid/3438197/10	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/240
巻5	s0508b	278	https://dl.ndl.go.jp/info:ndljp/pid/3438197/11	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/241
巻5	s0509a	279	https://dl.ndl.go.jp/info:ndljp/pid/3438197/11	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/242
巻5	s0509b	280	https://dl.ndl.go.jp/info:ndljp/pid/3438197/12	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/243
巻5	s0510a	281	https://dl.ndl.go.jp/info:ndljp/pid/3438197/12	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/244
巻5	s0510b	282	https://dl.ndl.go.jp/info:ndljp/pid/3438197/13	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/245
巻5	s0511a	283	https://dl.ndl.go.jp/info:ndljp/pid/3438197/13	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/246
巻5	s0511b	284	https://dl.ndl.go.jp/info:ndljp/pid/3438197/14	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/247
巻5	s0512a	285	https://dl.ndl.go.jp/info:ndljp/pid/3438197/14	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/248
巻5	s0512b	286	https://dl.ndl.go.jp/info:ndljp/pid/3438197/15	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/249
巻5	s0512b	287	https://dl.ndl.go.jp/info:ndljp/pid/3438197/15	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/250
巻5	s0513b	288	https://dl.ndl.go.jp/info:ndljp/pid/3438197/16	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/251
巻5	s0514a	289	https://dl.ndl.go.jp/info:ndljp/pid/3438197/16	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/252
巻5	s0514b	290	https://dl.ndl.go.jp/info:ndljp/pid/3438197/17	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/253
巻5	s0515a	291	https://dl.ndl.go.jp/info:ndljp/pid/3438197/17	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/254
巻5	s0515b	292	https://dl.ndl.go.jp/info:ndljp/pid/3438197/18	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/255
巻5	s0516a	293	https://dl.ndl.go.jp/info:ndljp/pid/3438197/18	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/256
巻5	s0516b	294	https://dl.ndl.go.jp/info:ndljp/pid/3438197/19	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/257
巻5	s0517a	295	https://dl.ndl.go.jp/info:ndljp/pid/3438197/19	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/258
巻5	s0517b	296	https://dl.ndl.go.jp/info:ndljp/pid/3438197/20	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/259
巻5	s0518a	297	https://dl.ndl.go.jp/info:ndljp/pid/3438197/20	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/260
巻5	s0518b	298	https://dl.ndl.go.jp/info:ndljp/pid/3438197/21	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/261
巻5	s0519a	299	https://dl.ndl.go.jp/info:ndljp/pid/3438197/21	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/262
巻5	s0519b	300	https://dl.ndl.go.jp/info:ndljp/pid/3438197/22	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/263
巻5	s0520a	301	https://dl.ndl.go.jp/info:ndljp/pid/3438197/22	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/264
巻5	s0520b	302	https://dl.ndl.go.jp/info:ndljp/pid/3438197/23	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/265
巻5	s0521a	303	https://dl.ndl.go.jp/info:ndljp/pid/3438197/23	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/266
巻5	s0521b	304	https://dl.ndl.go.jp/info:ndljp/pid/3438197/24	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/267
巻5	s0522a	305	https://dl.ndl.go.jp/info:ndljp/pid/3438197/24	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/268
巻5	s0522b	306	https://dl.ndl.go.jp/info:ndljp/pid/3438197/25	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/269
巻5	s0523a	307	https://dl.ndl.go.jp/info:ndljp/pid/3438197/25	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/270
巻5	s0523b	308	https://dl.ndl.go.jp/info:ndljp/pid/3438197/26	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/271
巻5	s0524a	309	https://dl.ndl.go.jp/info:ndljp/pid/3438197/26	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/272
巻5	s0524b	310	https://dl.ndl.go.jp/info:ndljp/pid/3438197/27	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/273
巻5	s0525a	311	https://dl.ndl.go.jp/info:ndljp/pid/3438197/27	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/274
巻5	s0525b	312	https://dl.ndl.go.jp/info:ndljp/pid/3438197/28	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/275
巻5	s0526a	313	https://dl.ndl.go.jp/info:ndljp/pid/3438197/28	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/276
巻5	s0526b	314	https://dl.ndl.go.jp/info:ndljp/pid/3438197/29	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/277
巻5	s0527a	315	https://dl.ndl.go.jp/info:ndljp/pid/3438197/29	#N/A
巻5	s0527b	316	https://dl.ndl.go.jp/info:ndljp/pid/3438197/30	#N/A
巻5	#N/A	317	https://dl.ndl.go.jp/info:ndljp/pid/3438197/30	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/279
巻6	#N/A	318	https://dl.ndl.go.jp/info:ndljp/pid/3438197/30	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/280
巻6	s0601a	319	https://dl.ndl.go.jp/info:ndljp/pid/3438197/31	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/282
巻6	s0601b	320	https://dl.ndl.go.jp/info:ndljp/pid/3438197/32	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/283
巻6	s0602a	321	https://dl.ndl.go.jp/info:ndljp/pid/3438197/32	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/284
巻6	s0602b	322	https://dl.ndl.go.jp/info:ndljp/pid/3438197/33	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/285
巻6	s0603a	323	https://dl.ndl.go.jp/info:ndljp/pid/3438197/33	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/286
巻6	s0603b	324	https://dl.ndl.go.jp/info:ndljp/pid/3438197/34	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/287
巻6	s0604a	325	https://dl.ndl.go.jp/info:ndljp/pid/3438197/34	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/288
巻6	s0604a	326	https://dl.ndl.go.jp/info:ndljp/pid/3438197/35	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/289
巻6	s0605a	327	https://dl.ndl.go.jp/info:ndljp/pid/3438197/35	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/290
巻6	s0605b	328	https://dl.ndl.go.jp/info:ndljp/pid/3438197/36	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/291
巻6	s0606a	329	https://dl.ndl.go.jp/info:ndljp/pid/3438197/36	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/292
巻6	s0606b	330	https://dl.ndl.go.jp/info:ndljp/pid/3438197/37	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/293
巻6	s0607a	331	https://dl.ndl.go.jp/info:ndljp/pid/3438197/37	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/294
巻6	s0607b	332	https://dl.ndl.go.jp/info:ndljp/pid/3438197/38	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/295
巻6	s0608a	333	https://dl.ndl.go.jp/info:ndljp/pid/3438197/38	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/296
巻6	s0608b	334	https://dl.ndl.go.jp/info:ndljp/pid/3438197/39	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/297
巻6	s0609a	335	https://dl.ndl.go.jp/info:ndljp/pid/3438197/39	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/298
巻6	s0609b	336	https://dl.ndl.go.jp/info:ndljp/pid/3438197/40	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/299
巻6	s0610a	337	https://dl.ndl.go.jp/info:ndljp/pid/3438197/40	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/300
巻6	s0610b	338	https://dl.ndl.go.jp/info:ndljp/pid/3438197/41	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/301
巻6	s0611a	339	https://dl.ndl.go.jp/info:ndljp/pid/3438197/41	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/302
巻6	s0611b	340	https://dl.ndl.go.jp/info:ndljp/pid/3438197/42	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/303
巻6	s0612a	341	https://dl.ndl.go.jp/info:ndljp/pid/3438197/42	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/304
巻6	s0612b	342	https://dl.ndl.go.jp/info:ndljp/pid/3438197/43	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/305
巻6	s0613a	343	https://dl.ndl.go.jp/info:ndljp/pid/3438197/43	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/306
巻6	s0613b	344	https://dl.ndl.go.jp/info:ndljp/pid/3438197/44	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/307
巻6	s0614a	345	https://dl.ndl.go.jp/info:ndljp/pid/3438197/44	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/308
巻6	s0614b	346	https://dl.ndl.go.jp/info:ndljp/pid/3438197/45	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/309
巻6	s0615a	347	https://dl.ndl.go.jp/info:ndljp/pid/3438197/45	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/310
巻6	s0615b	348	https://dl.ndl.go.jp/info:ndljp/pid/3438197/46	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/311
巻6	s0616a	349	https://dl.ndl.go.jp/info:ndljp/pid/3438197/46	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/312
巻6	s0616b	350	https://dl.ndl.go.jp/info:ndljp/pid/3438197/47	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/313
巻6	s0617a	351	https://dl.ndl.go.jp/info:ndljp/pid/3438197/47	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/314
巻6	s0617b	352	https://dl.ndl.go.jp/info:ndljp/pid/3438197/48	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/315
巻6	s0618a	353	https://dl.ndl.go.jp/info:ndljp/pid/3438197/48	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/316
巻6	s0618a	354	https://dl.ndl.go.jp/info:ndljp/pid/3438197/49	https://kotenseki.nijl.ac.jp/biblio/100290337/viewer/317
