#	HDIC Project
#	HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
#	Songben Yupian (SYP) : (宋本玉篇) and
#			the copy in Imperial Household Agency Archives and Mausolea Department (宮内庁書陵部),
#			IIIF images provided through Keio Institute of Oriental Classics (慶應義塾大学附属研究所斯道文庫).
#
#	Version: 0.0.2
#	Date: 6 May 2024
#	Last update : 8 May 2024
#
#	Copyright (c) 2016-2024 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#	LI Yuan (Person in charge of text data proofreading)
#	LIU Guanwei (Person in charge of image database design and implementation)
#	Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#	This data is based on SYP.tsv (2023-08-29), compiled by suzuki toshiya and MORIOKA Tomohiko.
#
#	Data License Information and Access Rights
#	License: 
#	Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
#	Access Rights (Availability): 
#	Open access
#
#	TSV Format information:
#	----------------------
#	Vol_radical:	volume number & radical number separated by "#", both are not zero-padded.
#	Book:	SYP is bounded to 3 parts, upper (上) = a, middle (中) = b, and lower (下) = c.
#	Leaf:	Leaf number printed on the center of the leaf.
#	Recto-verso:	a is for the right side of the leaf, b is for the left side of the leaf (leaf, not in spread-view)
#	Radical:	UTF-8 single character of the radical
#	Keio_url:	URL of manifest.json, 3 manifest.json files are provided for each book
#	Page_iiif:	page number under specified IIIF manifest
#
#	Regular expression for each column:
#	----------------------
#	Vol_radical:	v[1-9][0-9]*{1,3}#[1-9][0-9]*{1,3}
#	Book:	[abc]
#	Leaf:	[0-9]{3}
#	Recto-verso:	[ab]
#	Radical:	.
#	Keio_url:	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-00[123]/manifest.json
#	Page_iiif:	[0-9]{3}
#
#	This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 22K12719.
#
Vol_radical	Book	Leaf	Recto-verso	Radical	Keio_url	Page_iiif
v7#79	a	068	b	骨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	072
v7#79	a	069	a	骨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	072
v7#79	a	069	b	骨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	073
v7#80	a	069	b	血	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	073
v7#81	a	070	a	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	073
v7#81	a	070	b	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	074
v7#81	a	071	a	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	074
v7#81	a	071	b	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	075
v7#81	a	072	a	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	075
v7#81	a	072	b	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	076
v7#81	a	073	a	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	076
v7#81	a	073	b	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	077
v7#81	a	074	a	肉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	077
v7#82	a	074	a	筋	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	077
v7#83	a	074	a	力	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	077
v7#83	a	074	b	力	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	078
v7#83	a	075	a	力	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	078
v7#84	a	075	a	劦	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	078
v7#85	a	075	a	呂	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	078
v7#86	a	075	a	𡬌	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	078
v7#86	a	075	b	𡬌	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	079
v8#87	a	075	b	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	079
v8#87	a	076	a	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	079
v8#87	a	076	b	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	080
v8#87	a	077	a	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	080
v8#87	a	077	b	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	081
v8#87	a	078	a	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	081
v8#87	a	078	b	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	082
v8#87	a	079	a	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	082
v8#87	a	079	b	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	083
v8#87	a	080	a	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	083
v8#87	a	080	b	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	084
v8#87	a	081	a	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	084
v8#87	a	081	b	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	085
v8#87	a	082	a	心	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	085
v8#88	a	082	a	思	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	085
v8#89	a	082	a	惢	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	085
v9#90	a	082	b	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	086
v9#90	a	083	a	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	086
v9#90	a	083	b	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	087
v9#90	a	084	a	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	087
v9#90	a	084	b	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	088
v9#90	a	085	a	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	088
v9#90	a	085	b	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	089
v9#90	a	086	a	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	089
v9#90	a	086	b	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	090
v9#90	a	087	a	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	090
v9#90	a	087	b	言	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#91	a	087	b	誩	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#92	a	087	b	曰	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#93	a	087	b	乃	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#94	a	087	b	丂	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#94	a	088	a	丂	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#95	a	088	a	可	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#96	a	088	a	兮	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#97	a	088	a	号	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#98	a	088	a	于	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#99	a	088	a	云	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#100	a	088	a	音	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	091
v9#100	a	088	b	音	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#101	a	088	b	告	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#102	a	088	b	凵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#103	a	088	b	吅	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#103	a	089	a	吅	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#104	a	089	a	品	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#105	a	089	a	喿	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#106	a	089	a	龠	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#107	a	089	a	册	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	092
v9#108	a	089	b	㗊	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	093
v9#109	a	089	b	只	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	093
v9#110	a	089	b	㕯	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	093
v9#111	a	089	b	欠	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	093
v9#111	a	090	a	欠	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	093
v9#111	a	090	b	欠	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	094
v9#111	a	091	a	欠	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	094
v9#112	a	091	a	食	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	094
v9#112	a	091	b	食	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	095
v9#112	a	092	a	食	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	095
v9#112	a	092	b	食	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	096
v9#112	a	093	a	食	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	096
v9#113	a	093	a	甘	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	096
v9#114	a	093	a	旨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	096
v9#115	a	093	a	㳄	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	096
v9#116	a	093	a	㚔	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	096
v9#116	a	093	b	㚔	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	097
v9#117	a	093	b	𠦍	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	097
v9#118	a	093	b	夰	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	097
v10#119	a	094	a	彳	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	097
v10#119	a	094	b	彳	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	098
v10#119	a	095	a	彳	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	098
v10#120	a	095	a	行	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	098
v10#121	a	095	a	冘	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	098
v10#122	a	095	b	夂	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	099
v10#123	a	095	b	久	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	099
v10#124	a	095	b	夊	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	099
v10#125	a	096	a	舛	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	099
v10#126	a	096	a	走	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	099
v10#126	a	096	b	走	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	100
v10#126	a	097	a	走	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	100
v10#126	a	097	b	走	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	101
v10#127	a	097	b	辵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	101
v10#127	a	098	a	辵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	101
v10#127	a	098	b	辵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	102
v10#127	a	099	a	辵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	102
v10#127	a	099	b	辵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	103
v10#127	a	100	a	辵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	103
v10#128	a	100	a	廴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	103
v10#129	a	100	a	癶	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	103
v10#130	a	100	a	歩	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	103
v10#131	a	100	b	止	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	104
v10#132	a	100	b	處	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	104
v10#133	a	100	b	立	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	104
v10#133	a	101	a	立	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	104
v10#134	a	101	a	竝	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	104
v10#135	a	101	b	此	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	105
v10#136	a	101	b	正	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	105
v10#137	a	101	b	是	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-001/manifest.json	105
v11#138	b	003	b	宀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	006
v11#138	b	004	a	宀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	006
v11#138	b	004	b	宀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	007
v11#139	b	004	b	宮	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	007
v11#140	b	005	a	宁	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	007
v11#141	b	005	a	門	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	007
v11#141	b	005	b	門	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	008
v11#141	b	006	a	門	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	008
v11#141	b	006	b	門	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	009
v11#142	b	006	b	戸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	009
v11#143	b	006	b	尸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	009
v11#143	b	007	a	尸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	009
v11#144	b	007	a	尾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	009
v11#144	b	007	b	尾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	010
v11#145	b	007	b	尺	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	010
v11#146	b	007	b	履	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	010
v11#147	b	007	b	老	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	010
v11#147	b	008	a	老	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	010
v11#148	b	008	a	疒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	010
v11#148	b	008	b	疒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	011
v11#148	b	009	a	疒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	011
v11#148	b	009	b	疒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	012
v11#148	b	010	a	疒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	012
v11#148	b	010	b	疒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	013
v11#149	b	010	b	𣦻	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	013
v11#150	b	010	b	歹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	013
v11#150	b	011	a	歹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	013
v11#150	b	011	b	歹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	014
v11#151	b	011	b	死	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	014
v11#151	b	012	a	死	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	014
v11#152	b	012	a	冎	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	014
v11#153	b	012	a	凶	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	014
v11#154	b	012	a	穴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	014
v11#154	b	012	b	穴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	015
v11#154	b	013	a	穴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	015
v11#155	b	013	a	丨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	015
v11#155	b	013	b	丨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	016
v11#156	b	013	b	屮	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	016
v12#157	b	013	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	016
v12#157	b	014	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	016
v12#157	b	014	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	017
v12#157	b	015	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	017
v12#157	b	015	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	018
v12#157	b	016	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	018
v12#157	b	016	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	019
v12#157	b	017	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	019
v12#157	b	017	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	020
v12#157	b	018	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	020
v12#157	b	018	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	021
v12#157	b	019	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	021
v12#157	b	019	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	022
v12#157	b	020	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	022
v12#157	b	020	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	023
v12#157	b	021	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	023
v12#157	b	021	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	024
v12#157	b	022	a	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	024
v12#157	b	022	b	木	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	025
v12#158	b	022	b	東	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	025
v12#159	b	022	b	林	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	025
v12#160	b	022	b	巣	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	025
v12#161	b	023	a	叒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	025
v13#162	b	023	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	025
v13#162	b	023	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	026
v13#162	b	024	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	026
v13#162	b	024	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	027
v13#162	b	025	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	027
v13#162	b	025	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	028
v13#162	b	026	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	028
v13#162	b	026	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	029
v13#162	b	027	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	029
v13#162	b	027	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	030
v13#162	b	028	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	030
v13#162	b	028	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	031
v13#162	b	029	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	031
v13#162	b	029	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	032
v13#162	b	030	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	032
v13#162	b	030	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	033
v13#162	b	031	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	033
v13#162	b	031	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	034
v13#162	b	032	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	034
v13#162	b	032	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	035
v13#162	b	033	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	035
v13#162	b	033	b	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	036
v13#162	b	034	a	艸	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	036
v14#163	b	034	b	蓐	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	037
v14#164	b	034	b	𦬠	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	037
v14#165	b	034	b	舜	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	037
v14#166	b	034	b	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	037
v14#166	b	035	a	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	037
v14#166	b	035	b	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	038
v14#166	b	036	a	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	038
v14#166	b	036	b	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	039
v14#166	b	037	a	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	039
v14#166	b	037	b	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	040
v14#166	b	038	a	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	040
v14#166	b	038	b	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	041
v14#166	b	039	a	竹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	041
v14#167	b	039	b	箕	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#168	b	039	b	才	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
