#	HDIC Project
#	HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
#	Kosanjibon Tenrei Bansho Meigi (KTB) : Subun Sosho edition (崇文叢書版) and National Diet Library Digital Collections
#
#	Kosanjibon Tenrei bansho meigi 篆隷萬象名義, Kosanji copy 高山寺本.
#	monk Kukai of the Heian period 空海, c. 827-835.
#	A Hanzi (Chinese character) dictionary.
#
#	Version: 1.1.1
#	Date published : 4 September 2016
#	Last modified : 5 January 2022
#
#   Copyright (c) 2016-2021 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#   Data License Information and Access Rights
#   License: 
#   Creative Commons Attribution-NonCommercial 4.0 International License (CC BY-NC 4.0)
#   Access Rights (Availability): 
#   Open access
#
#	TSV Format information:
#	----------------------
#	Vol_radical (xx#yyy)	: Volume(xx) and radical number(yyy) of Yuanben Yupian
#   KTB_vol : Gensen(G, the original part)-Zokusen(Z, the sequel part) and volume(xx) of KTB
#	Radical	: Radical of Chinese character 
#	Book_leaf (v_www_x) 	: Book(v), leaf(www), recto-verso(x) of KTB
#	NDL_url		: URL of National Diet Library Digital Collections
#
#	This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526.
#
Vol_radical	KTB_vol Radical	Book_leaf	NDL_url
v11#139	G35	宀	3_065_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/20
v11#139	G35	宀	3_065_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/21
v11#140	G35	宮	3_065_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/21
v11#141	G35	宁	3_066_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/21
v11#142	G36	門	3_066_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/21
v11#142	G36	門	3_066_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/22
v11#142	G36	門	3_067_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/22
v11#142	G36	門	3_067_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/23
v11#142	G36	門	3_068_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/23
v11#142	G36	門	3_068_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/24
v11#142	G36	門	3_069_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/24
v11#142	G36	門	3_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/25
v11#143	G36	戸	3_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/25
v11#143	G36	戸	3_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/25
v11#144	G36	尸	3_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/25
v11#144	G36	尸	3_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/26
v11#144	G36	尸	3_071_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/26
v11#144	G36	尸	3_071_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/27
v11#145	G36	尾	3_072_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/27
v11#146	G36	尺	3_072_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/27
v11#147	G36	履	3_072_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/27
v11#147	G36	履	3_072_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/28
v11#148	G36	老	3_073_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/28
v11#149	G37	疒	3_073_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/29
v11#149	G37	疒	3_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/29
v11#149	G37	疒	3_074_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/30
v11#149	G37	疒	3_075_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/30
v11#149	G37	疒	3_075_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/31
v11#149	G37	疒	3_076_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/31
v11#149	G37	疒	3_076_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/32
v11#149	G37	疒	3_077_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/32
v11#149	G37	疒	3_077_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/33
v11#149	G37	疒	3_078_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/33
v11#149	G37	疒	3_078_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/34
v11#149	G37	疒	3_079_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/34
v11#149	G37	疒	3_079_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/35
v11#149	G37	疒	3_080_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/35
v11#149	G37	疒	3_080_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/36
v11#149	G37	疒	3_081_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/36
v11#150	G37	𣦻	3_081_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/37
v11#151	G38	歹	3_081_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/37
v11#151	G38	歹	3_082_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/37
v11#151	G38	歹	3_082_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/38
v11#151	G38	歹	3_083_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/38
v11#151	G38	歹	3_083_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/39
v11#151	G38	歹	3_084_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/39
v11#151	G38	歹	3_084_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/40
v11#152	G38	死	3_085_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/40
v11#153	G38	冎	3_085_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/40
v11#154	G38	凶	3_085_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/41
v11#155	G38	穴	3_085_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/41
v11#155	G38	穴	3_086_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/41
v11#155	G38	穴	3_086_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/42
v11#155	G38	穴	3_087_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/42
v11#155	G38	穴	3_087_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/43
v11#155	G38	穴	3_088_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/43
v11#155	G38	穴	3_088_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/44
v11#156	G38	丨	3_089_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/44
v11#157	G38	屮	3_089_A	http://dl.ndl.go.jp/info:ndljp/pid/1243006/44
v11#157	G38	屮	3_089_B	http://dl.ndl.go.jp/info:ndljp/pid/1243006/45
v12#158	G28	木	3_012B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/3
v12#158	G28	木	4_001_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/4
v12#158	G28	木	4_001_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/4
v12#158	G28	木	4_002_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/5
v12#158	G28	木	4_002_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/5
v12#158	G28	木	4_003_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/6
v12#158	G28	木	4_003_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/6
v12#158	G28	木	4_003B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/7
v12#158	G28	木	4_004_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/7
v12#158	G28	木	4_004_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/8
v12#158	G28	木	4_005_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/8
v12#158	G28	木	4_005_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/9
v12#158	G28	木	4_006_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/9
v12#158	G28	木	4_006_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/10
v12#158	G28	木	4_007_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/10
v12#158	G28	木	4_007_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/11
v12#158	G28	木	4_008_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/11
v12#158	G28	木	4_008_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/12
v12#158	G28	木	4_009_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/12
v12#158	G28	木	4_009_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/13
v12#158	G28	木	4_010_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/13
v12#158	G28	木	4_010_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/14
v12#158	G28	木	4_011_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/14
v12#158	G28	木	4_011_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/15
v12#158	G28	木	4_012_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/15
v12#158	G28	木	4_012_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/16
v12#158	G28	木	4_013_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/16
v12#158	G28	木	4_013_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/17
v12#158	G28	木	4_014_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/17
v12#158	G28	木	4_014_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/18
v12#158	G28	木	4_015_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/18
v12#158	G28	木	4_015_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/19
v12#158	G28	木	4_016_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/19
v12#158	G28	木	4_016_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/20
v12#158	G28	木	4_017_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/20
v12#158	G28	木	4_017_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/21
v12#158	G28	木	4_018_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/21
v12#158	G28	木	4_018_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/22
v12#158	G28	木	4_019_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/22
v12#158	G28	木	4_019_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/23
v12#158	G28	木	4_020_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/23
v12#158	G28	木	4_020_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/24
v12#158	G28	木	4_021_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/24
v12#158	G28	木	4_021_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/25
v12#158	G28	木	4_022_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/25
v12#158	G28	木	4_022_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/26
v12#158	G28	木	4_023_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/26
v12#158	G28	木	4_023_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/27
v12#158	G28	木	4_024_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/27
v12#158	G28	木	4_024_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/28
v12#158	G28	木	4_025_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/28
v12#158	G28	木	4_025_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/28
v12#159	G42	林	4_025_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/28
v12#159	G42	林	4_026_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/28
v12#160	G42	巣	4_026_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/28
v12#161	G42	叒	4_026_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/29
v13#162	G43	艸	4_026_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/29
v13#162	G43	艸	4_027_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/29
v13#162	G43	艸	4_027_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/30
v13#162	G43	艸	4_028_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/30
v13#162	G43	艸	4_028_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/31
v13#162	G43	艸	4_029_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/31
v13#162	G43	艸	4_029_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/32
v13#162	G43	艸	4_030_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/32
v13#162	G43	艸	4_030_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/33
v13#162	G43	艸	4_031_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/33
v13#162	G43	艸	4_031_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/34
v13#162	G43	艸	4_032_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/34
v13#162	G43	艸	4_032_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/35
v13#162	G43	艸	4_033_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/35
v13#162	G43	艸	4_033_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/36
v13#162	G43	艸	4_034_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/36
v13#162	G43	艸	4_034_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/37
v13#162	G43	艸	4_035_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/37
v13#162	G43	艸	4_035_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/38
v13#162	G43	艸	4_036_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/38
v13#162	G43	艸	4_036_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/39
v13#162	G43	艸	4_037_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/39
v13#162	G43	艸	4_037_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/40
v13#162	G43	艸	4_038_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/40
v13#162	G43	艸	4_038_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/41
v13#162	G43	艸	4_039_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/41
v13#162	G43	艸	4_039_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/42
v13#162	G43	艸	4_040_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/42
v13#162	G43	艸	4_040_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/43
v13#162	G43	艸	4_041_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/43
v13#162	G43	艸	4_041_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/44
v13#162	G43	艸	4_042_A	http://dl.ndl.go.jp/info:ndljp/pid/1243011/44
v13#162	G43	艸	4_042_B	http://dl.ndl.go.jp/info:ndljp/pid/1243011/45
v13#162	G43	艸	4_043_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/3
v13#162	G43	艸	4_043_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/4
v13#162	G43	艸	4_044_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/4
v13#162	G43	艸	4_044_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/5
v13#162	G43	艸	4_045_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/5
v13#162	G43	艸	4_045_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/6
v13#162	G43	艸	4_046_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/6
v13#162	G43	艸	4_046_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/7
v13#162	G43	艸	4_047_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/7
v13#162	G43	艸	4_047_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/8
v13#162	G43	艸	4_048_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/8
v13#162	G43	艸	4_048_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/9
v13#162	G43	艸	4_049_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/9
v13#162	G43	艸	4_049_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/10
v13#162	G43	艸	4_050_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/10
v13#162	G43	艸	4_050_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/11
v13#162	G43	艸	4_051_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/11
v13#162	G43	艸	4_051_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/12
v13#162	G43	艸	4_052_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/12
v13#162	G43	艸	4_052_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/13
v13#162	G43	艸	4_053_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/13
v13#162	G43	艸	4_053_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/14
v13#162	G43	艸	4_054_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/14
v13#162	G43	艸	4_054_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/15
v13#162	G43	艸	4_055_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/15
v13#162	G43	艸	4_055_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/16
v13#162	G43	艸	4_056_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/16
v13#162	G43	艸	4_056_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/17
v13#162	G43	艸	4_057_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/17
v13#162	G43	艸	4_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/18
v14#163	G46	蓐	4_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/18
v14#164	G46	𦬠	4_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/18
v14#165	G47	舜	4_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/18
v14#166	G47	竹	4_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/18
v14#166	G47	竹	4_058_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/18
v14#166	G47	竹	4_058_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/19
v14#166	G47	竹	4_059_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/19
v14#166	G47	竹	4_059_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/20
v14#166	G47	竹	4_060_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/20
v14#166	G47	竹	4_060_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/21
v14#166	G47	竹	4_061_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/21
v14#166	G47	竹	4_061_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/22
v14#166	G47	竹	4_062_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/22
v14#166	G47	竹	4_062_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/23
v14#166	G47	竹	4_063_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/23
v14#166	G47	竹	4_063_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/24
v14#166	G47	竹	4_064_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/24
v14#166	G47	竹	4_064_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/25
v14#166	G47	竹	4_065_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/25
v14#166	G47	竹	4_065_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/26
v14#166	G47	竹	4_066_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/26
v14#166	G47	竹	4_066_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/27
v14#166	G47	竹	4_067_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/27
v14#166	G47	竹	4_067_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/28
v14#166	G47	竹	4_068_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/28
v14#166	G47	竹	4_068_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/29
v14#166	G47	竹	4_069_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/29
v14#166	G47	竹	4_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/30
v14#167	G48	箕	4_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/30
v14#168	G48	才	4_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/30
v14#168	G48	才	4_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/30
v14#169	G49	巿	4_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/30
v14#170	G49	乇	4_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/30
v14#171	G49	𠂹	4_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#172	G49	𠌶	4_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#173	G49	華	4_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#174	G49	𥝌	4_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#175	G49	稽	4_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#176	G49	桼	4_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#176	G49	桼	4_071_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#177	G49	丵	4_071_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#178	G49	菐	4_071_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#179	G49	𢎘	4_071_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/31
v14#179	G49	𢎘	4_071_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/32
v14#180	G49	𣐺	4_071_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/32
v14#181	G49	𠧪	4_071_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/32
v14#182	G49	朿	4_071_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/32
v14#182	G49	朿	4_072_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/32
v14#183	G49	𣎳	4_072_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/32
v14#184	G49	𣏟	4_072_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/33
v14#185	G49	麻	4_072_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/33
v14#186	G49	尗	4_072_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/33
v14#186	G49	尗	4_073_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/33
v14#187	G49	韭	4_073_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/33
v14#188	G49	瓜	4_073_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/33
v14#188	G49	瓜	4_073_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/34
v14#188	G49	瓜	4_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/34
v14#189	G49	瓠	4_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/34
v14#190	G49	丯	4_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/34
v14#191	G49	耒	4_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/34
v14#191	G49	耒	4_074_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/35
v14#191	G49	耒	4_075_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/35
v14#191	G49	耒	4_075_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/36
v14#192	G49	來	4_075_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/36
v15#193	G49	麥	4_075_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/36
v15#193	G49	麥	4_076_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/36
v15#193	G49	麥	4_076_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/37
v15#193	G49	麥	4_077_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/37
v15#193	G49	麥	4_077_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/38
v15#194	G50	黍	4_077_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/38
v15#194	G50	黍	4_078_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/38
v15#195	G50	禾	4_078_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/38
v15#195	G50	禾	4_078_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/39
v15#195	G50	禾	4_079_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/39
v15#195	G50	禾	4_079_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/40
v15#195	G50	禾	4_080_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/40
v15#195	G50	禾	4_080_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/41
v15#195	G50	禾	4_081_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/41
v15#195	G50	禾	4_081_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/42
v15#195	G50	禾	4_082_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/42
v15#195	G50	禾	4_082_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/43
v15#195	G50	禾	4_083_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/43
v15#195	G50	禾	4_083_B	http://dl.ndl.go.jp/info:ndljp/pid/1243013/44
v15#195	G50	禾	4_084_A	http://dl.ndl.go.jp/info:ndljp/pid/1243013/44
v15#195	G50	禾	5_002_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/4
v15#195	G50	禾	5_002_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/5
v15#196	Z15	秝	5_002_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/5
v15#197	Z15	香	5_002_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/5
v15#197	Z15	香	5_003_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/5
v15#198	Z15	皀	5_003_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/5
v15#199	Z15	鬯	5_003_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/5
v15#199	Z15	鬯	5_003_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/6
v15#200	Z15	米	5_003_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/6
v15#200	Z15	米	5_004_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/6
v15#200	Z15	米	5_004_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/7
v15#200	Z15	米	5_005_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/7
v15#200	Z15	米	5_005_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/8
v15#200	Z15	米	5_006_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/8
v15#200	Z15	米	5_006_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/9
v15#200	Z15	米	5_007_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/9
v15#201	Z15	𥽿	5_007_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/9
v15#202	Z15	臼	5_007_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/9
