# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# Gaoliben Longkan Shoujing (GLS): Zhonghua Book Company edition (中華書局版), Keijo Imperial University edition (京城帝国大学版) and National Diet Library Digital Collections
# Version: 1.1.3
# Date: 3 June 2016
# Last update : 2 February 2022
#
#  Longkan Shoujing 龍龕手鏡, Koryo print 高麗本. monk Xingjun of the Liao Dynasty 遼・行均, 997.
#
# Vol.1 Koryo print 高麗本 (京城帝国大学版)
# Vol.2 Song print 宋本（續古逸叢書本影印日本古典全集別刊）
# Vol.3 Koryo print 高麗本 (京城帝国大学版)
# Vol.4 Koryo print 高麗本 (京城帝国大学版)
#
# Copyright (c) 2014-2022 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
GLS_Zhonghua	GLS_vol_radical	GLS_radical	NDL_url
242	v2#4	火	http://dl.ndl.go.jp/info:ndljp/pid/1126592/99
243	v2#4	火	http://dl.ndl.go.jp/info:ndljp/pid/1126592/99
244	v2#4	火	http://dl.ndl.go.jp/info:ndljp/pid/1126592/100
245	v2#4	火	http://dl.ndl.go.jp/info:ndljp/pid/1126592/100
245	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/100
246	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/101
247	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/101
248	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/102
249	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/102
250	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/103
251	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/103
252	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/104
253	v2#5	土	http://dl.ndl.go.jp/info:ndljp/pid/1126592/104
253	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/104
254	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/105
255	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/105
256	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/106
257	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/106
258	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/107
259	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/107
260	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/108
261	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/108
262	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/109
263	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/109
263	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/109
264	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/110
265	v2#6	草	http://dl.ndl.go.jp/info:ndljp/pid/1126592/110
265	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/110
266	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/111
267	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/111
268	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/112
269	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/112
270	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/113
271	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/113
272	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/114
273	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/114
274	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/115
275	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/115
276	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/116
277	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/116
278	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/117
279	v2#7	口	http://dl.ndl.go.jp/info:ndljp/pid/1126592/117
279	v2#8	女	http://dl.ndl.go.jp/info:ndljp/pid/1126592/117
280	v2#8	女	http://dl.ndl.go.jp/info:ndljp/pid/1126592/118
281	v2#8	女	http://dl.ndl.go.jp/info:ndljp/pid/1126592/118
282	v2#8	女	http://dl.ndl.go.jp/info:ndljp/pid/1126592/119
283	v2#8	女	http://dl.ndl.go.jp/info:ndljp/pid/1126592/119
284	v2#8	女	http://dl.ndl.go.jp/info:ndljp/pid/1126592/120
284	v2#9	鳥	http://dl.ndl.go.jp/info:ndljp/pid/1126592/120
285	v2#9	鳥	http://dl.ndl.go.jp/info:ndljp/pid/1126592/120
286	v2#9	鳥	http://dl.ndl.go.jp/info:ndljp/pid/1126592/121
287	v2#9	鳥	http://dl.ndl.go.jp/info:ndljp/pid/1126592/121
288	v2#9	鳥	http://dl.ndl.go.jp/info:ndljp/pid/1126592/122
289	v2#9	鳥	http://dl.ndl.go.jp/info:ndljp/pid/1126592/122
290	v2#9	鳥	http://dl.ndl.go.jp/info:ndljp/pid/1126592/123
290	v2#10	馬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/123
291	v2#10	馬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/123
292	v2#10	馬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/124
293	v2#10	馬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/124
294	v2#10	馬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/125
295	v2#11	阜	http://dl.ndl.go.jp/info:ndljp/pid/1126592/125
296	v2#11	阜	http://dl.ndl.go.jp/info:ndljp/pid/1126592/126
297	v2#11	阜	http://dl.ndl.go.jp/info:ndljp/pid/1126592/126
298	v2#11	阜	http://dl.ndl.go.jp/info:ndljp/pid/1126592/127
298	v2#12	广	http://dl.ndl.go.jp/info:ndljp/pid/1126592/127
299	v2#12	广	http://dl.ndl.go.jp/info:ndljp/pid/1126592/127
300	v2#12	广	http://dl.ndl.go.jp/info:ndljp/pid/1126592/128
301	v2#12	广	http://dl.ndl.go.jp/info:ndljp/pid/1126592/128
302	v2#13	厂	http://dl.ndl.go.jp/info:ndljp/pid/1126592/129
303	v2#13	厂	http://dl.ndl.go.jp/info:ndljp/pid/1126592/129
303	v2#14	戸	http://dl.ndl.go.jp/info:ndljp/pid/1126592/129
304	v2#15	米	http://dl.ndl.go.jp/info:ndljp/pid/1126592/130
305	v2#15	米	http://dl.ndl.go.jp/info:ndljp/pid/1126592/130
306	v2#15	米	http://dl.ndl.go.jp/info:ndljp/pid/1126592/131
306	v2#16	雨	http://dl.ndl.go.jp/info:ndljp/pid/1126592/131
307	v2#16	雨	http://dl.ndl.go.jp/info:ndljp/pid/1126592/131
308	v2#16	雨	http://dl.ndl.go.jp/info:ndljp/pid/1126592/132
309	v2#16	雨	http://dl.ndl.go.jp/info:ndljp/pid/1126592/132
309	v2#17	酉	http://dl.ndl.go.jp/info:ndljp/pid/1126592/132
310	v2#17	酉	http://dl.ndl.go.jp/info:ndljp/pid/1126592/133
311	v2#17	酉	http://dl.ndl.go.jp/info:ndljp/pid/1126592/133
311	v2#18	齒	http://dl.ndl.go.jp/info:ndljp/pid/1126592/133
312	v2#18	齒	http://dl.ndl.go.jp/info:ndljp/pid/1126592/134
313	v2#18	齒	http://dl.ndl.go.jp/info:ndljp/pid/1126592/134
313	v2#19	耳	http://dl.ndl.go.jp/info:ndljp/pid/1126592/134
314	v2#19	耳	http://dl.ndl.go.jp/info:ndljp/pid/1126592/135
315	v2#19	耳	http://dl.ndl.go.jp/info:ndljp/pid/1126592/135
315	v2#20	瓦	http://dl.ndl.go.jp/info:ndljp/pid/1126592/135
316	v2#20	瓦	http://dl.ndl.go.jp/info:ndljp/pid/1126592/136
317	v2#20	瓦	http://dl.ndl.go.jp/info:ndljp/pid/1126592/136
317	v2#21	犬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/136
318	v2#21	犬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/137
319	v2#21	犬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/137
320	v2#21	犬	http://dl.ndl.go.jp/info:ndljp/pid/1126592/138
320	v2#22	豕	http://dl.ndl.go.jp/info:ndljp/pid/1126592/138
321	v2#22	豕	http://dl.ndl.go.jp/info:ndljp/pid/1126592/138
321	v2#23	豸	http://dl.ndl.go.jp/info:ndljp/pid/1126592/138
322	v2#23	豸	http://dl.ndl.go.jp/info:ndljp/pid/1126592/139
322	v2#24	虎	http://dl.ndl.go.jp/info:ndljp/pid/1126592/139
323	v2#25	鬼	http://dl.ndl.go.jp/info:ndljp/pid/1126592/139
324	v2#25	鬼	http://dl.ndl.go.jp/info:ndljp/pid/1126592/140
324	v2#26	走	http://dl.ndl.go.jp/info:ndljp/pid/1126592/140
325	v2#26	走	http://dl.ndl.go.jp/info:ndljp/pid/1126592/140
326	v2#26	走	http://dl.ndl.go.jp/info:ndljp/pid/1126592/141
326	v2#27	羽	http://dl.ndl.go.jp/info:ndljp/pid/1126592/141
327	v2#27	羽	http://dl.ndl.go.jp/info:ndljp/pid/1126592/141
328	v2#27	羽	http://dl.ndl.go.jp/info:ndljp/pid/1126592/142
328	v2#28	皿	http://dl.ndl.go.jp/info:ndljp/pid/1126592/142
329	v2#28	皿	http://dl.ndl.go.jp/info:ndljp/pid/1126592/142
329	v2#29	网	http://dl.ndl.go.jp/info:ndljp/pid/1126592/142
330	v2#29	网	http://dl.ndl.go.jp/info:ndljp/pid/1126592/143
330	v2#30	爪	http://dl.ndl.go.jp/info:ndljp/pid/1126592/143
331	v2#30	爪	http://dl.ndl.go.jp/info:ndljp/pid/1126592/143
331	v2#31	矢	http://dl.ndl.go.jp/info:ndljp/pid/1126592/143
331	v2#32	黍	http://dl.ndl.go.jp/info:ndljp/pid/1126592/143
332	v2#32	黍	http://dl.ndl.go.jp/info:ndljp/pid/1126592/144
332	v2#33	鹵	http://dl.ndl.go.jp/info:ndljp/pid/1126592/144
332	v2#34	九	http://dl.ndl.go.jp/info:ndljp/pid/1126592/144
333	v2#34	九	http://dl.ndl.go.jp/info:ndljp/pid/1126592/144
333	v2#35	几	http://dl.ndl.go.jp/info:ndljp/pid/1126592/144
333	v2#36	斗	http://dl.ndl.go.jp/info:ndljp/pid/1126592/144
334	v2#36	斗	http://dl.ndl.go.jp/info:ndljp/pid/1126592/145
334	v2#37	鼠	http://dl.ndl.go.jp/info:ndljp/pid/1126592/145
334	v2#38	享	http://dl.ndl.go.jp/info:ndljp/pid/1126592/145
335	v2#38	享	http://dl.ndl.go.jp/info:ndljp/pid/1126592/145
335	v2#39	此	http://dl.ndl.go.jp/info:ndljp/pid/1126592/145
335	v2#40	止	http://dl.ndl.go.jp/info:ndljp/pid/1126592/145
336	v2#40	止	http://dl.ndl.go.jp/info:ndljp/pid/1126592/146
336	v2#41	枲	http://dl.ndl.go.jp/info:ndljp/pid/1126592/146
336	v2#42	子	http://dl.ndl.go.jp/info:ndljp/pid/1126592/146
336	v2#43	鼓	http://dl.ndl.go.jp/info:ndljp/pid/1126592/146
337	v2#43	鼓	http://dl.ndl.go.jp/info:ndljp/pid/1126592/146
337	v2#44	小	http://dl.ndl.go.jp/info:ndljp/pid/1126592/146
337	v2#45	缶	http://dl.ndl.go.jp/info:ndljp/pid/1126592/146
338	v2#45	缶	http://dl.ndl.go.jp/info:ndljp/pid/1126592/147
338	v2#46	老	http://dl.ndl.go.jp/info:ndljp/pid/1126592/147
338	v2#47	井	http://dl.ndl.go.jp/info:ndljp/pid/1126592/147
339	v2#47	井	http://dl.ndl.go.jp/info:ndljp/pid/1126592/147
339	v2#48	喜	http://dl.ndl.go.jp/info:ndljp/pid/1126592/147
339	v2#49	古	http://dl.ndl.go.jp/info:ndljp/pid/1126592/147
339	v2#50	乃	http://dl.ndl.go.jp/info:ndljp/pid/1126592/147
339	v2#51	里	http://dl.ndl.go.jp/info:ndljp/pid/1126592/147
340	v2#51	里	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
340	v2#52	尒	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
340	v2#53	凵	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
340	v2#54	黽	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
340	v2#55	臼	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
341	v2#55	臼	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
341	v2#56	也	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
341	v2#57	比	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
341	v2#58	是	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
341	v2#59	首	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
341	v2#60	果	http://dl.ndl.go.jp/info:ndljp/pid/1126592/148
342	v2#60	果	http://dl.ndl.go.jp/info:ndljp/pid/1126592/149
343	v3#1	見	http://dl.ndl.go.jp/info:ndljp/pid/1126592/149
344	v3#1	見	http://dl.ndl.go.jp/info:ndljp/pid/1126592/150
345	v3#1	見	http://dl.ndl.go.jp/info:ndljp/pid/1194520/3
346	v3#1	見	http://dl.ndl.go.jp/info:ndljp/pid/1194520/4
346	v3#2	面	http://dl.ndl.go.jp/info:ndljp/pid/1194520/4
347	v3#2	面	http://dl.ndl.go.jp/info:ndljp/pid/1194520/4
348	v3#3	又	http://dl.ndl.go.jp/info:ndljp/pid/1194520/5
349	v3#3	又	http://dl.ndl.go.jp/info:ndljp/pid/1194520/5
349	v3#4	貝	http://dl.ndl.go.jp/info:ndljp/pid/1194520/5
350	v3#4	貝	http://dl.ndl.go.jp/info:ndljp/pid/1194520/6
351	v3#4	貝	http://dl.ndl.go.jp/info:ndljp/pid/1194520/6
352	v3#4	貝	http://dl.ndl.go.jp/info:ndljp/pid/1194520/7
353	v3#4	貝	http://dl.ndl.go.jp/info:ndljp/pid/1194520/7
353	v3#5	欠	http://dl.ndl.go.jp/info:ndljp/pid/1194520/7
354	v3#5	欠	http://dl.ndl.go.jp/info:ndljp/pid/1194520/8
355	v3#5	欠	http://dl.ndl.go.jp/info:ndljp/pid/1194520/8
356	v3#5	欠	http://dl.ndl.go.jp/info:ndljp/pid/1194520/9
356	v3#6	大	http://dl.ndl.go.jp/info:ndljp/pid/1194520/9
357	v3#6	大	http://dl.ndl.go.jp/info:ndljp/pid/1194520/9
358	v3#6	大	http://dl.ndl.go.jp/info:ndljp/pid/1194520/10
358	v3#7	壴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/10
359	v3#7	壴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/10
359	v3#8	豆	http://dl.ndl.go.jp/info:ndljp/pid/1194520/10
360	v3#8	豆	http://dl.ndl.go.jp/info:ndljp/pid/1194520/11
360	v3#9	网	http://dl.ndl.go.jp/info:ndljp/pid/1194520/11
361	v3#9	网	http://dl.ndl.go.jp/info:ndljp/pid/1194520/11
361	v3#10	片	http://dl.ndl.go.jp/info:ndljp/pid/1194520/11
362	v3#10	片	http://dl.ndl.go.jp/info:ndljp/pid/1194520/12
362	v3#11	示	http://dl.ndl.go.jp/info:ndljp/pid/1194520/12
363	v3#12	鼻	http://dl.ndl.go.jp/info:ndljp/pid/1194520/12
364	v3#12	鼻	http://dl.ndl.go.jp/info:ndljp/pid/1194520/13
364	v3#13	自	http://dl.ndl.go.jp/info:ndljp/pid/1194520/13
364	v3#14	耒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/13
365	v3#14	耒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/13
365	v3#15	歳	http://dl.ndl.go.jp/info:ndljp/pid/1194520/13
366	v3#15	歳	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
366	v3#16	更	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
366	v3#17	夜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
366	v3#18	去	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
366	v3#19	二	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
367	v3#19	二	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
367	v3#20	寸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
367	v3#21	令	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
367	v3#22	處	http://dl.ndl.go.jp/info:ndljp/pid/1194520/14
368	v3#22	處	http://dl.ndl.go.jp/info:ndljp/pid/1194520/15
368	v3#23	彐	http://dl.ndl.go.jp/info:ndljp/pid/1194520/15
369	v3#24	氣	http://dl.ndl.go.jp/info:ndljp/pid/1194520/15
369	v3#25	倝	http://dl.ndl.go.jp/info:ndljp/pid/1194520/15
369	v3#26	句	http://dl.ndl.go.jp/info:ndljp/pid/1194520/15
372	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/17
373	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/17
374	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/18
375	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/18
376	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/19
377	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/19
378	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/20
379	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/20
380	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/21
381	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/21
382	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/22
383	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/22
384	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/23
385	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/23
386	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/24
387	v4#1	木	http://dl.ndl.go.jp/info:ndljp/pid/1194520/24
387	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/24
388	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/25
389	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/25
390	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/26
391	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/26
392	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/27
393	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/27
394	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/28
395	v4#2	竹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/28
395	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/28
396	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/29
397	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/29
398	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/30
399	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/30
400	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/31
401	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/31
402	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/32
403	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/32
404	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/33
405	v4#3	糸	http://dl.ndl.go.jp/info:ndljp/pid/1194520/33
405	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/33
406	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/34
407	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/34
408	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/35
409	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/35
410	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/36
411	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/36
412	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/37
413	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/37
414	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/38
415	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/38
416	v4#4	肉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/39
417	v4#5	目	http://dl.ndl.go.jp/info:ndljp/pid/1194520/39
418	v4#5	目	http://dl.ndl.go.jp/info:ndljp/pid/1194520/40
419	v4#5	目	http://dl.ndl.go.jp/info:ndljp/pid/1194520/40
420	v4#5	目	http://dl.ndl.go.jp/info:ndljp/pid/1194520/41
421	v4#5	目	http://dl.ndl.go.jp/info:ndljp/pid/1194520/41
422	v4#5	目	http://dl.ndl.go.jp/info:ndljp/pid/1194520/42
423	v4#5	目	http://dl.ndl.go.jp/info:ndljp/pid/1194520/42
424	v4#5	目	http://dl.ndl.go.jp/info:ndljp/pid/1194520/43
424	v4#6	日	http://dl.ndl.go.jp/info:ndljp/pid/1194520/43
425	v4#6	日	http://dl.ndl.go.jp/info:ndljp/pid/1194520/43
426	v4#6	日	http://dl.ndl.go.jp/info:ndljp/pid/1194520/44
427	v4#6	日	http://dl.ndl.go.jp/info:ndljp/pid/1194520/44
428	v4#6	日	http://dl.ndl.go.jp/info:ndljp/pid/1194520/45
429	v4#6	日	http://dl.ndl.go.jp/info:ndljp/pid/1194520/45
430	v4#6	日	http://dl.ndl.go.jp/info:ndljp/pid/1194520/46
430	v4#7	皃	http://dl.ndl.go.jp/info:ndljp/pid/1194520/46
431	v4#7	皃	http://dl.ndl.go.jp/info:ndljp/pid/1194520/46
432	v4#7	皃	http://dl.ndl.go.jp/info:ndljp/pid/1194520/47
432	v4#8	玉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/47
433	v4#8	玉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/47
434	v4#8	玉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/48
435	v4#8	玉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/48
436	v4#8	玉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/49
437	v4#8	玉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/49
438	v4#8	玉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/50
439	v4#8	玉	http://dl.ndl.go.jp/info:ndljp/pid/1194520/50
439	v4#9	石	http://dl.ndl.go.jp/info:ndljp/pid/1194520/50
440	v4#9	石	http://dl.ndl.go.jp/info:ndljp/pid/1194520/51
441	v4#9	石	http://dl.ndl.go.jp/info:ndljp/pid/1194520/51
442	v4#9	石	http://dl.ndl.go.jp/info:ndljp/pid/1194520/52
443	v4#9	石	http://dl.ndl.go.jp/info:ndljp/pid/1194520/52
444	v4#9	石	http://dl.ndl.go.jp/info:ndljp/pid/1194520/53
445	v4#9	石	http://dl.ndl.go.jp/info:ndljp/pid/1194520/53
446	v4#9	石	http://dl.ndl.go.jp/info:ndljp/pid/1194520/54
446	v4#10	革	http://dl.ndl.go.jp/info:ndljp/pid/1194520/54
447	v4#10	革	http://dl.ndl.go.jp/info:ndljp/pid/1194520/54
448	v4#10	革	http://dl.ndl.go.jp/info:ndljp/pid/1194520/55
449	v4#10	革	http://dl.ndl.go.jp/info:ndljp/pid/1194520/55
450	v4#10	革	http://dl.ndl.go.jp/info:ndljp/pid/1194520/56
451	v4#10	革	http://dl.ndl.go.jp/info:ndljp/pid/1194520/56
452	v4#10	革	http://dl.ndl.go.jp/info:ndljp/pid/1194520/57
452	v4#11	邑	http://dl.ndl.go.jp/info:ndljp/pid/1194520/57
453	v4#11	邑	http://dl.ndl.go.jp/info:ndljp/pid/1194520/57
454	v4#11	邑	http://dl.ndl.go.jp/info:ndljp/pid/1194520/58
455	v4#11	邑	http://dl.ndl.go.jp/info:ndljp/pid/1194520/58
456	v4#11	邑	http://dl.ndl.go.jp/info:ndljp/pid/1194520/59
457	v4#11	邑	http://dl.ndl.go.jp/info:ndljp/pid/1194520/59
457	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/59
458	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/60
459	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/60
460	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/61
461	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/61
462	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/62
463	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/62
464	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/63
465	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/63
466	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/64
467	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/64
468	v4#12	足	http://dl.ndl.go.jp/info:ndljp/pid/1194520/65
468	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/65
469	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/65
470	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/66
471	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/66
472	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/67
473	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/67
474	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/68
475	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/68
476	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/69
477	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/69
478	v4#13	疒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/70
479	v4#14	骨	http://dl.ndl.go.jp/info:ndljp/pid/1194520/70
480	v4#14	骨	http://dl.ndl.go.jp/info:ndljp/pid/1194520/71
481	v4#14	骨	http://dl.ndl.go.jp/info:ndljp/pid/1194520/71
482	v4#14	骨	http://dl.ndl.go.jp/info:ndljp/pid/1194520/72
482	v4#15	頁	http://dl.ndl.go.jp/info:ndljp/pid/1194520/72
483	v4#15	頁	http://dl.ndl.go.jp/info:ndljp/pid/1194520/72
484	v4#15	頁	http://dl.ndl.go.jp/info:ndljp/pid/1194520/73
485	v4#15	頁	http://dl.ndl.go.jp/info:ndljp/pid/1194520/73
486	v4#15	頁	http://dl.ndl.go.jp/info:ndljp/pid/1194520/74
487	v4#15	頁	http://dl.ndl.go.jp/info:ndljp/pid/1194520/74
488	v4#16	辵	http://dl.ndl.go.jp/info:ndljp/pid/1194520/75
489	v4#16	辵	http://dl.ndl.go.jp/info:ndljp/pid/1194520/75
490	v4#16	辵	http://dl.ndl.go.jp/info:ndljp/pid/1194520/76
491	v4#16	辵	http://dl.ndl.go.jp/info:ndljp/pid/1194520/76
492	v4#16	辵	http://dl.ndl.go.jp/info:ndljp/pid/1194520/77
493	v4#16	辵	http://dl.ndl.go.jp/info:ndljp/pid/1194520/77
