# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.302
# Date: 11 March 2022
# Last update : 2 June 2024
#
# Copyright (c) 2022-2024 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
#   KRID_n            Item serial number
#   KRID_sn           Entry serial number
#   KR2ID             Kazama edition item ID number, K, Book(ww), page(xxx),line(y) and column(zz), in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KRID              Kazama edition entry ID number, K, Book(ww), page(xxx),line(y) and column(zz), in occasion of the headword with single character form, entry ranking is recorded as 0. While, in occasion of the headword with plural character form, entry rankings are recorded as 1,2,…,n. Moreover, in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KR_Tenri_p        Tenri editon item ID number, T, volume(a/b/c), page(xxx),line(y) and column(zz)
#   KR_vol_name       Volume name, from 仏上 to 僧下
#   KR_radical        Radical name, from 人 to 雑
#   KR_vol_radical    Volune and radical number, from v1#1(第1帖第1) to v10#120(第10帖第120)
#   Entry             Headword
#   Entry_original    Original character form
#   Def               Definition of pronunciation, meaning and variant(s)
#   Remarks           Editor's notes
#
#   Abbreviations:
#   正宗索引: 正宗敦夫編『類聚名義抄 仮名索引』日本古典全集刊行会，1939-1940
#   望月和訓集成: 望月郁子編『類聚名義抄：四種声点付和訓集成』(笠間索引叢刊44)笠間書院，1974
#   草川和訓集成: 草川昇編『五本対照類聚名義抄和訓集成』汲古書院，2000
#   西端誤写考察: 西端幸雄「類聚名義抄における誤写の考察」『訓点語と訓点資料』45，1971
#   西端誤写諸例: 西端幸雄「類聚名義抄における誤写の諸例」『訓点語と訓点資料』52，1973
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_n	KRID_sn	KR2ID	KRID	KR_Tenri_p	KR_vol_name	KR_radical	KR_vol_radical	Entry	Entry_original	Def	Remarks
F06138	S07653	K0300724	K03007240	Ta269240	仏下本	骨	v3#22	𩨹	〇	俗甲字	
F06139	S07654	K0300731	K03007310	Ta269310	仏下本	骨	v3#22	𩩟	〇	士滑反	
F06140	S07655	K0300732	K03007320	Ta269320	仏下本	骨	v3#22	骭	〇	𧿂二正　下諫反　脛	
F06141	S07656	K0300733	K03007330	Ta269330	仏下本	骨	v3#22	髁	〇	口外反　又口卧反　口化反　臀骨也　シリノホネ	
F06142	S07657	K0300741	K03007410	Ta269410	仏下本	骨	v3#22	骿	〇	跰二正　音駢	
F06143	S07658	K0300742	K03007420	Ta269420	仏下本	骨	v3#22	䯈	〇	五丸反	
F06144	S07659	K0300743	K03007430	Ta269430	仏下本	骨	v3#22	骸	〇	俗	
F06145	S07660	K0300744	K03007440	Ta269440	仏下本	骨	v3#22	𩩞	〇	俗腄字	
F06146	S07661	K0300751	K03007511	Ta269511	仏下本	骨	v3#22	𩪴／𩩶	〇／〇	俗饜字　一焰反	
F06147	S07663	K0300752	K03007520	Ta269520	仏下本	骨	v3#22	𩪱	𩩳	臐正　許云反	
F06148	S07664	K0300753	K03007530	Ta269530	仏下本	骨	v3#22	⿰骨⿱大黒	〇	俗黧字	
F06149	S07665	K0300754	K03007541	Ta269541	仏下本	骨	v3#22	𩨬／⿰骨𢆯	〇／〇	工本反	
F06150	S07667	K0300761	K03007610	Ta269610	仏下本	骨	v3#22	髇	〇	呼交反	
F06151	S07668	K0300762	K03007620	Ta269620	仏下本	骨	v3#22	髃	〇	音偶(H")「コウ」　又麌(L")「ク」音　肩骨　カタサキ(LLHL)　或腢	
F06152	S07669	K0300764	K03007640	Ta269640	仏下本	骨	v3#22	𩩎	〇	音滑　骨端	
F06153	S07670	K0300771	K03007710	Ta269710	仏下本	骨	v3#22	䯏	〇	今	
F06154	S07671	K0300772	K03007720	Ta269720	仏下本	骨	v3#22	骶	〇	音帝　厥也	
F06155	S07672	K0300773	K03007730	Ta269730	仏下本	骨	v3#22	䯣	〇	丘愧反　膝間骨	
F06156	S07673	K0300774	K03007740	Ta269740	仏下本	骨	v3#22	⿰骨䝿	〇	正	
F06157	S07674	K0300781	K03007810	Ta269810	仏下本	骨	v3#22	骾	〇	正𦛟字	
F06158	S07675	K0300782	K03007820	Ta269820	仏下本	骨	v3#22	髊	〇	胔二或　漬音　死人骨	
F06159	S07676	K0300783	K03007830	Ta269830	仏下本	骨	v3#22	𩨱	⿱比骨	正	原文「⿱比骨」は宝菩提院本も「⿱比骨」に作る。
F06160	S07677	K0300784	K03007840	Ta269840	仏下本	骨	v3#22	䯤	〇	鬠二正　膾括會三音　組束髪着筓也	
F06161	S07678	K0300812	K03008120	Ta270120	仏下本	骨	v3#22	䯠	⿰骨⿱田皿	音襖　藏骨	
F06162	S07679	K0300813	K03008130	Ta270130	仏下本	骨	v3#22	𩩲	〇	海槩反　又曷音　肩骨	
F06163	S07680	K0300814	K03008140	Ta270140	仏下本	骨	v3#22	骺	〇	音侯　𩩲ー骨也	
F06164	S07681	K0300821	K03008210	Ta270210	仏下本	骨	v3#22	髉	⿰骨寉	音剥　骱骺　肩骨	
F06165	S07682	K0300822	K03008220	Ta270220	仏下本	骨	v3#22	𩨗	〇	音于　缺盆骨	
F06166	S07683	K0300823	K03008230	Ta270230	仏下本	骨	v3#22	骬	〇	今	
F06167	S07684	K0300824	K03008241	Ta270241	仏下本	骨	v3#22	𩩲／𩨗	〇／〇	カタノホネ	
F06168	S07686	K0300831	K03008310	Ta270310	仏下本	骨	v3#22	𩪧	⿲骨石辛	▲⿲骨石辛「𩪧イ」　婢亦反　弓弭	
F06169	S07687	K0300832	K03008320	Ta270320	仏下本	骨	v3#22	䯓	〇	音𦝢　又畜須中骨	「又畜須中骨」は宝菩提院本も同じ。万象名義に「六畜頂中骨」、宋本玉篇に「六畜頭中骨」，「王三」に「六畜項中肉」とあり、名義抄はおそらく万象名義の本文「六畜頂中骨」を誤写するか。
F06170	S07688	K0300833	K03008330	Ta270330	仏下本	骨	v3#22	䯦	〇	莫八反　骨	
F06171	S07689	K0300834	K03008340	Ta270340	仏下本	骨	v3#22	𩨾	〇	五寘反　髃	
F06172	S07690	K0300841	K03008410	Ta270410	仏下本	骨	v3#22	䯞	〇	音誇　髂上骨	
F06173	S07691	K0300842	K03008420	Ta270420	仏下本	骨	v3#22	𩨝	〇	音跂　肩髆	
F06174	S07692	K0300843	K03008430	Ta270430	仏下本	骨	v3#22	骽	〇	他罪反　腿俗	
F06175	S07693	K0300844	K03008440	Ta270440	仏下本	骨	v3#22	𩩮	〇	許玉反　髑髏	
F06176	S07694	K0300851	K03008510	Ta270510	仏下本	骨	v3#22	骱	〇	音曷　堅骨	
F06177	S07695	K0300852	K03008520	Ta270520	仏下本	骨	v3#22	𩨢	〇	正	
F06178	S07696	K0300853	K03008530	Ta270530	仏下本	骨	v3#22	𧽌	⿺⿱上儿骨	音滑　骨差	
F06179	S07697	K0300854	K03008540	Ta270540	仏下本	骨	v3#22	䯎	〇	幹音　脋	
F06180	S07698	K0300861	K03008610	Ta270610	仏下本	骨	v3#22	髍	〇	音摩　水病	
F06181	S07699	K0300862	K03008620	Ta270620	仏下本	骨	v3#22	𩪡	〇	臀二正	
F06182	S07700	K0300863	K03008630	Ta270630	仏下本	骨	v3#22	髗	〇	顱二正　音盧　頭顙	
F06183	S07701	K0300864	K03008640	Ta270640	仏下本	骨	v3#22	𩪣	〇	ホネ	
F06184	S07702	K0300871	K03008710	Ta270710	仏下本	骨	v3#22	⿰骨⿱面旦	〇	ヒトリ	
F06185	S07703	K0300872	K03008720	Ta270720	仏下本	骨	v3#22	顝	〇	同	前項目和訓。
F06186	S07704	K0300873	K03008730	Ta270730	仏下本	骨	v3#22	猾	〇	フム　ミタル	
F06187	S07705	K0300874	K03008741	Ta270741	仏下本	骨	v3#22	⿰骨攵／⿰骨开／⿰骨奚	〇／〇／〇	未詳	
F06188	S07708	K0300881	K03008810	Ta270810	仏下本	骨	v3#22	骰	〇	或股字　和音古	
F06189	S07709	K0300882	K03008820	Ta270820	仏下本	骨	v3#22	⿰慕骨	〇	（無）	
F06190	S07710	K0300883	K03008830	Ta270830	仏下本	骨	v3#22	⿰烏骨	〇	（無）	
F06191	S07711	K0300884	K03008840	Ta270840	仏下本	骨	v3#22	⿰骨⿱夂黒	〇	音挨「アイ」　未訓内典	
F06192	S07712	K0300911	K03009110	Ta271110	仏下本	骨	v3#22	髎	〇	力遙反　尻骨謂之八ー(謂-詣イ、八ー-ハキ〈イ〉)　侖作膫非	「侖」は「論」の略字。この項目は玄応音義巻第十八雜阿毗曇心論第八巻「髎骨」に「力遙反。《字林》：八髎也。《通俗文》：尻骨謂之八髎。論文作膫，脂膏也。膫非此用。」とあるのによる。
F06193	S07713	K0300913	K03009130	Ta271130	仏下本	骨	v3#22	𩩯	〇	通一遍(匾)字	
F06194	S07714	K0300914	K03009140	Ta271140	仏下本	骨	v3#22	𩪊	〇	ヤカタホネ　カタホネ	
F06195	S07715	K0300921	K03009210	Ta271210	仏下本	骨	v3#22	髐	〇	ハキ	
F06196	S07716	K0300922	K03009220	Ta271220	仏下本	骨	v3#22	骴	〇	膝上ノアハタ	
F06197	S07717	K0300923	K03009231	Ta271231	仏下本	骨	v3#22	青／⿺交骨	〇／〇	タカ　鳥類	
F06198	S07719	K0300924	K03009240	Ta271240	仏下本	骨	v3#22	𩨳	〇	カタハ	
F06199	S07720	K0300931	K03009310	Ta271310	仏下本	角	v3#23	角	〇	音覺(S)　和名ツノ(LL)　*クラフ(HHL)　スミ(LH)　アラソフ(LL@@)　倭言ハラ(RH)　クタ　イマシム　イソク　ナヽメナリ　トサカ(HH@)	道円本和名抄「角［觡觘附］　野王案角［古岳反豆乃］獣頭上出骨也…」（巻18毛群部毛群体）。
F06200	S07721	K0300934	K03009340	Ta271340	仏下本	角	v3#23	角	〓	今	
F06201	S07722	K0300941	K03009410	Ta271410	仏下本	角	v3#23	𧢲	⿱冖肉	正	
F06202	S07723	K0300942	K03009421	Ta271421	仏下本	角	v3#23	奴／角	〇／〇	犀ノハナツノ(@@HHH"@)	
F06203	S07725	K0300943	K03009431	Ta271431	仏下本	角	v3#23	食／ー（角）	〇／〇	同	
F06204	S07727	K0300944	K03009441	Ta271441	仏下本	角	v3#23	毛／ー（角）	〇／〇	（無）	
F06205	S07729	K0300951	K03009511	Ta271511	仏下本	角	v3#23	芒／ー（角）	〇／〇	ウニノケ　龜貝躰	
F06206	S07731	K0300952	K03009521	Ta271521	仏下本	角	v3#23	総／ー（角）	〇／〇	アケマキ(LL"HH)　老幻類(老-者イ)	
F06207	S07733	K0300953	K03009531	Ta271531	仏下本	角	v3#23	大／ー（角）	〇／〇	ハラノフエ(RH@@@)　征戰具	
F06208	S07735	K0300954	K03009541	Ta271541	仏下本	角	v3#23	小／ー（角）	〇／〇	クタノフエ	
F06209	S07737	K0300961	K03009611	Ta271611	仏下本	角	v3#23	豆／ー（角）	〇／〇	サヽケ	
F06210	S07739	K0300962	K03009621	Ta271621	仏下本	角	v3#23	觧／解／解	〇／〇／zihai-144446	上俗中下正　鞵買佳買佳賣三反　トク(LH)　サトル(HH@)　オツ(LH)〈角〉　古置反(置-買イ)　シル　マウス(LLH)　ヌク　和ケ(L-N)	
F06211	S07742	K0300971	K03009711	Ta271711	仏下本	角	v3#23	觧／除	〇／〇	ハラヘ(HL@)	
F06212	S07744	K0300972	K03009721	Ta271721	仏下本	角	v3#23	ー（解）／離	〇／〇	アラカツラ(LLLH"@)	
F06213	S07746	K0300973	K03009730	Ta271730	仏下本	角	v3#23	斛	〇	胡糓反	
F06214	S07747	K0300974	K03009740	Ta271740	仏下本	角	v3#23	𧣼	〇	⿰百舛二俗　又㪶𮗤	
F06215	S07748	K0300981	K03009810	Ta271810	仏下本	角	v3#23	䚨	〇	音撥　又伐　又癈　ヘマキ(HLH)　鷹犬具	「又伐又癈」は音注。
F06216	S07749	K0300983	K03009830	Ta271830	仏下本	角	v3#23	觴	〇	𨢩二正　音傷　サカツキ(HHH"L)	
F06217	S07750	K0300984	K03009840	Ta271840	仏下本	角	v3#23	䚠	〇	胡本胡昆二反	
F06218	S07751	K0301011	K03010110	Ta272110	仏下本	角	v3#23	觚	⿰角爪	音狐　飲酒角　ケタナルヲ(L"H@@@)　サカツキ　ツノ　キノマタ　ヒサク	
F06219	S07752	K0301013	K03010130	Ta272130	仏下本	角	v3#23	觚	⿰角爪	今	
F06220	S07753	K0301014	K03010141	Ta272141	仏下本	角	v3#23	ー（觚）／棱	〇／〇	トソハソハニシテ(@LH"LH"@@@)	
F06221	S07755	K0301021	K03010211	Ta272211	仏下本	角	v3#23	ー（觚）／𧤁	〇／〇	ソハヽヽニシ(LH"@@@@)	
F06222	S07757	K0301022	K03010220	Ta272220	仏下本	角	v3#23	䚜	〇	補迷反　横角牛	
F06223	S07758	K0301023	K03010231	Ta272231	仏下本	角	v3#23	𧤄／𧣶／觵	⿰角⿱⿻亠⿰人口儿／〇／〇	キナリ	
F06224	S07761	K0301024	K03010240	Ta272240	仏下本	角	v3#23	觥	〇	古横反　角爵五廢上　サカツキ	
F06225	S07762	K0301031	K03010310	Ta272310	仏下本	角	v3#23	𧣥	〇	俗	
F06226	S07763	K0301032	K03010320	Ta272320	仏下本	角	v3#23	觶	〇	支寘二音　サカツキ	
F06227	S07764	K0301033	K03010331	Ta272331	仏下本	角	v3#23	𧣨／觗	〇／〇	二或	
F06228	S07766	K0301034	K03010340	Ta272340	仏下本	角	v3#23	觠	〇	音權　曲角	
F06229	S07767	K0301041	K03010410	Ta272410	仏下本	角	v3#23	𧣜	〇	丁礼反　觸也　フル	
F06230	S07768	K0301042	K03010420	Ta272420	仏下本	角	v3#23	觝	〇	正牴或　ツク(HL)	
F06231	S07769	K0301043	K03010430	Ta272430	仏下本	角	v3#23	𧣎	〇	俗通	
F06232	S07770	K0301044	K03010441	Ta272441	仏下本	角	v3#23	角／ー（觝）	〇／〇	スマヒ	
F06233	S07772	K0301051	K03010510	Ta272510	仏下本	角	v3#23	𧣓	〇	俗	「𧣓」は龍龕手鏡に「𧤶𧤲𧣓𧣜　四俗」とあり。
F06234	S07773	K0301052	K03010520	Ta272520	仏下本	角	v3#23	觜	〇	音斯　星名　又子累反　クチハシ(HHHL)　和之(R)	「之」の去声点は墨圏点。
F06235	S07774	K0301054	K03010540	Ta272540	仏下本	角	v3#23	⿱此𧢲	〇	正	
F06236	S07775	K0301061	K03010610	Ta272610	仏下本	角	v3#23	⿰此角	〇	俗貲字	
F06237	S07776	K0301062	K03010620	Ta272620	仏下本	角	v3#23	𧤽	⿰角間	古莧反　又王縛反　收絲	
F06238	S07777	K0301063	K03010630	Ta272630	仏下本	角	v3#23	𧣢	〇	音姦	
F06239	S07778	K0301064	K03010640	Ta272640	仏下本	角	v3#23	䚪	〇	▲䚪「⿰角罪イ」　鰥字　古頑反　ヲノコヤモメ	「古頑反」の「頑」は原文誤写して「𥚴」に作る。
F06240	S07779	K0301071	K03010710	Ta272710	仏下本	角	v3#23	𧣴	〇	醆琖三正　盞今　側産反	
F06241	S07780	K0301072	K03010720	Ta272720	仏下本	角	v3#23	𧤆	〇	音弥	
F06242	S07781	K0301073	K03010730	Ta272730	仏下本	角	v3#23	䚭	〇	音歡	
F06243	S07782	K0301074	K03010740	Ta272740	仏下本	角	v3#23	⿰角⿱龷隹	〇	俗通	
F06244	S07783	K0301081	K03010810	Ta272810	仏下本	角	v3#23	觻	〇	禄歴二音　角	
F06245	S07784	K0301082	K03010820	Ta272820	仏下本	角	v3#23	䚡	〇	先来反　牛ノコツノ(@@HH"@)　コツノ(HH"@)	
F06246	S07785	K0301083	K03010830	Ta272830	仏下本	角	v3#23	觢	〇	制逝二音　牛角竪	
F06247	S07786	K0301084	K03010840	Ta272840	仏下本	角	v3#23	𧣯	〇	或	
F06248	S07787	K0301111	K03011110	Ta273110	仏下本	角	v3#23	⿱⿰生刃角	〇	俗	
F06249	S07788	K0301112	K03011120	Ta273120	仏下本	角	v3#23	觭	〇	丘奇反　又居倚反　牛角一俯一仰	
F06250	S07789	K0301114	K03011140	Ta273140	仏下本	角	v3#23	䚦	〇	除蟻反　又羊紙反(羊-辛イ)　角端傾皃	
F06251	S07790	K0301121	K03011210	Ta273210	仏下本	角	v3#23	𧤖	〇	音隈　角曲中	
F06252	S07791	K0301122	K03011220	Ta273220	仏下本	角	v3#23	𧤼	〇	音厥　觸發	
F06253	S07792	K0301123	K03011230	Ta273230	仏下本	角	v3#23	觸	〇	尺玉反　フル(LH)　カヽル　コトニ　ウコク(LL"H)　ウツ(LH)　ツク(LH)　アキラカニ　和ソク	
F06254	S07793	K0301131	K03011310	Ta273310	仏下本	角	v3#23	𧢻	⿱𧢲牛	古	
F06255	S07794	K0301132	K03011320	Ta273320	仏下本	角	v3#23	𧤝	⿰角㽞	俗	
F06256	S07795	K0301133	K03011330	Ta273330	仏下本	角	v3#23	觪	〇	息營反　角低仰	
F06257	S07796	K0301134	K03011340	Ta273340	仏下本	角	v3#23	觲	⿰角⿳艹王牛	正	
F06258	S07797	K0301141	K03011411	Ta273411	仏下本	角	v3#23	䚗／𧢸	〇／〇	二或扛正　音江　アカル(HHL)	
F06259	S07799	K0301142	K03011420	Ta273420	仏下本	角	v3#23	𧤗	〇	音端　角ー獸名	
F06260	S07800	K0301143	K03011430	Ta273430	仏下本	角	v3#23	⿰角⿱⿰｜二而	〇	正	
F06261	S07801	K0301144	K03011440	Ta273440	仏下本	角	v3#23	觰	〇	竹加反　角上張	
F06262	S07802	K0301151	K03011510	Ta273510	仏下本	角	v3#23	觤	〇	音詭(H)　角不齊	
F06263	S07803	K0301152	K03011520	Ta273520	仏下本	角	v3#23	𧣂	⿰角𠂬	𩊛二或	
F06264	S07804	K0301153	K03011530	Ta273530	仏下本	角	v3#23	觡	〇	音挌　角	
F06265	S07805	K0301154	K03011540	Ta273540	仏下本	角	v3#23	䚬	〇	俗麟字	
F06266	S07806	K0301161	K03011610	Ta273610	仏下本	角	v3#23	觛	〇	音旦　小卮　アク(HL")	
F06267	S07807	K0301162	K03011620	Ta273620	仏下本	角	v3#23	觷	〇	音學　治角　礐亦ー字	
F06268	S07808	K0301163	K03011630	Ta273630	仏下本	角	v3#23	𧣔	〇	俗	
F06269	S07809	K0301164	K03011640	Ta273640	仏下本	角	v3#23	𧤵	〇	俗鏗字　苦行反	
F06270	S07810	K0301171	K03011710	Ta273710	仏下本	角	v3#23	𧣽	〇	⿱解向二俗⿱解冏⿱解&CDP-8DDF;二正　羽規反	
F06271	S07811	K0301173	K03011730	Ta273730	仏下本	角	v3#23	觿	〇	喜規反　クシリ(LLL)	
F06272	S07812	K0301174	K03011740	Ta273740	仏下本	角	v3#23	𧣗	〇	五交反	
F06273	S07813	K0301181	K03011810	Ta273810	仏下本	角	v3#23	𧣦	〇	音交	
F06274	S07814	K0301182	K03011821	Ta273821	仏下本	角	v3#23	觮／𧣙	〇／〇	俗𩨬　俗通(通-骨イ)　𩩌正　工本反　禹父	
F06275	S07816	K0301184	K03011840	Ta273840	仏下本	角	v3#23	觟	〇	胡瓦反　冠　應作黊	
F06276	S07817	K0301211	K03012110	Ta274110	仏下本	角	v3#23	𧤀	𧤚	俗䚘正　士爭反　角上廣	「角上廣」は「廣」を見消にして「廣」の異体字に訂す。
F06277	S07818	K0301212	K03012120	Ta274120	仏下本	角	v3#23	䚥	〇	女角反　調弓　ツク	
F06278	S07819	K0301213	K03012131	Ta274131	仏下本	角	v3#23	𧣚／𧢺	〇／〇	正	
F06279	S07821	K0301214	K03012141	Ta274141	仏下本	角	v3#23	角／䚥	〇／〇	ツキシラフ(HH@@@)	
F06280	S07823	K0301221	K03012210	Ta274210	仏下本	角	v3#23	𧢴	〇	俗摚字	
F06281	S07824	K0301222	K03012221	Ta274221	仏下本	角	v3#23	𧣊／觔	〇／〇	俗筯字	
F06282	S07826	K0301223	K03012230	Ta274230	仏下本	角	v3#23	䇶	⿳竹冖冉	（無）	
F06283	S07827	K0301224	K03012240	Ta274240	仏下本	角	v3#23	䚝	〇	古(在)兀反　角反性生	
F06284	S07828	K0301231	K03012310	Ta274310	仏下本	角	v3#23	⿰角卆	〇	俗	
F06285	S07829	K0301232	K03012320	Ta274320	仏下本	角	v3#23	𧣀	⿰角攵	音角　又徂古反　又助角反　桷(捔)俗	
F06286	S07830	K0301234	K03012340	Ta274340	仏下本	角	v3#23	𧣋	〇	苟反	「苟反」は「芥音」とあるべきを誤写するか。存疑。
F06287	S07831	K0301241	K03012410	Ta274410	仏下本	角	v3#23	䚙	〇	音義　角	
F06288	S07832	K0301242	K03012420	Ta274420	仏下本	角	v3#23	䚫	〇	胡的[反]　耑角	「胡的[反]」の「的」は原文に「⿰白夕」に作る。宝菩提院本は虫損あり不鮮明。
F06289	S07833	K0301243	K03012430	Ta274430	仏下本	角	v3#23	𧤾	〇	鐍音决反　環有舌	「鐍音决反」は宝菩提院本も同じ。元来「鐍正　决音」とあるべきを誤写するもの。「鐍音决反」は宝菩提院本も同じ。
F06290	S07834	K0301244	K03012440	Ta274440	仏下本	角	v3#23	觼	〇	正	
F06291	S07835	K0301251	K03012511	Ta274511	仏下本	角	v3#23	⿳或或角／𧥑	〇／〇	（無）	
F06292	S07837	K0301252	K03012520	Ta274520	仏下本	角	v3#23	𧥑	〇	音必　篳俗　羗人吹角	
F06293	S07838	K0301253	K03012530	Ta274530	仏下本	角	v3#23	觱	〇	俗　クスヌク	
F06294	S07839	K0301254	K03012540	Ta274540	仏下本	角	v3#23	𧤅	〇	クスヌク	
F06295	S07840	K0301261	K03012610	Ta274610	仏下本	角	v3#23	𧤕	〇	且尤反　收繳䚫	
F06296	S07841	K0301262	K03012620	Ta274620	仏下本	角	v3#23	𧣮	〇	俗	
F06297	S07842	K0301263	K03012630	Ta274630	仏下本	角	v3#23	觺	〇	疑嶷「キヨク」二音　猶ー〻岳	
F06298	S07843	K0301264	K03012640	Ta274640	仏下本	角	v3#23	䚢	〇	丑列反	
F06299	S07844	K0301271	K03012710	Ta274710	仏下本	角	v3#23	𧢷	〇	音叉　䚢ー	
F06300	S07845	K0301272	K03012720	Ta274720	仏下本	角	v3#23	䚣	〇	音提　又徒帝反　符	
F06301	S07846	K0301273	K03012730	Ta274730	仏下本	角	v3#23	䚩	〇	音矯　角音長	
F06302	S07847	K0301274	K03012740	Ta274740	仏下本	角	v3#23	𧤦	〇	或	
F06303	S07848	K0301281	K03012810	Ta274810	仏下本	角	v3#23	𧣸	〇	居劣反　抵觸	
F06304	S07849	K0301282	K03012820	Ta274820	仏下本	角	v3#23	䚧	⿰角⿱羽⿱𠆢水	留虬二音　角　マカル(HH"@)	
F06305	S07850	K0301283	K03012830	Ta274830	仏下本	角	v3#23	䚧	〇	正	
F06306	S07851	K0301284	K03012840	Ta274840	仏下本	角	v3#23	觖	〇	羌志古穴二反　ウラム(LLH)　和カフ　ホム	「和カフ　ホム」、存疑。
F06307	S07852	K0301311	K03013110	Ta275110	仏下本	角	v3#23	𧤜	〇	女白反　角似雞安距	
F06308	S07853	K0301312	K03013120	Ta275120	仏下本	角	v3#23	觘	〇	叉教(R)反　角　ヒヽ　ヌタハタ(LLLH)	
F06309	S07854	K0301313	K03013130	Ta275130	仏下本	角	v3#23	𧣒	〇	距二正　音巨　鷄爪	
F06310	S07855	K0301314	K03013140	Ta275140	仏下本	角	v3#23	𧣻	〇	或　トサカ	
F06311	S07856	K0301321	K03013210	Ta275210	仏下本	角	v3#23	𧢹	〇	音巾　又廿枚	「廿枚」は原文「⿱艹枚」に作る。
F06312	S07857	K0301322	K03013220	Ta275220	仏下本	角	v3#23	𧤓	〇	㸰二正　徒和反　牛無角	
F06313	S07858	K0301323	K03013230	Ta275230	仏下本	角	v3#23	⿰角⿺辶有	〇	ツラヌ	
F06314	S07859	K0301324	K03013240	Ta275240	仏下本	角	v3#23	𧥍	〇	或鑣正　方憍反	
F06315	S07860	K0301331	K03013310	Ta275310	仏下本	角	v3#23	𧤏	〇	楚立反　中角皃	
F06316	S07861	K0301332	K03013320	Ta275320	仏下本	角	v3#23	𧣹	〇	音炎	
F06317	S07862	K0301333	K03013330	Ta275330	仏下本	角	v3#23	⿰角鬼	〇	午来反　角不正	
F06318	S07863	K0301334	K03013340	Ta275340	仏下本	角	v3#23	𧤉	〇	楚立反	
F06319	S07864	K0301341	K03013410	Ta275410	仏下本	角	v3#23	⿰角任	〇	未詳	
F06320	S07865	K0301342	K03013420	Ta275420	仏下本	角	v3#23	𧤴	〇	胡族反　盡也	
F06321	S07866	K0301343	K03013430	Ta275430	仏下本	角	v3#23	觩	〇	マカル(HH"@)　カヒ	
F06322	S07867	K0301344	K03013440	Ta275440	仏下本	角	v3#23	⿰角益	〇	ノソク(LL"@)	
F06323	S07868	K0301351	K03013510	Ta275510	仏下本	角	v3#23	甬	〇	音勇　草花欲發東山名	
F06324	S07869	K0301352	K03013520	Ta275520	仏下本	角	v3#23	觵	〇	サカツキ	
F06325	S07870	K0301361	K03013610	Ta275610	仏下本	貝	v3#24	貝	〇	音拜(R)　和名カヒ(LL)　一云カヒツ物(LLL@)	道円本和名抄巻19鱗介部亀貝体第「貝　尚書注云貝［音拝和名加比］水物也」。
F06326	S07871	K0301363	K03013630	Ta275630	仏下本	貝	v3#24	貝	〇	（無）	
F06327	S07872	K0301364	K03013641	Ta275641	仏下本	貝	v3#24	紫／ー（貝）	〇／〇	ウマノイホカヒ(LLLHH"HL)	「ウマノイホカヒ」は「ウマノクホカヒ」の誤り。道円本和名抄(巻19鱗介部)「紫貝」に「和名宇万乃久保加比」。
F06328	S07874	K0301371	K03013711	Ta275711	仏下本	貝	v3#24	大／ー（貝）	〇／〇	同	
F06329	S07876	K0301372	K03013721	Ta275721	仏下本	貝	v3#24	錦／ー（貝）	〇／〇	ヤクノ(LHL)	
F06330	S07878	K0301373	K03013731	Ta275731	仏下本	貝	v3#24	ー（貝）／母	〇／〇	ハヽクリ	
F06331	S07880	K0301374	K03013740	Ta275740	仏下本	貝	v3#24	賏	〇	音嬰　頸飾(頸飾-⿰至⿰自反⿰食帛イ)	
F06332	S07881	K0301381	K03013810	Ta275810	仏下本	貝	v3#24	贔	〇	ー屓	
F06333	S07882	K0301382	K03013821	Ta275821	仏下本	貝	v3#24	贔／屓	〇／〇	備呬二音　トチカラオコシメ	
F06334	S07883	K0301384	K03013841	Ta275841	仏下本	貝	v3#24	屓／贔	〇／〇	同訓	「贔」に朱庵点あり。
F06335	S07885	K0301411	K03014110	Ta276110	仏下本	貝	v3#24	賢	〇	音与絃同　胡田反　カシコシ　サカシ　マサレリ(HH@@)　イタハル(LL@@)　カト　ヨシ(LH)　タカシ　ヒシリ　ミル　マサル　タヽス　ヒロシ　カタシ(HH@)　多也　大也　衆也　逾也　矇也　和下ン	
