#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   TSJ: Tenjibon Shinsen Jikyo database -- Wakun (Japanese readings)
#
#   Tenjibon Shinsen Jikyo 新撰字鏡, Tenji copy 天治本.
#   A complete manuscript of 1124 is held by the Imperial Household Archives.
#   Buddhist monk Shoju 昌住, c. 898-901.
#   A Hanzi (Chinese character) dictionary.
#
#   TSJ_wakun.tsv
#   Version: 1.1.5
#   Date published: January 17, 2026
#   Last modified: June 25, 2026
#
#   Copyright (c) 2018-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#   License: Creative Commons Attribution-ShareAlike 4.0 International (CC BY-SA 4.0)
#
#   Column Definitions:
# 1. tsj_id: Location in the Tenji-bon manuscript (Vol/Leaf/Side/Line/Char).
# 2. sj_w_id: Unique permanent reference ID (format: sj_w00001). 'sj' = Shinsen Jikyō, 'w' = wakun. Designed for scalability and cross-dictionary comparative research.
# 3. rinsen_loc: Reference to the Rinsen Shoten Shinsen Jikyō facsimile edition (1967).
# 4. entry_text: Headword as it appears in the Tenji-bon, including single characters, compounds, and variant forms.
# 5. entry_type: Classification of the headword based on its structure (single_char, compound, or variant).
# 6. def_manyogana: Wakun in Man'yōgana (Tenji-bon). Marks: □ (illegible), ( ) (supplement), # (Kyōwa-bon variant). Blank if absent in Tenji-bon.
# 7. reading_kana_kanji: Katakana and Kanji notation (historical orthography) based on the Kyoto University Index (1975).
# 8. kyowa_entry_text: Headword as it appears in the Kyōwa-bon manuscript.
# 9. kyowa_manyogana: Wakun in Man'yōgana (Kyōwa-bon). Marked with '#' for word form differences from Tenji-bon. Blank if absent in Kyōwa-bon.
# 10. kyowa_loc: Location identifier in the Kyōwa-bon manuscript (Folio/Side/Line/Char).
# 11. zhang_page: Page reference in Zhang & Wu, "Xin zhuan zi jing xiao zhu" 新撰字鏡校注 (Zhejiang University Press, 2024).
# 12. reading_historical_kana: Wakun in Hiragana (historical orthography) based on the Kyoto University Index (1975).
# 13. nikkoku_example_check: Status in Nikkoku (2nd Ed.).
#     ✓            = Tenji cited as example in Nikkoku; Shinsen Jikyō listed in 表記 field.
#     ✓享和本       = Kyowa cited as example in Nikkoku; Shinsen Jikyō listed in 表記 field.
#     日国表記未収   = Nikkoku entry exists but Shinsen Jikyō not listed in 表記 field.
#     listed        = Shinsen Jikyō listed in 表記 field but not cited as example.
#     pending       = presence of corresponding entry in Nikkoku under investigation.
#     no entry      = confirmed absent from Nikkoku (nikkoku_id = N/A).
#     (Note: Additional reference notes, specific contexts, or textual variants may be appended to these classifications.)
# 14. nikkoku_id: Reference ID for the Nikkoku 2nd Ed. entry. Note that an ID does not guarantee the verification of citation status in Col 13.
# 15. remarks: Research notes on textual variants, reading normalization, and comments on Zhang's commentary.
# 16. pos: Part-of-speech classification of the wakun (e.g., 名詞, 動詞, 形容詞, 形容動詞, 副詞, 連語).
#
#   Abbreviations & References:
#   国語索引: 京都大学文学部国語学国文学研究室編『新撰字鏡国語索引』1958、再版臨川書店、1975.
#     (Kyoto Index): "Shinsen Jikyō Kokugo Sakuin" (Index of Japanese Readings) compiled by Kyoto University, 1975.
#   張磊校注: 張磊・吴美富『新撰字鏡校注』浙江大学出版社、2024.
#     (Zhang Lei): Zhang Lei & Wu Meifu, "Xin zhuan zi jing xiao zhu" 新撰字鏡校注 (Zhejiang University Press, 2024).
#   山田索引: 山田孝雄『新撰字鏡攷異并索引』六合館、1916.
#     (Yamada Index): Yamada Yoshio, "Shinsen Jikyō Kōi narabini Sakuin" (1916).
#   山田攷異: 山田孝雄『新撰字鏡攷異并索引』六合館、1916.
#     (Yamada Kōi): Yamada Yoshio, "Shinsen Jikyō Kōi narabini Sakuin" (1916).
#   日国: 『日本国語大辞典 第二版』小学館、2000-2002.
#     (Nikkoku): "Nihon Kokugo Daijiten" (Comprehensive Dictionary of the Japanese Language), 2nd Ed.
#
#   Acknowledgments:
#   We are grateful to the Imperial Household Archives 宮内庁書陵部 for permission to publish the decipherment text of TSJ.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526, 23K17500 and 25K00466.
#
#   Changelog:
#   v1.1.2 (2026-05-22):
#     - Updated col 13 (nikkoku_example_check): expanded value set with detailed descriptions (listed, pending, no entry).
#     - Revised col 15 (remarks): additional research notes incorporated from tsj_wakun20260522.xlsx.
#   v1.1.1 (2026-05-21):
#     - Added col 16 (pos): part-of-speech classification added for 3,420 of 3,828 entries.
#     - Expanded col 15 (remarks): morphological and etymological analysis notes added to 267 entries.
#     - Corrected col 7 (reading_kana_kanji) in 25 entries and col 12 (reading_historical_kana) in 8 entries.
#     - Updated col 14 (nikkoku_id) in 19 entries and col 13 (nikkoku_example_check) in 6 entries.
#     - Normalized col 11 (zhang_page): replaced 42 "#N/A" string values with blank.
#     - Corrected col 1 (tsj_id) in 3 entries (e.g., s1222a711 -> s1242a711 for sj_w03408-03409).
#     - Corrected col 4 (entry_text) and col 8 (kyowa_entry_text) in 4 entries each (e.g., 𧥶 -> 䚾 for sj_w00800-00801).
#     - Cleared all fields of sj_w00146 (reading reassigned; previously recorded as 腡 テノアヤ).
#   v1.0.1 (2026-02-10): Minor corrections to nikkoku data and textual variants.
#
tsj_id	sj_w_id	rinsen_loc	entry_text	entry_type	def_manyogana	reading_kana_kanji	kyowa_entry_text	kyowa_manyogana	kyowa_loc	zhang_page	reading_historical_kana	nikkoku_example_check	nikkoku_id	remarks	pos
s0216b603	sj_w00568	新120-63	嗸	単字	止〻ロ久	トドロク（嗸）	嗸	止〻ロ久	16a11	159	とどろく	listed	2002030c5b3bugQUFT6a		動詞
s0216b604	sj_w00569	新120-64	嗟	単字	阿	ア（嗟）	嗟	阿	16a12	159	あ	listed	2002000009707LWs1rM4		感動詞
s0216b604	sj_w00570	新120-64	嗟	単字	奈介久	ナゲク（嗟）	嗟	奈介久	16a12	159	なげく	listed	20020320523a2BcR243z		動詞
s0216b701	sj_w00571	新120-71	呀	単字	和良不	ワラフ（呀）	呵	和良不	16a21	159	わらふ	listed	200204836e205fPB0imG		動詞
s0217a305	sj_w00572	新121-35	㗿	単字	和良不	ワラフ（㗿）				160	わらふ	listed	200204836e205fPB0imG		動詞
s0217a805	sj_w00573	新121-85	嚖	単字	世比乃己惠	セビノコヱ（嚖）	嚖	世比乃己惠	16a22	161	せびのこゑ	no entry	N/A	名詞（セビ）＋格助詞（ノ）＋名詞（コヱ）；Head: コヱ；説明訓。	名詞（名詞句）
s0217b105	sj_w00574	新122-15	喝	単字	左ヘ豆利止奈无	サヘヅリトナム（喝）	喝	佐戸豆利止奈牟	16a32	161	さへづりとなむ	✓類従本さへづりとよむ	200201b400b93Rc4CljT	動詞（サヘヅル、囀・ラ行四段動詞連用形）＋動詞（トナフ、唱・ハ行四段動詞終止形）；Head: トナフ；『新撰字鏡』所出。「嘶聲（声を出す）」系統の字義に対する動作化翻訳。原典の「左ヘ豆利止奈无」のままでは解釈困難だが、諸本（享和本「佐戸豆利止奈牟」、群書類従本「佐戸豆利止余牟」）の異同と、『類聚名義抄』の合点語「サヘツリトナフ」との対応から、「サヘヅリトナフ」あるいは「サヘヅリドヨム」の誤写・転訛と考えられる。	動詞（複合動詞）
s0217b105	sj_w00575	新122-15	喝	単字	水乃无	ミヅノム（喝）	喝	水乃无	16a32	161	みづのむ	no entry	N/A	名詞（ミヅ、水）＋動詞（ノム、飲・マ行四段動詞終止形）；Head: ノム；「渇」系統の字義（「渇也」など）に対する結果翻訳。のどが渇くという「身体器官の状態」を、それを解決するための「具体的な身体動作（水を飲む）」として再構成している。	連語（定義・対象）
s0217b202	sj_w00576	新122-22	咶	単字	牛乃伊支	ウシノイキ（咶）	咶	牛乃伊支	16a31	161	うしのいき	no entry	N/A	名詞（ウシ）＋格助詞（ノ）＋名詞（イキ）；Head: イキ；	名詞（名詞句）
s0217b304	sj_w00577	新122-34	囀	単字	左ヘ豆留	サヘヅル（囀）	囀	左戸豆留	16a41	162	さへづる	✓享和本	200201b40150U261x290		動詞
s0217b305	sj_w00578	新122-35	嘯	単字	宇曽牟	ウソム（嘯）	嘯	#宇曽牟久	16a51	162	うそむ	✓	2002006544d08XqLf5wd		動詞
s0217b305	sj_w00579	新122-35	嘯	単字	#宇曽牟	ウソムク（嘯）	嘯	宇曽牟久	16a51	162	うそむく	✓享和本	2002006545fe9N6WU986		動詞
s0217b401	sj_w00580	新122-41	噍	単字	久不	クフ（噍）	噍	久不	16a52	162	くふ	listed	200201359cd8875m9694		動詞
s0217b702	sj_w00581	新122-72	嘖	単字	加左〻支鳴	カササギナク（嘖）	嘖	加左〻支鳴	16a61	162	かささぎなく			名詞（カササギ、鵲）＋動詞（ナク、鳴・四段終止形）；Head: ナク；	連語（定義・主述関係）
s0217b702	sj_w00582	新122-72	嘖	単字	烏鳴	カラスナク（嘖）	嘖	烏鳴	16a61	162	からすなく			名詞（カラス、烏）＋動詞（ナク、鳴・四段終止形）；Head: ナク；	連語（定義・主述関係）
s0218b306	sj_w00583	新124-36	甜	単字	阿知万牟	アヂマム（甜）				165	あぢまむ	✓	20020013feaa4Vd47ykm		動詞
s0218b403	sj_w00584	新124-43	乱	単字	止〻乃不	トトノフ（乱）	乱亂	止〻乃不	16b11	165	ととのふ	listed	2002030c33b6d1z6CX4j		動詞
s0218b501	sj_w00585	新124-51	舚	単字	祢不留	ネブル（舚）	舚	祢夫留	16a81	166	ねぶる	✓	20020343f8e101107Avd		動詞
s0218b502	sj_w00586	新124-52	刮	単字	木佐久	キサグ（刮）	刮	木佐久	16a82	166	きさぐ	✓	2002010ae35f4XB9164c		動詞
s0218b502	sj_w00587	新124-52	刮	単字	介豆㐬	ケヅル（刮）	刮	介豆留	16a82	166	けづる	✓	2002015ac5d8Fwfnwo00		動詞
s0218b502	sj_w00588	新124-52	刮	単字	祢夫留	ネブル（刮）	刮	祢夫留	16a82	166	ねぶる	listed	20020343f8e101107Avd		動詞
s0218b801	sj_w00589	新124-81	耳	単字	美加	ミカ（耳）				166	みか	listed	200203fd313d49c5Q2Jb		名詞
s0218b803	sj_w00590	新124-83	𦕓	単字	加太支	カタキ（𦕓）	𦕓	加太支	16b31	166	かたき	✓	200200d6a24eEq8z8AEn	【字頭】天治本「⿱⿰工口耳」享和本「⿱⿰土口耳」とするを改める	名詞
s0218b803	sj_w00591	新124-83	𦕓	単字	乎不止	ヲフト（𦕓）	𦕓	乎不止	16b31	166	をふと	✓	2002008b31a4Xd9q92nF	【字頭】天治本「⿱⿰工口耳」享和本「⿱⿰土口耳」とするを改める	名詞
s0219a102	sj_w00592	新125-12	聆	単字	止弥〻	トミミ（聆）	聆	止弥〻	16b32	167	とみみ	✓	2002030f921031w0yR99		名詞
s0219a102	sj_w00593	新125-12	聆	単字	弥〻止志	ミミトシ（聆）	聆	耳止之	16b32	167	みみとし	✓	2002040a25577419s4bb		形容詞
s0219a201	sj_w00594	新125-21	䎲	単字	耳垂	ミミダリ（䎲）				167	みみだり	日国表記未収	2002040a172flgI3nj7X		名詞
s0219b402	sj_w00595	新126-42	聑	単字	耳垂	ミミダリ（聑）				169	みみだり	日国表記未収	2002040a172flgI3nj7X	【漢文注】国語索引に立項するも広韻「耳垂皃」とあり漢文注か	名詞
s0219b404	sj_w00596	新126-44	聱	単字	#弥〻志戸	ミミシヒ（聱）	聱	耳志比	16b41	169	みみしひ	✓享和本	20020409f29dn1sfvDqj		名詞
s0219b404	sj_w00597	新126-44	聱	単字	弥〻志戸	ミミシヘ（聱）	聱	#耳志比	16b41	169	みみしへ	✓	20020409f334XU6uKkjB		名詞
s0219b503	sj_w00598	新126-53	⿰耳廷	単字	弥〻志戸	ミミシヘ（⿰耳廷）				169	みみしへ	日国表記未収	20020409f334XU6uKkjB		名詞
s0219b504	sj_w00599	新126-54	䏅	単字	比曽加己止	ヒソカコト（䏅）	䏅	比曽可己止	16b42	170	ひそかこと	✓	2002038711b8UNf7aUa4		名詞
s0219b605	sj_w00600	新126-65	聳	単字	曽比介	ソビケ（聳）	聳	曽比介	16b51	170	そびけ	✓	20020284af763w8Jm33v		名詞
s0219b701a	sj_w00601	新126-71	耵聹	熟語	耳垢	ミミアカ（耵聹）				170	みみあか	✓	20020409c404H2IbL400		名詞
s0219b803	sj_w00602	新126-83	聯	単字	太加乃阿志乎	タカノアシヲ（聯）	聯	太加乃足乎	16b61	170	たかのあしを	✓あし‐お［‥を］ 【足緒】	20020012905fwqJ83v5f	名詞（タカ、鷹）＋格助詞（ノ）＋名詞（アシヲ、足緒）；Head: アシヲ；箋注和名抄（巻5調度部）「攣	唐韻云孿［音聯今案一字両訓在鷹阿之乎在犬岐豆奈］所以綴鷹狗也」とあり、「攣」は一字両訓であり、鷹には「アシヲ」、狗には「キヅナ」という。「攣」と「聯」は音近似。	連語（名詞句）
s0219b803	sj_w00603	新126-83	聯	単字	太知豆良奴久	タチツラヌク（聯）	聯	太知豆良奴久	16b61	170	たちつらぬく	no entry	N/A	動詞（タチ、立・四段動詞連用形）＋動詞（ツラヌ、連・四段動詞終止形）；Head: ツラヌ；漢文義注「連也、續也、緜不絶也」に対応する和訓、立ち並んで連なり抜ける意。末尾の「ク」は衍字とする『師説抄』の説に従う。	動詞（複合動詞）
s0220a101	sj_w00604	新127-11	聒	単字	左和久	サワク（聒）	聒	左和久	16b71	170	さわく	listed	200201c7b05940uY8UO1		動詞
s0220a101	sj_w00605	新127-11	聒	単字	乃〻志留	ノノシル（聒）	聒	乃〻志留	16b71	170	ののしる	listed	2002034bacbaFLs66sIj		動詞
s0220a407	sj_w00606	新127-47	⿱尚耳	単字	トコロ	トコロ（⿱尚耳）				171	ところ	日国表記未収	200203069afbG00mf01g		名詞
s0220a604	sj_w00607	新127-64	鼾	単字	伊比支	イビキ（鼾）	鼾嚊	伊比支	17a11	172	いびき	✓	2002004ed6afhDDANz66		名詞
s0220a604	sj_w00608	新127-64	鼾	単字	久豆知	クツチ（鼾）	鼾嚊	久豆知	17a11	172	くつち	✓	200201411937i6Odk1r6		名詞
s0220a701	sj_w00609	新127-71	齆	単字	波奈志戸	ハナシヘ（齆）	齆	波奈志戸	17a12	172	はなしへ	✓	2002036939796I12Os06		名詞
s0220a702	sj_w00610	新127-72	⿰九鼻	単字	波奈志戸	ハナシヘ（⿰九鼻）	⿰九鼻𪖖	波奈志戸	17a21	172	はなしへ	listed	2002036939796I12Os06		名詞
s0220a704	sj_w00611	新127-74	劓	単字	波奈加久	ハナカク（劓）	鼼	波奈加久	17a32	172	はなかく	✓	20020367f9c7mf84ZyPK		動詞
s0220a705	sj_w00612	新127-75	齅	単字	佐志加久	サシカグ（齅）	齅⿰鼻⿱自叐	佐志加久	17a22	172	さしかぐ	✓かく	200200c54fdc9fFOs2f0		動詞
s0220a802	sj_w00613	新127-82	齂	単字	伊比支	イビキ（齂）	⿰鼻聿	伊比支	17a31	172	いびき	日国表記未収	2002004ed6afhDDANz66		名詞
s0220a803	sj_w00614	新127-83	齃	単字	波奈久支	ハナクキ（齃）	齃	波奈久支	17a41	172	はなくき	listed	20020368c5dd2Nz8MUD0		名詞
s0220a803	sj_w00615	新127-83	齃	単字	波奈弥祢	ハナミネ（齃）	齃	#波奈弥〻	17a41	172	はなみね	✓	2002036aa0b0L1tU7JzZ		名詞
s0220a803	sj_w00616	新127-83	齃	単字	#波奈弥祢	ハナミミ（齃）	齃	波奈弥〻	17a41	172	はなみみ	日国表記未収	2002036aa3a3B47mu30b		名詞
s0220b101	sj_w00617	新128-11	齈	単字	波奈太利	ハナタリ（齈）	齈	波奈太利	17a42	172	はなたり	✓享和本	20020369b685kjkU8t24		名詞
s0220b102	sj_w00618	新128-12	⿰𢆰鼻	単字	波奈比	ハナヒ（䶍）				172	はなひ	listed	2002036a4671p66mXpw4		名詞（複合名詞）
s0220b102	sj_w00619	新128-12	⿰𢆰鼻	単字	波奈乎知	ハナウチ（䶍）				172	はなうち	listed	200203685b1ap3j2E9BI	名詞（ハナ、鼻）＋名詞（ウチ、動詞「打つ」の連用形名詞）；Head: ウチ；原文「乎」は「宇」の誤写。「ハナウチ」は、くしゃみ。「啑」に「鼻打」、咤噴	名詞（複合名詞）
s0220b204	sj_w00620	新128-24	齇	単字	波奈乃知支	ハナノワキ（齇）	齇	波奈乃和支	17a51	173	はなのわき			名詞（ハナ、鼻）＋格助詞（ノ）＋名詞（ワキ、脇）；Head: ワキ；「齇」は酒さ（赤鼻）やそれに伴う膿疱。「ハナノワキ」は、小鼻の脇（鼻翼）にできる吹き出物を指すと考えられる。天治本の「知支」は「和支」の誤写（山田孝雄説）。	連語（名詞句）
s0220b204	sj_w00621	新128-24	齇	単字	波奈乃知太利	ハナノワタリ（齇）	齇	波奈乃和太利	17a51	173	はなのわたり			名詞（ハナ、鼻）＋格助詞（ノ）＋名詞（ワタリ、渡・辺）；Head: ワタリ；天治本の「知太利」は「和太利」の誤写。「ハナノワタリ」は、鼻の一帯、あるいは鼻全体に広がる病変（赤みや吹き出物）を指す。「ワタリ」は範囲・一帯の意。『名義抄』には「ハナクチタリ（鼻爛たり）」という、より症状描写的な訓も見られる。	連語（名詞句）
s0220b604	sj_w00622	新128-64	齗	単字	齒志〻	ハシシ（齗）	齗	波志〻	17a71	173	はしし	✓	2002035c7fc4bx37Yel3		名詞
s0220b702	sj_w00623	新128-72	𪙁	単字	伊女久	イメク（𪙁）	𪙁摣抯	伊女久	17a72	173	いめく	listed	20020051350bQN6G1Mt4		動詞
s0220b702	sj_w00624	新128-72	𪙁	単字	波尓加牟	ハニカム（𪙁）	𪙁摣抯	波尓加牟	17a72	173	はにかむ	listed	2002036b1d25L91E1xD7		動詞
s0220b801	sj_w00625	新128-81	齛	単字	久比波牟	クヒハム（齛）	䶔	久比波牟	17a82	173	くひはむ	✓	200201357004F44Qh7U0		動詞
s0221a102	sj_w00626	新129-12	齘	単字	久不	クフ（齘）	齘	久不	17b11	174	くふ	listed	200201359cd8875m9694		動詞
s0221a102	sj_w00627	新129-12	齘	単字	波止志	ハトシ（齘）	齘	波止志	17b11	174	はとし			【語義】歯鋭しの意か	
s0221a103	sj_w00628	新129-13	齵	単字	加无	カム（齵）	齵	加无	17b11	174	かむ	listed	200200e97554KgUGnDoi		動詞
s0221a103	sj_w00629	新129-13	齵	単字	久不	クフ（齵）	齵	久不	17b12	174	くふ	✓	200201359cd8875m9694	【埋字】反切「力盍反」から「𪙷」の和訓の混入は明白	動詞
s0221a103	sj_w00630	新129-13	齵	単字	波尓加无	ハニカム（齵）	齵	波尓加无	17b12	174	はにかむ	✓	2002036b1d25L91E1xD7		動詞
s0221a302	sj_w00631	新129-32	齰	単字	(久不)	クフ（齰）	齰齰	(久不)	17b21	174	くふ	listed	200201359cd8875m9694	【埋字】反切「力盍反」から「𪙷」の和訓の混入は明白	動詞
s0221a302x	sj_w00632	新129-32	(𪙷)	単字	久不	クフ（𪙷）	(𪙷)	久不	17b21	174	くふ	日国表記未収	200201359cd8875m9694	【埋字】天治本は齚・齰を別項、享和本は同一項とする；本項和訓（久不）は音注字義から𪙷の和訓の混入（埋字）と判断し、享和本に基づき𪙷を補う	動詞
s0221a306	sj_w00633	新129-36	齬	単字	加牟	カム（齬）	齬	加牟	17b22	175	かむ	listed	200200e97554KgUGnDoi		動詞
s0221a306	sj_w00634	新129-36	齬	単字	久不	クフ（齬）	齬	久不	17b22	175	くふ	listed	200201359cd8875m9694		動詞
s0221a306	sj_w00635	新129-36	齬	単字	波支加ヘ利	ハキカヘリ（齬）	齬	波支加戸利	17b22	175	はきかへり	✓	20020356c149bV0PM74d		動詞
s0221a704	sj_w00636	新129-74	齦	単字	波志之	ハシシ（齦）				175	はしし	listed	2002035c7fc4bx37Yel3		名詞
s0221a804	sj_w00637	新129-84	𪗪	単字	牛乃尓介加三	ウシノニゲカミ（𪗪）	𪗪	牛乃尓介加三	17b31	176	うしのにげかみ	✓にげがみ	20020330b6f7Cofqm2CB		名詞
s0221b401	sj_w00638	新130-41	𪘮	単字	久不	クフ（𪘮）	𪘬	久不	17b41	176	くふ	listed	200201359cd8875m9694		動詞
s0221b401	sj_w00639	新130-41	𪘮	単字	波尓加牟	ハニカム（𪘮）	𪘬	波尓加牟	17b41	176	はにかむ	listed	2002036b1d25L91E1xD7		動詞
s0221b402	sj_w00640	新130-42	齱	単字	久不	クフ（齱）	齱	久不	17b42	176	くふ	listed	200201359cd8875m9694		動詞
s0221b402	sj_w00641	新130-42	齱	単字	波尓加牟	ハニカム（齱）	齱	波尓加牟	17b42	176	はにかむ	listed	2002036b1d25L91E1xD7		動詞
s0221b502	sj_w00642	新130-52	齲	単字	波乃虫	ハノムシ（齲）	齲	歯乃虫	17b51	176	はのむし	no entry	N/A	名詞（ハ、歯）＋格助詞（ノ）＋名詞（ムシ、虫）；Head: ムシ；『新撰字鏡』の注「齒病」には直接現れないが、『宋本玉篇』や『玄応音義』が引く『説文解字』の字義「齒蠹（歯の虫食い）」の知識を背景に、原因となる対象を名詞句として翻訳したものと考えられる。	連語（名詞句）
s0221b502	sj_w00643	新130-52	齲	単字	波也牟	ハヤム（齲）	齲	波也牟	17b51	176	はやむ	no entry	N/A	名詞（ハ、歯）＋動詞（ヤム、病・マ行四段動詞終止形）；Head: ヤム；漢文義注「齒病」の直訳。歯が病気になっている「状態」に着目した翻訳。	連語（定義・主述関係）
s0221b504	sj_w00644	新130-54	𪗶	単字	伊女久	イメク（𪗶）	𪗶	伊女久	17b52	177	いめく	✓	20020051350bQN6G1Mt4		動詞
s0221b504	sj_w00645	新130-54	𪗶	単字	波尓加牟	ハニカム（𪗶）	𪗶	波尓加牟	17b52	177	はにかむ	listed	2002036b1d25L91E1xD7		動詞
s0221b603	sj_w00646	新130-63	𪙰	単字	波太女久	ハタメク（𪙰）	𪘹	波太女久	17b61	177	はためく	listed	20020360d2e7JpVx39gA		動詞
s0222a601	sj_w00647	新131-61	悠	単字	波留加尓	ハルカニ（悠）	悠	波留加尓	17b81	178	はるかに	✓	200203736181Q6oQCCp1		形容動詞
s0222a602	sj_w00648	新131-62	憩	単字	伊己不	イコフ（憩）	憩愒⿰食无	伊己不	18a11	178	いこふ	✓	2002003649e6YYJO0cZ9		動詞
s0222a801	sj_w00649	新131-81	惒	単字	止〻乃不	トトノフ（惒）	㤎	止〻乃不	17b82	179	ととのふ	listed	2002030c33b6d1z6CX4j		動詞
s0222b103	sj_w00650	新132-13	態	単字	#保志支万〻尓	ホシキマニ（態）	態	保志支万尓	18a21	179	ほしきまに	no entry		【誤訓】	誤訓
s0222b103	sj_w00651	新132-13	態	単字	保志支万〻尓	ホシキママニ（態）	態	#保志支万尓	18a21	179	ほしきままに	listed	200203db7ff4Kao6pUu3		形容動詞
s0222b104	sj_w00652	新132-14	淴	単字	曽〻呂加奈利	ソソロカナリ（⿱沕心）	⿱沕心	曽〻呂加奈利	18a22	179	そそろかなり	日国「そそろか」	200202817352xvM1WWq2	【字頭】原文「⿱沕心」に作るは「涩（澀）」の訛。	形容動詞
s0222b604	sj_w00653	新132-64	䓗	単字	支	キ（䓗）	䓗	支	18a31	180	き	日国表記未収	200201041883UJ6Q991v		名詞
s0222b604	sj_w00654	新132-64	䓗	単字	比留	ヒル（䓗）	䓗	比留	18a31	180	ひる	日国表記未収	2002039b44e1lphhgCG4		名詞
s0224b102	sj_w00655	新136-12	懸	単字	曽良尓	ソラニ（懸）				186	そらに	日国「そら」	20020285f3495MQW1MKL		名詞
s0224b603	sj_w00656	新136-63	摹	単字	志太加太於支天宇豆須	シタカタオキテウツス（摹）	摹	志太加太於支天宇豆須	18a51	187	したかたおきてうつす	✓うつす（享和本「したかた」200201e61335Sbrfy1y5にもあり） 	2002006a24ecT3a2w42E		動詞
s0225a402	sj_w00657	新137-42	攣	単字	手奈戸	テナヘ（攣）	攣癵⿸疒變	手奈戸	18a52	188	てなへ	listed	200202e79d95Zhtdjqg5		名詞
s0225b202a	sj_w00658	新138-22	𨇮β𨇮	異体字	豆万豆支天太不留	ツマヅキテタフル（𨇮）	𨇮β𨇮	豆万豆支天太不留	18a81	189	つまづきてたふる	no entry	N/A	動詞（ツマヅク、躓・四段動詞連用形）＋接続助詞（テ）＋動詞（タフル、倒・下二段動詞終止形）；Head: タフル；	連語（動詞句）
s0225b301	sj_w00659	新138-31	踝	単字	久比〻須	クビヒス（踝）	踝	久比〻須	18b11	189	くびひす	listed	200201439e81d2AK899R		名詞
s0225b301	sj_w00660	新138-31	踝	単字	豆夫不志	ツブフシ（踝）	踝	豆夫不志	18b11	189	つぶふし	listed	200202d7411a3vlUSDGA		名詞
s0225b302	sj_w00661	新138-32	趺	単字	安奈比良	アナヒラ（趺）	趺跗	安奈比良	18b12	189	あなひら	✓	2002001c0224g87Xlk90		名詞
s0225b302	sj_w00662	新138-32	趺	単字	豆夫奈支	ツブナキ（趺）	趺跗	豆夫奈支	18b12	189	つぶなき	✓	200202d73c62ctU9APpl		名詞
s0225b302	sj_w00663	新138-32	趺	単字	豆夫不志	ツブフシ（趺）	趺跗	豆夫不志	18b12	189	つぶふし	✓	200202d7411a3vlUSDGA		名詞
s0225b405c	sj_w00664	新138-45	踱跣	熟語	阿奈於止	アナオト（踱跣）	跣	阿奈於止	18b21	189	あなおと	✓	2002001b9f0cEFN74wEB		名詞
s0225b405c	sj_w00665	新138-45	踱跣	熟語	波太志	ハダシ（踱跣）	跣	波太志	18b21	189	はだし	✓	20020360525156J6vS8E		名詞
s0225b503a	sj_w00666	新138-53	跳蹀	熟語	阿加久	アガク（跳蹀）	蹀	阿加久	18b31	190	あがく	listed	200200076f6dyo8VaPWe		動詞
s0225b601	sj_w00667	新138-61	踰	単字	布牟	フム（踰）	踰	布牟	18b41	190	ふむ	listed	200203b6c24eU27PItOW		動詞
s0225b703	sj_w00668	新138-73	躁	単字	佐和久	サワク（躁）	躁趮	佐和久	18b42	190	さわく	listed	200201c7b05940uY8UO1		動詞
s0226a102	sj_w00669	新139-12	跂	単字	鹿乃乎止利阿之曽	カノヲドリアガクゾ（跂）	跂	鹿乃乎止利阿加久曽	18b51	191	かのをどりあがくぞ	no entry	N/A	名詞（カ、鹿）＋格助詞（ノ）＋動詞（ヲドル、踊・ラ行四段動詞連用形）＋動詞（アガク、足搔・カ行四段動詞終止形）＋終助詞（ゾ）；Head: アガク；【校勘・誤写】山田攷異は天治本「阿之」は「阿加久」の誤とする。『山海経』に見える「踵を地につけずに歩く（跂踵）」という字義を、蹄（指先）だけで体重を支えて歩行・跳躍する鹿の生態をモデルとして具体化・翻訳したもの。観智院本類聚名義抄には「カノヲトリリクゾ」とあり、鹿の蹄歩行をモデルとした跂踵義の具体化翻訳として、もっとも適切。「アガク」は動作強調的派生の可能性があり、「アシ」は形態描写型翻訳に転じている。	連語（定義・主述関係）
s0226a202	sj_w00670	新139-22	跟	単字	久比〻須	クビヒス（跟）	跟𡷐		18b61	191	くびひす	✓	200201439e81d2AK899R		名詞
s0226a301	sj_w00671	新139-31	𬦮	単字	久豆波久	クツハク（𬦮）	𬦮	久豆波久	18b61	191	くつはく	no entry	N/A	名詞（クツ、靴）＋動詞（ハク、履・四段動詞終止形）；Head: ハク；張磊校注は「躡」の誤写とし、反切「尼詩反」は「尼渉反」の誤写としており、反切はうまく説明できるが、「靴を履く」の字義は「躡」からは出てこない。「靴を履く」の字義を持つ漢字としては、「踐」が候補となる。「踐」は説文「履也」とあり、「踐」が草書となると不明字に崩れる可能性が高い。	連語（動詞句）
