# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.97
# Date: 2024-06-11
# Last update : 2025-03-17
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# KRID_wakun_no: Serial number assigned to each Japanese reading (wakun) annotation within an item (item serial No. + wakun serial No.). A suffix (b, c, …) is added for branching Japanese reading annotations.
# KR2ID: The ID number assigned based on its location in the Kazama edition
# Entry: Hanzi glyph of the headword
# Def: Definitional annotation through Japanese reading (wakun)
# Word_form: Normalized form of a Japanese reading annotation (wakun)
# Wakun_Hanzi: Wakun in katakana, with its Hanzi form parenthesized
# Wakun_variant: Katakana wakun variation added to the primary form (usually added to the left or right side). If incorrect wakun are corrected, an arrow (←) is precedes the incorrect reading.
# Hanzi_variant: Hanzi variant glyphs
# JK_ID: ID in the Nihon Kokugo Daijiten (2e), The Shogakukan Japanese dictionary, Japanknowledge edition
# Remarks: Editor's notes
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_wakun_no	KR2ID	Entry	Def	Word_form	Wakun_Hanzi	Wakun_variant	Hanzi_variant	JK_ID	Remarks
F06091_07	K0300553	體	ヤハラカナリ	やはらかなり	ヤハラカナリ（體）				
F06091_10	K0300553	體	ワク(LL)	わく	ワク（體）				
F06093_01	K0300563	身／體	スカタ	すがた	スガタ（身體）			20020244e0ebehhbjxx6	
F06094_01	K0300564	下／ー（體）	カフラ	かぶら	カブラ（下體）			200200e48c5f7Gn2P8H3	
F06096_02	K0300572	䯑	モノヽホネ	もものほね	モモノホネ（䯑）	←モノノホネ（䯑）			正宗索引「モ△ノ△ヽ〔モノ〕ホネ」。
F06098_04	K0300574	𩪋	オホツメ(LLH"L)	おほづめ	オホヅメ（𩪋）			20020090a664W7TIO8m7	
F06100_02	K0300583	𩨰	シリヘム	しりへむ	シリヘム（𩨰）			N/A	日国未収。未勘。
F06102_04	K0300611	䯊	ヒサラカハラ(HH@HHL)	ひざのかはら	ヒザノカハラ（䯊）			20020383a8c0h0NlX23Y	正宗索引「カハラ」に「ヒサラカハラか、和名抄ヒサノカハラ。医心方カハラあり可考」。正宗索引「ヒサラ」に「ラの字少し不明○ヒサノカハラか和名抄ヒサノカハラあり、ヒサノカハラか二語か可考」。草川和訓集成・望月和訓集成「ヒサノカハラ」で採録。池田按：道円本和名抄(巻3形体部)「膝䯊　宿耀経云膝䯊［師説比佐乃加波良今案胢宜作䯊音苦何反見唐韻］野王案髕［蒲忍反上声之重字亦作臏阿波太古俗云阿波太今案髕与膝胢名実同］膝骨也」。
F06103_03	K0300612	䯗	ヨコシ	よこし	ヨコシ（䯗）			200204530747zjlFQAL5	
F06103_04	K0300612	䯗	カタ	かた	カタ（䯗）			200200d5c64bP6qZSVmH	正宗索引「カタ」に「タの字虫はみクかタか不明」。「䯗」は観智院本に「䏶同」とあり、「䏶」は「䠋」「髀」の俗字、字義「股」「股外」（もも）に合わない。新撰字鏡「可太」。
F06104_05	K0300614	髀	モヽ(LH)	もも	モモ（髀）			2002042cc0346S7LHiBM	大般若経字抄「䯗 モヽ」。中村文選(620頁・七)「髀モモ／(寛文)モモ」。
F06105_01	K0300621	團／髀	モヽ	もも	モモ（團髀）			2002042cc0346S7LHiBM	
F06106_01	K0300622	ー（髀）／子	クホ	くぼ	クボ（髀子）			20020143f5367U2sP23J	
F06107_03	K0300623	髖	シリホネ(LLL"H)	しりぼね	シリボネ（髖）			2002022deb20PxSYpcJy	
F06111_04	K0300632	骼	カハネ(HH"H)	かばね	カバネ（骼）			200200e33b92B41kGoq0	
F06112_01	K0300633	髂	オモテ	おもて	オモテ（髂）			200200abf794Rq6xdTl9	
F06112_03	K0300633	髂	コシホネ(HHH"L)	こしぼね	コシボネ（髂）			200201900815JbOqGjXI	中村文選(646頁・辞)「髂コシホネヲ」。
F06112_04	K0300633	髂	ホネノナツキ	ほねのなづき	ホネノナヅキ（髂）			200203e14d2e3kVqqkz9	
F06115_02	K0300642	髆	カタ(LH)	かた	カタ（髆）			200200d5c64bP6qZSVmH	道円本和名抄(巻3形体部)「肩　陸詞云肩［堅反和名加太］髆也髆［榑反字亦作膊］肩也」。
F06115_03	K0300642	髆	カタノホネ(LHL@@)	かたのほね	カタノホネ（髆）			200200d5d7fd3WzeZbF4	大般若経字抄(1オ5)「髆　肩骨也」。
F06116_03	K0300643	骻／⿰骨𡗢	カタハラホネ(LL@@@@)	かたはらほね	カタハラホネ（骻）			200200d9ca64xG6iyf6w	毛詩訓（注）「［于］右の𩩐カタハラホネに達トホる」（達于石𩩐）（築島裕「静嘉堂文庫蔵本毛詩鄭箋古点解説」）。
F06119_03	K0300653	骹	ハキ(RL")	はぎ	ハギ（骹）			20020356a6273A3gpYSz	中村文選(299頁・射)「骹ハキヲ」。
F06119_04	K0300653	骹	ムカハキ	むかはき	ムカハキ（骹）			2002040ff1faSlpdpXF6	
F06124_02	K0300671	骸	カハネ(HH"H)	かばね	カバネ（骸）			200200e33b92B41kGoq0	中村文選(626頁・表)「骸ヲ[カハネ]」。
F06127_02	K0300674	髓	スネ	すね	スネ（髓）			2002024d6336hfQDYuh1	中村文選(296頁・長)「䯝スネウチヲル／(寛永)隨スネウチヲル」。
F06128_02	K0300681	髄	骨ノナツキ	ほねのなづき	ホネノナヅキ（髄）			200203e14d2e3kVqqkz9	新撰字鏡「髓：保祢乃奈豆支」。
F06131_02	K0300684	髈	モヽ	もも	モモ（髈）			2002042cc0346S7LHiBM	
F06137_03	K0300722	髕	アハタコ	あはたこ	アハタコ（髕）			200200298ae22s9Hkzrh	
F06137_04	K0300722	髕	俗云アハタ(LLL)	あはた	アハタ（髕）			200200298ae22s9Hkzrh	
F06141_05	K0300733	髁	シリノホネ	しりのほね	シリノホネ（髁）			2002022ceeacNnU2AK0L	
F06151_04	K0300762	髃	カタサキ(LLHL)	かたさき	カタサキ（髃）			200200d725d7m60BPVM1	説文・宋本玉篇「肩前也」。
F06167_01	K0300824	𩩲／𩨗	カタノホネ	かたのほね	カタノホネ（𩩲𩨗）			200200d5d7fd3WzeZbF4	道円本和名抄(巻3形体部)「𩩲𩨗　和名加太乃保禰」。
F06183_01	K0300864	𩪣	ホネ	ほね	ホネ（𩪣）			200203e14455XKL5gijW	宋本玉篇「骨」。
F06184_01	K0300871	⿰骨⿱面旦	ヒトリ	ひとり	ヒトリ（⿰骨⿱面旦）			2002038ecdd3XdKnc83p	⿰亶骨はU+32312𲌒にあり。
F06185_01	K0300872	顝	同	ひとり	ヒトリ（顝）			2002038ecdd3XdKnc83p	文選・思玄賦「顝羈旅而無友兮」注「衡曰、顝、獨也」、古訓・寛文版「顝ヒトリ」、中村文選424頁。字類抄同訓「獨ヒトリ」（ヒ・辞字、略注1600頁）。「顝」は頁部に重出（仏下本27）。
F06186_01	K0300873	猾	フム	ふむ	フム（猾）			200203b6c24eU27PItOW	
F06186_02	K0300873	猾	ミタル	みだる	ミダル（猾）			2002040401fft5nhGrWK	万象名義「乱也」、宋本玉篇「亂也」、広韻「狡猾書傳云猾亂也」。書・舜典「蠻夷猾夏」伝「猾、乱也」、内野本「蠻𡰥夏を猾ミタリ」。中村文選(304頁・北)「猾ミタルヿヲ[レ]」。中村文選(637頁・書)「猾ミタリ」。
F06194_01	K0300914	𩪊	ヤカタホネ	やかたほね	ヤカタホネ（𩪊）			2002043144e33Ra9x56d	
F06194_02	K0300914	𩪊	カタホネ	かたぼね	カタボネ（𩪊）			200200d8ccc2C37NXXg8	新撰字鏡(享和本)「加太保祢」(天治本)「加太乃保祢」。
F06195_01	K0300921	髐	ハキ	はぎ	ハギ（髐）			20020356a6273A3gpYSz	
F06196_01	K0300922	骴	膝上ノアハタ	ひざかみのあはた	ヒザカミノアハタ（骴）			20020383dc11kSOLwg7y	
F06197_01	K0300923	青／⿺交骨	タカ	たか	タカ（青⿺交骨）			200202962a9bsAmfY9d9	
F06198_01	K0300924	𩨳	カタハ	かたは	カタハ（𩨳）			200200d9ace635IEVCNn	
F06199_02	K0300931	角	和名ツノ(LL)	つの	ツノ（角）			200202d652ceaWWo2duk	道円本和名抄(巻18毛群部毛群体)「角　…　野王案角［古岳反豆乃］…」。
F06199_03	K0300931	角	*クラフ(HHL)	くらぶ	クラブ（角）			2002014816cdS9tqrqQp	中村文選(400頁・赭)「角イソフ[クラフ]／(寛文)ソラフテ」。
F06199_04	K0300931	角	スミ(LH)	すみ	スミ（角）			2002024f81de09giUKW7	
F06199_05	K0300931	角	アラソフ(LL@@)	あらそふ	アラソフ（角）			200200256e9aHkcvGO7B	
F06199_06	K0300931	角	倭言ハラ(RH)	はら	ハラ（角）			200203704665nAf5dnL4	日国「はら 【大角】」に＊日本書紀〔７２０〕天武一四年一一月（北野本訓）「大角（ハラ）、小角（くた）、鼓吹、幡旗、及び弩（おほゆみ）抛（いしはしき）の類は私の家に存（お）く応からず」を引く。
F06199_07	K0300931	角	クタ	くた	クタ（角）			2002013db2046y0iOM3b	
F06199_08	K0300931	角	イマシム	いましむ	イマシム（角）			200200504ae0Ia4hQWO6	
F06199_09	K0300931	角	イソク	いそぐ	イソグ（角）			2002003c46506KQ6T2CO	広韻「競也」。日国「いそ・ぐ 【急】」の表記に未収。
F06199_10	K0300931	角	ナヽメナリ	ななめなり	ナナメ（角）			200203247dd861vXihXF	字類抄「斜ナナメ　ナナメニ」（ナ・辞字、略注646頁）。中村文選(299頁・射)「角ナヽメニ／(寛永)ナヽメニ」。中村文選(300頁・射)「角サカ」。
F06199_11	K0300931	角	トサカ(HH@)	とさか	トサカ（角）			2002030702cb90UCmdcT	
F06202_01	K0300942	奴／角	犀ノハナツノ(@@HHH"@)	さいのはなづの	サイノハナヅノ（奴角）			200201ace76aWRN5m7Iz	道円本和名抄(巻18毛群部)「奴角　本草云奴角一名食角［和名犀乃波奈豆乃］」。
F06203_01	K0300943	食／ー（角）	同	さいのはなづの	サイノハナヅノ（食角）			200201ace76aWRN5m7Iz	前を見よ。
F06205_01	K0300951	芒／ー（角）	ウニノケ	うにのけ	ウニノケ（芒角）			N/A	道円本和名抄(巻19鱗介部)「芒角　和名宇仁乃介」。日国未収。
F06206_01	K0300952	総／ー（角）	アケマキ(LL"HH)	あげまき	アゲマキ（総角）			2002000eaaf22PktAk62	道円本和名抄(巻2人倫部老幼類)「総角　和名阿介万岐」。
F06207_01	K0300953	大／ー（角）	ハラノフエ(RH@@@)	はらのふえ	ハラノフエ（大角）			2002037046fcK0D7U2LK	道円本和名抄(巻13調度部上征戦具)「楊氏漢語鈔云大角［波良乃布江］小角［久太能布江］」。
F06208_01	K0300954	小／ー（角）	クタノフエ	くだのふえ	クダノフエ（小角）			2002013db3c9269ZX5jk	道円本和名抄(巻13調度部上征戦具)「楊氏漢語鈔云大角［波良乃布江］小角［久太能布江］」。
F06209_01	K0300961	豆／ー（角）	サヽケ	ささげ	ササゲ（豆角）			200201bb69a9s8b6GB6l	
F06210_03	K0300962	觧／解／解	トク(LH)	とく	トク（解）		トク（觧）	20020302d3a39xMLba4l	中村文選(560頁・詠史)「解ヌク[トク]」。
F06210_04	K0300962	觧／解／解	サトル(HH@)	さとる	サトル（解）		サトル（觧）	200201c1ec8f8QrKR7OQ	中村文選(502頁・琴)「解サトラ」。
F06210_05	K0300962	觧／解／解	オツ(LH)〈角〉	おつ	オツ（解）		オツ（觧）	2002009fe984c1cU87GB	
F06210_07	K0300962	觧／解／解	シル	しる	シル（解）		シル（觧）	2002022e51c2IqqqV6Oa	
F06210_08	K0300962	觧／解／解	マウス(LLH)	まうす	マウス（解）		マウス（觧）	20020423b5a833iF1563	
F06210_09	K0300962	觧／解／解	ヌク	ぬく	ヌク（解）		ヌク（觧）	2002033ca820eXHnD8f0	中村文選(560頁・詠史)「解ヌク[トク]」。
F06211_01	K0300971	觧／除	ハラヘ(HL@)	はらへ	ハラヘ（觧除）			20020370927cH5HvX5yF	
F06212_01	K0300972	ー（解）／離	アラカツラ(LLLH"@)	あをかづら	アヲカヅラ（解離）	←アラカヅラ（解離）		20020004dacdk53C1U2c	原文「ラ」は「ヲ」の誤写。箋注本和名抄(巻10草木部)「防己　本草云防己一名解離［和名阿乎加都良］」。日国「あお‐かずら［あをかづら］ 【青葛】」の表記に未収。
F06215_04	K0300981	䚨	ヘマキ(HLH)	へまき	ヘマキ（䚨）			200203c8b6f5OnLiDfnC	道円本和名抄(巻15調度部下鷹犬具)「䚨　唐韻云䚨［音癈漢語抄云閉麻岐］弋射収繳具也」。
F06216_03	K0300983	觴	サカツキ(HHH"L)	さかづき	サカヅキ（觴）			200201b56f040OyS0hmO	中村文選(73頁・西京)「觴ヲ／(上野)サカツキヲ」。中村文選(122頁・南)「觴サ　ヲ／(寛文)サカツキヲ」。中村文選(557頁・祖餞)「觴サカツキヲ」。
F06218_03	K0301011	觚	ケタナルヲ(L"H@@@)	げたなるを	ゲタナルヲ（觚）			N/A	日国未収。
F06218_04	K0301011	觚	サカツキ	さかづき	サカヅキ（觚）			200201b56f040OyS0hmO	中村文選(651頁・頌)「觚サカツキヲ」。新撰字鏡「佐可豆支」。
F06218_05	K0301011	觚	ツノ	つの	ツノ（觚）			200202d652ceaWWo2duk	字類抄「觚」に「夫ソレ」、「觚」は「孤」「寡」と、孤独の意で相通ずるところがあり、「孤」を自称として用いるために、「觚」も「それがし」の意で、「ソレ」と読んだと考えられる（ソ・辞字、略注504頁）。
F06218_06	K0301011	觚	キノマタ	きのまた	キノマタ（觚）			20020103570bcg4L5451	
F06218_07	K0301011	觚	ヒサク	ひさぐ	ヒサグ（觚）			20020383ebfeWAdbz0rH	新撰字鏡「又比佐久也」。「ひさぐ」は「「ひさご（瓠）」に同じ」（日国）。日国「ひさぐ 【瓠・瓢】」の表記に未収。
F06220_01	K0301014	ー（觚）／棱	トソハソハニシテ(@LH"LH"@@@)	そばそばにして	ソバソバニシテ（觚棱）			2002028463f6t5dvO7m3	中村文選(25頁・西都)「觚𧤁(ト)ソハヽヽシウシテ」。風間力三1979類聚名義抄の文選読の連番31。
F06221_01	K0301021	ー（觚）／𧤁	ソハヽヽニシ(LH"@@@@)	そばそばにし	ソバソバニシ（觚𧤁）			2002028463f6t5dvO7m3	中村文選(25頁・西都)「觚𧤁(ト)ソハヽヽシウシテ」。日国「そば‐そば 【稜稜】」の表記に未収。
F06223_01	K0301023	𧤄／𧣶／觵	キナリ	きなり	キナリ（𧤄𧣶觵）				
F06224_03	K0301024	觥	サカツキ	さかづき	サカヅキ（觥）			200201b56f040OyS0hmO	新撰字鏡「觵」に「佐可豆支」
F06226_02	K0301032	觶	サカツキ	さかづき	サカヅキ（觶）			200201b56f040OyS0hmO	
F06229_03	K0301041	𧣜	フル	ふる	フル（𧣜）			200203bc1b55TzhwGZPU	
F06230_02	K0301042	觝	ツク(HL)	つく	ツク（觝）			200202d103ceAV2d8e9i	字類抄同訓「突ツク」（ツ・辞字、略注558頁）。
F06232_01	K0301044	角／ー（觝）	スマヒ	すまひ	スマヒ（角觝）			2002024f42c1D4a1xOmj	相撲の意。漢書・武帝紀「三年春、作角抵戲、三百里内來觀」。
F06234_04	K0301052	觜	クチハシ(HHHL)	くちはし	クチハシ（觜）			2002013ff2e2709CP918	中村文選(85頁・東京)「觜クチハシ／(寛文)クチバシ」。中村文選(175頁・呉)「觜ハシ／(寛文)クチハシ」。中村文選(302頁・射)「觜クチハシヲ」。新撰字鏡「久知波志」。
F06239_04	K0301064	䚪	ヲノコヤモメ	をのこやもめ	ヲノコヤモメ（䚪）			200200a5c614vjl2UUui	新撰字鏡「鱞鰥　男也毛女」。
F06245_02	K0301082	䚡	牛ノコツノ(@@HH"@)	うしのこづの	ウシノコヅノ（䚡）			2002006148f9T6sovRgu	本草和名「牛角䚡　和名宇之乃古都乃」。
F06245_03	K0301082	䚡	コツノ(HH"@)	こづの	コヅノ（䚡）			200201974a17SSlViz20	前を見よ。
F06253_02	K0301123	觸	フル(LH)	ふる	フル（觸）			200203bc1b55TzhwGZPU	宋本玉篇「牴也」。中村文選(29頁・西都)「觸フレ／(上野)フレ」。
F06253_03	K0301123	觸	カヽル	かかる	カカル（觸）				
F06253_04	K0301123	觸	コトニ	ことに	コトニ（觸）				
F06253_05	K0301123	觸	ウコク(LL"H)	うごく	ウゴク（觸）			20020060b290I0gq4dvo	字類抄同訓「動ウコク」、易・繋辞上「引而伸之。觸類而長之。天下之能事畢矣」虞氏注「。動也」（ウ・辞字、略注748頁）。
F06253_06	K0301123	觸	ウツ(LH)	うつ	ウツ（觸）			2002006992a4le3zNSjv	字類抄同訓「打ウツ」（ウ・辞字、略注738頁）。文選・謝惠連・雪賦「風觸楹而轉響」劉良注「觸、撃也」。日国「う・つ 【打・討・撃・撲・拍・擣・搏・伐・射】」の表記に未収。
F06253_07	K0301123	觸	ツク(LH)	つく	ツク（觸）			200202d0fde8FgbEw0eE	万象名義「突也」。中村文選(564頁・遊仙)「觸ツク／(寛文)觸ル」。字類抄同訓「付ツク」（ツ・辞字、略注553頁）。字類抄同訓「突ツク」（ツ・辞字、略注558頁）。訓点語彙集成に「ツク」の訓あり。
F06253_08	K0301123	觸	アキラカニ	あきらか	アキラカ（觸）			2002000bd3ab14YB8jV2	字類抄「明アキラカニ」（ア・辞字、略注1273頁）。
F06258_03	K0301141	䚗／𧢸	アカル(HHL)	あがる	アガル（䚗）		アガル（𧢸）	20020009ef68E23h0Sdz	「𧢸」は宋本玉篇・広韻「舉角也」。日国「あが・る 【上・揚・挙・騰】」の表記に未収。
F06266_03	K0301161	觛	アク(HL")	あぐ	アグ（觛）			2002000ee1366iYYQ39c	
F06271_02	K0301173	觿	クシリ(LLL)	くじり	クジリ（觿）			2002013b9fbfh1j7j1BF	詩・衛風・芄蘭「童子佩觿」伝「觿、所以解結」、静嘉堂文庫本毛詩鄭箋巻3・328行「觿クシリを佩ヲヘリ」。
F06277_03	K0301212	䚥	ツク	つく	ツク（䚥）				
F06279_01	K0301214	角／䚥	ツキシラフ(HH@@@)	つきしらふ	ツキシラフ（角䚥）			200202cfec381STe74p3	
F06293_02	K0301253	觱	クスヌク	くすぬく	クスヌク（觱）			2002013c34faH0iHmbCe	
F06294_01	K0301254	𧤅	クスヌク	くすぬく	クスヌク（𧤅）			2002013c34faH0iHmbCe	日国「くす‐ぬ・く」の表記に未収。
F06304_03	K0301282	䚧	マカル(HH"@)	まがる	マガル（䚧）			200203eb4abe40GMAQys	中村文選(234頁・甘)「觩䚧(ト)マカリテ〈器㒵〉」。
F06306_02	K0301284	觖	ウラム(LLH)	うらむ	ウラム（觖）				
F06306_04	K0301284	觖	ホム	ほむ	ホム（觖）			200203e26396W0jNTim8	
F06308_03	K0301312	觘	ヒヽ	ひひ	ヒヒ（觘）			200203910120LY3IUdvB	
F06308_04	K0301312	觘	ヌタハタ(LLLH)	ぬたはた	ヌタハタ（觘）			N/A	日国未収。
F06310_02	K0301314	𧣻	トサカ	とさか	トサカ（𧣻）			2002030702cb90UCmdcT	広韻「角似雞距」とあり。日国「と‐さか 【鶏冠】」の表記に未収。字類抄「冠トサカ」、字類抄「⿰角若」の字体は誤り、「トサカ」の訓は字義に合わない（略注173頁）。
F06313_01	K0301323	⿰角⿺辶有	ツラヌ	つらぬ	ツラヌ（⿰角⿺辶有）				
F06321_01	K0301343	觩	マカル(HH"@)	まがる	マガル（觩）			200203eb4abe40GMAQys	中村文選(234頁・甘)「觩䚧(ト)マカリテ〈器㒵〉」。
F06321_02	K0301343	觩	カヒ	かひ	カヒ（觩）				
F06322_01	K0301344	⿰角益	ノソク(LL"@)	のぞく	ノゾク（⿰角益）			2002034a4f8aLo75OzM1	字類抄同訓「除ノソク」、他の字書に見えず、「蠲」の異体か（ノ・辞字、略注797頁）。日国「のぞ・く 【除】」の表記に未収。
F06324_01	K0301352	觵	サカツキ	さかづき	サカヅキ（觵）			200201b56f040OyS0hmO	
F06325_02	K0301361	貝	和名カヒ(LL)	かひ	カヒ（貝）			200200b4debcZQNf59rD	道円本和名抄(巻19鱗介部亀貝体)「貝　尚書注云貝［音拝和名加比］水物也」。
F06325_03	K0301361	貝	一云カヒツ物(LLL@)	かひつもの	カヒツモノ（貝）			200200bb54a8O18k1AlB	
F06327_01	K0301364	紫／ー（貝）	ウマノイホカヒ(LLLHH"HL)	うまのいぼかひ	ウマノクボカヒ（紫貝）			2002006e385b7m1uOV86	道円本和名抄(巻19鱗介部)「紫貝　兼名苑云紫貝一名大貝［和名宇万乃久保加比見本草］」。
F06328_01	K0301371	大／ー（貝）	同	うまのくぼかひ	ウマノクボカヒ（大貝）			2002006e385b7m1uOV86	前を見よ。
F06329_01	K0301372	錦／ー（貝）	ヤクノ(LHL)	やくの	ヤクノ（錦貝）			N/A	道円本和名抄(巻19鱗介部)「錦貝　弁色立成云錦貝［夜久乃斑貝今案本文未詳但俗説西海有夜久島彼島所出也］」。和名抄に「未詳」とあるが名義抄にない例、箋注本（但し広本）三ノ七オ（岡田研究97頁）。日国「やく‐の‐まだらがい［‥まだらがひ］ 【夜久斑貝・屋久斑貝】」に和名抄の例を収録。「やくの」は日国未収。
F06330_01	K0301373	ー（貝）／母	ハヽクリ	ははくり	ハハクリ（貝母）			2002036c3717Cf43Z0Xt	道円本和名抄(巻20草木部)「貝母　和名波々久里」。
F06333_02	K0301382	贔／屓	トチカラオコシメ	ちからおこしして	チカラオコシシテ（贔屓）			200202b40c4a7mzcKqu5	「メ」は合字「シテ」を誤写。中村文選(50頁・西京)「贔屓(ト)チカラオコシテ〈作力之㒵〉」。中村文選(158頁・呉)「贔屓(ト)チカラオコシヽテ」。中村文選論文33頁「採録又は転写間に錯誤」。文選訓（築島裕「類聚名義抄の倭訓の源流について」『国語と国文学』27(7)、1950年）。風間力三1979類聚名義抄の文選読の連番32。
F06334_01	K0301384	屓／贔	同訓	ちからおこしして	チカラオコシシテ（屓贔）			200202b40c4a7mzcKqu5	「贔」に朱庵点あり。風間力三1979類聚名義抄の文選読の連番33。
F06335_03	K0301411	賢	カシコシ	かしこし	カシコシ（賢）			200200cfa5e699L6epjP	中村文選(87頁・東京)「賢ヨシト〈善也〉／(寛文)カシコシト」。
F06335_04	K0301411	賢	サカシ	さかし	サカシ（賢）			200201b54944smV8JKaz	
F06335_05	K0301411	賢	マサレリ(HH@@)	まされり	マサレリ（賢）			200203ee8065WmZy53m5	中村文選(608頁・雑擬)「賢マサレラ」。
F06335_06	K0301411	賢	イタハル(LL@@)	いたはる	イタハル（賢）			2002003ecb9ayLl5HVjD	万象名義「勞也」。
F06335_07	K0301411	賢	カト	かと	カト（賢）				
F06335_08	K0301411	賢	ヨシ(LH)	よし	ヨシ（賢）			2002044c35eecK16K1He	万象名義「能也」。中村文選(87頁・東京)「賢ヨシト〈善也〉／(寛文)カシコシト」。訓点語彙集成に「ヨシ」の訓あり。
F06335_09	K0301411	賢	タカシ	たかし	タカシ（賢）				
F06335_10	K0301411	賢	ヒシリ	ひじり	ヒジリ（賢）			20020385f8f4sGHlt80f	
F06335_11	K0301411	賢	ミル	みる	ミル（賢）				形近字「覧」による訓か。存疑。
F06335_12	K0301411	賢	マサル	まさる	マサル（賢）			200203ee8065WmZy53m5	万象名義「益也」。
F06335_13	K0301411	賢	タヽス	ただす	タダス（賢）			2002029ea2df9vXQqwq6	
F06335_14	K0301411	賢	ヒロシ	ひろし	ヒロシ（賢）			2002039c18a2Bkv9I0QZ	
F06335_15	K0301411	賢	カタシ(HH@)	かたし	カタシ（賢）			200200d60d132Nqg2CIW	万象名義「堅也」。字類抄同訓「難カタシ」、広雅・釈詁「賢。堅也」（略注339頁）。
F06336_02	K0301421	資	タスク(L@H)	たすく	タスク（資）			2002029da95edAdXmZf1	訓点語彙集成に「タスク」の訓多数あり。
F06336_03	K0301421	資	トル(LH)	とる	トル（資）			20020314f51eL9hD7nQz	万象名義「取也」。中村文選(3頁・表)「資トル〈取也〉」。中村文選(200頁・魏)「資ヨル[トル]／(寛文)トリ・ヨル」。字類抄同訓「取トル」、白氏文集（金沢文庫本）巻4「取笑資トリテ歓無所愧ハツル」（略注179頁）。
F06336_10	K0301421	資	ヨル	よる	ヨル（資）			2002045adcbf1HwVi3Ru	中村文選(200頁・魏)「資ヨル[トル]／(寛文)トリ・ヨル」。字類抄同訓「依ヨリ ヨル」（ヨ・辞字、略注408頁）。
F06336_11	K0301421	資	ウチ	うち	ウチ（資）			200200664ab4mhL8r6ti	
F06336_12	K0301421	資	モトヨリ(LL@@)	もとより	モトヨリ（資）			20020429d3b15azc2W6k	
F06336_13	K0301421	資	タカラ(LL@)	たから	タカラ（資）			200202987324DwSzKo3G	万象名義「財也」。
F06336_14	K0301421	資	アタフ	あたふ	アタフ（資）			20020016bdc29zMaCjxE	
F06336_15	K0301421	資	タクハフ	たくはふ	タクハフ（資）			2002029abe0983yeDkIc	字類抄同訓「貯タクハフ　タクハへ」（タ・人事、略注438頁）。
F06336_16	K0301421	資	ヨシ	よし	ヨシ（資）			2002044c35eecK16K1He	字類抄同訓「善ヨシ」（ヨ・辞字、略注403頁）。訓点語彙集成に「ヨシ」の訓あり。
F06337_02	K0301424	財	タカラ(LL@)	たから	タカラ（財）			200202987324DwSzKo3G	中村文選(205頁・魏)「財タ　ハ」。
F06337_03	K0301424	財	ワツカニ(LH"LH)	わづかに	ワヅカニ（財）			20020480d7bb7Je08fgj	中村文選(277頁・羽)「財ワツカニ〈善曰与纔同銑曰ー幣也〉」。字類抄「財」に「僅ワツカ」（略注276頁）。
F06339_02	K0301432	貨	タカラ(LLL)	たから	タカラ（貨）			200202987324DwSzKo3G	中村文選(205頁・魏)「貨タカラ」。
F06339_03	K0301432	貨	タカラ物(LLL@)	たからもの	タカラモノ（貨）			20020298a382w1gaICq3	中村文選(17頁・西都)「貨タカラモノ〈金玉曰ー(貨)〉」。文選訓（築島裕「類聚名義抄の倭訓の源流について」『国語と国文学』27(7)、1950年）。
