# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_main.tsv
#
# Version: 1.2.6
# Date: 11 March 2022
# Last update : 11 May 2025
#
# This file is a new version of KRM.tsv with updated specifications.
# The version number of KRM.tsv was 1.1.347, and it was last updated on March 17, 2025.
# This new version has been renamed to krm_main.tsv and will start with version 1.2.0.
#
# Copyright (c) 2022-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# KRM format information:
# entry_id	A heading item ID formed by a 5-digit numeric ID starting with 'F'. For some added entry items, a 'b' suffix is appended.
# hanzi_id	A heading Hanzi ID consisting of a 5-digit numeric ID starting with 'S'. For some added entry items, a 'b' suffix is appended.
# kazama_location	An ID indicating K + Volume (2 digits) + Kazama Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# tenri_location	An ID indicating T + Volume (a/b/c) + Tenri Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# volume_name	Name of the volume, consisting of 10 volumes: 仏上, 仏中, 仏末本, 仏末下, 法上, 法中, 法下, 僧上, 僧中, and 僧下.
# radical_name	Hanzi name of the radical, consisting of 160 radicals ranging from 人 to 雑, used to classify Hanzi characters.
# volume_radical_index	Volume and radical number, ranging from v1#1 to v10#120, indicating the location of the entry within the text.
# hanzi_entry	Corrected hanzi are principally in the Kangxi Dictionary form. Unicode simplified characters (common-use characters, popular variants) may also be retained. Multiple-kanji headwords are separated by / (full-width slash). The abbreviation symbol "｜" is represented by "ー" (long vowel mark), with the corresponding character in parentheses.
# original_entry	Headword close to original form. Errors as is. Non-Unicode variants: IDS or ■. Like hanzi_entry, "〇" if no original-glyph headword needed.
# definition	Includes glyph annotations, pronunciation annotations, meaning annotations, Japanese readings (wakun), and other relevant notes, separated by spaces. As a general rule, character forms included in the "Kangxi Dictionary style" should be used.
#
#   Abbreviations:
#   正宗索引: 正宗敦夫編『類聚名義抄 仮名索引』日本古典全集刊行会，1939-1940
#   望月和訓集成: 望月郁子編『類聚名義抄：四種声点付和訓集成』(笠間索引叢刊44)笠間書院，1974
#   草川和訓集成: 草川昇編『五本対照類聚名義抄和訓集成』汲古書院，2000
#   西端誤写考察: 西端幸雄「類聚名義抄における誤写の考察」『訓点語と訓点資料』45，1971
#   西端誤写諸例: 西端幸雄「類聚名義抄における誤写の諸例」『訓点語と訓点資料』52，1973
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500 and 25K00466.
#
entry_id	hanzi_id	kazama_location	tenri_location	volume_name	radical_name	volume_radical_index	hanzi_entry	original_entry	definition
F10495	S13073	K04024810	Ta430810	仏下末	𠬞	v4#36	⿱赤廾	〇	サカユ　シツカナリ
F10496	S13074	K04024820	Ta430820	仏下末	𠬞	v4#36	人	〇	（無）
F10497	S13075	K04025110	Ta431110	仏下末	𠬞	v4#36	丌	〇	音基　下基也　音期
F10498	S13076	K04025120	Ta431120	仏下末	𠬞	v4#36	其	〇	今　ソレ　アニ　ナソ　トフラフ　和コウ（N_）
F10499	S13077	K04025130	Ta431130	仏下末	𠬞	v4#36	𢍌	〇	正
F10500	S13078	K04025140	Ta431140	仏下末	𠬞	v4#36	典	〇	丁殄反　主也　ノリ　ツカサ　ヨシ　ツネ　ヲキノル（HHHL）　ツカサトル　カフ　和テン
F10501	S13079	K04025220	Ta431220	仏下末	𠬞	v4#36	■	〇	正敟或
F10502	S13080	K04025230	Ta431230	仏下末	𠬞	v4#36	典	⿱曲八	俗非
F10503	S13081	K04025240	Ta431240	仏下末	𠬞	v4#36	𥮏	〇	古
F10504	S13082	K04025310	Ta431310	仏下末	𠬞	v4#36	顨	〇	音孫　伏
F10505	S13083	K04025410	Ta431410	仏下末	𠬞	v4#36	夨	〇	音側　傾頭
F10506	S13084	K04025420	Ta431420	仏下末	𠬞	v4#36	𡔢	〇	音結　頭傾
F10507	S13085	K04025430	Ta431430	仏下末	𠬞	v4#36	奊	〇	胡結反　頭邪
F10508	S13086	K04025440	Ta431440	仏下末	𠬞	v4#36	𥸸	〇	練結反
F10509	S13087	K04025510	Ta431510	仏下末	𠬞	v4#36	吴	〇	大言
F10510	S13088	K04025521	Ta431521	仏下末	𠬞	v4#36	呉	〇	正
F10511	S13089	K04025522	Ta431522	仏下末	𠬞	v4#36	呉	■	古
F10512	S13090	K04025530	Ta431530	仏下末	𠬞	v4#36	㒵	〇	カタチ
F10513	S13091	K04025540	Ta431540	仏下末	𠬞	v4#36	具	〇	音懼　ソナフ　ミナ　トモニ　ツフサニ　ミル　マウク　ワキマウ　ツマヒラカニ
F10514	S13092	K04025620	Ta431620	仏下末	𠬞	v4#36	兵	〇	彼榮反　拭也　防也　威也　刀也　ツハ物（LH_）　イクサ（LLL）　和ヒヤウ
F10515	S13093	K04025640	Ta431640	仏下末	𠬞	v4#36	與	〇	與據反　アタフ（HLL）　トモニ（LL_）　カネタリ（LL__）　クミス（RL_）　ト（H）　トモナフ（HH__）　アツマル（LLH_）　ユルス（_L_）　コレト（LLH）　平声　カナ（LH）　用也　類也　數也　黨也　舉也　能也　付也　アツカル（LLV__）　マヌカル（LL__）　和与
F10516	S13094	K04025740	Ta431740	仏下末	𠬞	v4#36	輿	〇	音餘　コシ　或舉　タコシ　ニナフ　ツラナル
F10517	S13095	K04025811	Ta431811	仏下末	𠬞	v4#36	腰／ー（輿）	〇／〇	タコシ
F10518	S13097	K04025821	Ta431821	仏下末	𠬞	v4#36	香／ー（輿）	〇／〇	カウノコシ
F10519	S13099	K04025831	Ta431831	仏下末	𠬞	v4#36	箯／ー（輿）	〇／〇	アミイタ　アウタ
F10520	S13101	K04025841	Ta431841	仏下末	𠬞	v4#36	𦥷／興	〇／〇	上通下正　虚凝反　オコル-ス（LLL-_）　タトヒ（LL_）　タフトフ（HHHL）　熾也　起也　動也　發也　サカユ　タトフ（LLH）　オホカタ　タカシ（LL_）　タクラフ　和コウ
F10521	S13103	K04026130	Ta432130	仏下末	𠬞	v4#36	異	〇	羊吏反　コトナリ（HL__）　ハナハタシ（HHLHV_）　メツラシ　ウヤマフ　ケニ（R_）　和イ（L）
F10522	S13104	K04026210	Ta432210	仏下末	𠬞	v4#36	冀	■	居致反　ネカフ（LLV_）　コヒネカハクハ（LHLLV___）　ノソム　イハムヤ（HH__）　イヤシ（HH_）
F10523	S13105	K04026230	Ta432230	仏下末	𠬞	v4#36	巽	〇	タツミ　シタフ（HH_）「カ（RV）」
F10524	S13106	K04026240	Ta432240	仏下末	𠬞	v4#36	奠	〇	［音］殿　サタム　オク　タテマツル（LLHH_）
F10525	S13107	K04026310	Ta432310	仏下末	𠬞	v4#36	奠	〇	俗歟
F10526	S13108	K04026320	Ta432320	仏下末	𠬞	v4#36	㬰	〇	音俞
F10527	S13109	K04026331	Ta432331	仏下末	𠬞	v4#36	湏／ー（㬰）	〇／〇	シハラク
F10528	S13111	K04026340	Ta432340	仏下末	𠬞	v4#36	六	〇	音陸「リク」「ロク」　ムツ（HL）　ムユ（HH）
F10529	S13112	K04026410	Ta432410	仏下末	𠬞	v4#36	塡	⿱⿰工匕具	音田
F10530	S13113	K04026420	Ta432420	仏下末	𠬞	v4#36	真	〇	マコトニ（LH__）　サネ　和シン
F10531	S13114	K04026430	Ta432430	仏下末	𠬞	v4#36	失	⿱⺧八	俗失字歟　ウシナフ　ワスル　スツ　アヤマル　トカ　マウス　イタス
F10532	S13115	K04026510	Ta432510	仏下末	𠬞	v4#36	⿱旧六	〇	カク
F10533	S13116	K04026520	Ta432520	仏下末	𠬞	v4#36	𣅔	⿳旧一八	カタフク（LL__）
F10534	S13117	K04026530	Ta432530	仏下末	𠬞	v4#36	共	〇	トモニ　和具ウ
F10535	S13118	K04026541	Ta432541	仏下末	𠬞	v4#36	𡐢／糞	〇／〇	今　アクタ（HHH）
F10536	S13120	K04026610	Ta432610	仏下末	𠬞	v4#36	𨤝	〇	字府而反　掃弃　タツクル
F10537	S13121	K04026710	Ta432710	仏下末	八	v4#37	八	〇	博抜反　ヤツ（HH）　和ハチ
F10538	S13122	K04026721	Ta432721	仏下末	八	v4#37	尺／八	〇／〇	ノフエ（_HL）
F10539	S13124	K04026730	Ta432730	仏下末	八	v4#37	㒸	⿱八豕	正遂字
F10540	S13125	K04026740	Ta432740	仏下末	八	v4#37	詹	⿸厃⿳八工口	音占（L）　多言　イタル（HHL）
F10541	S13126	K04026810	Ta432810	仏下末	八	v4#37	詹	〇	正
F10542	S13127	K04026820	Ta432820	仏下末	八	v4#37	⿸厃⿳北土口	〇	俗
F10543	S13128	K04026830	Ta432830	仏下末	八	v4#37	分	⿱八力	甫墳反　ワカツ（LLL）　ワク（LL）　ワカレタリ（LLL__）　コトハリ　ヒトシウス　イサヽカハカリ　アキラカナリ　アカル　ケチメ　アタフ　ホト　シハラク　ヒトリ　和復ン　府文（LV）反　四分爲一兩　又世間（RV）反　伏也　又扶問反　臥也　別也　吝也
F10544	S13129	K04027141	Ta433141	仏下末	八	v4#37	分	⿱八力	同
F10545	S13130	K04027142	Ta433142	仏下末	八	v4#37	分β	〇	今
F10546	S13131	K04027211	Ta433211	仏下末	八	v4#37	大／分	〇／〇	オホムネ（LL__）
F10547	S13133	K04027221	Ta433221	仏下末	八	v4#37	不／ー（分）	〇／〇	ネタマシカ（LLLL_）　ネタイカナ（LL___）
F10548	S13135	K04027231	Ta433231	仏下末	八	v4#37	随／ー（分）	〇／〇	ナフサヽヽヽ（HHH___）
F10549	S13137	K04027240	Ta433240	仏下末	八	v4#37	公	〇	音工（L）　キミ（LL）　オホヤケ（LH__）　ツカウマツル（LLL___）　アラハス　コト　トモ
F10550	S13138	K04027311	Ta433311	仏下末	八	v4#37	兄／ー（公）	〇／〇	コシウト（LLVLL）
F10551	S13140	K04027321	Ta433321	仏下末	八	v4#37	雷／ー（公）	〇／〇	イカツチ（HHHVH）
F10552	S13142	K04027331	Ta433331	仏下末	八	v4#37	土／ー（公）	〇／〇	トクウ（LLL）俗音
F10553	S13144	K04027341	Ta433341	仏下末	八	v4#37	白／頭／ー（公）	〇／〇／〇	ヲキナクサ（LLHHV_）　ナカクサ（LLVLL）
F10554	S13147	K04027411	Ta433411	仏下末	八	v4#37	呉／ー（公）	吴／〇	ムカテ（LLLV）
F10555	S13149	K04027420	Ta433420	仏下末	八	v4#37	承	𣴎	殊陵反　ウク（LL）　ウケタマハル（LLLH__）　ツカフマツル（LLLH__）　タスク（LL_）　ツカシム（LLV__）　止也　從也　傳也　ヒキヰル　サヽク　サクル
F10556	S13150	K04027511	Ta433511	仏下末	八	v4#37	氶	⿱丷水	（無）
F10557	S13151	K04027512	Ta433512	仏下末	八	v4#37	ー（承）／華	〇／〇	ムマヤ
F10558	S13153	K04027521	Ta433521	仏下末	八	v4#37	⿱丷丁／兮	〇／𠔃	音奚　語之助〻
F10559	S13155	K04027531	Ta433531	仏下末	八	v4#37	羡／羨	〇／〇	上俗下正　似面反　道也　饒也　長也　餘也　ネカフ（LLVL）　コヒネカフ（LLLLV_）　又亠綖反　近也　進也　音賤　アタフ
F10560	S13157	K04027620	Ta433620	仏下末	八	v4#37	曽	〇	音増　カツテ（LL_）　ムカシ（HH_）　カサナル（HHH_、ナ-ヌ）　スナハチ（LHLL）　コレ　經也　ソノカミ
F10561	S13158	K04027640	Ta433640	仏下末	八	v4#37	曾	〇	正
F10562	S13159	K04027710	Ta433710	仏下末	八	v4#37	危	〇	魚爲反　アヤフム（HHHV_）　アヤフシ（HHH_）　オツ
F10563	S13160	K04027730	Ta433730	仏下末	八	v4#37	𠔒	⿱八旧	音陷　阱坑也
F10564	S13161	K04027741	Ta433741	仏下末	八	v4#37	⿱⿱八⺫⿱目夊／夐	〇／〇	上俗下正　トヲシ
F10565	S13163	K04027811	Ta433811	仏下末	八	v4#37	益／益	⿳&CDP-8CF0;一血／〇	上俗下正
F10566	S13165	K04027821	Ta433821	仏下末	八	v4#37	⿱龹㒵／養	〇／〇	上俗下正
F10567	S13167	K04027831	Ta433831	仏下末	八	v4#37	着／着	■／■	長略反　上俗下通著〈正〉　キル　ツク　ハク　アラハス　シルス　クルフ　ワタイル
F10568	S13169	K04028111	Ta434111	仏下末	八	v4#37	⿸⺶匕／差	〇／〇	上俗下正　楚冝楚佳二反　ナカハ　サス（LL）　イユ（LH）　エラフ（HH_）　タカフ（LLVH）　シナ（LL）　マサレラク（LLLH_）　サシテ（LLL）　アテヽ（_LL）　カタチカヒ（HH___）　シサイ（R_L）　シナヽヽ（HH__）　和シヤ（_L）
F10569	S13171	K04028141	Ta434141	仏下末	八	v4#37	參／差	〇／〇	カタチカヒ（LLL__）
F10570	S13173	K04028211	Ta434211	仏下末	八	v4#37	𩠮／夔	〇／〇	上通下正　𣦞俗　音逵　状如牛倉身音如雷一足
F10571	S13175	K04028230	Ta434230	仏下末	八	v4#37	羞	〇	音修　スヽム　ハチ　ホシヽ
F10572	S13176	K04028241	Ta434241	仏下末	八	v4#37	⿱龹丑／羞	〇／■	下正
F10573	S13178	K04028311	Ta434311	仏下末	八	v4#37	⿱龹彐／⿸⺶彐	〇／〇	二俗
F10574	S13180	K04028320	Ta434320	仏下末	八	v4#37	首	〇	書九反　和シフ　今𩠐字　カウへ（LLLV）　カシラ（LLH）　ハシム（LLVL）　ホトリ　スヽム（LH_）　ムカフ（HH_）　オモムク（LL__）　アラハル　フス
F10575	S13181	K04028410	Ta434410	仏下末	八	v4#37	玆	〇	音慈　コレ（LL）　コヽニ（LLL）　トシ（LH）〈年〉　ミマシヽク
F10576	S13182	K04028420	Ta434420	仏下末	八	v4#37	孳	〇	ヲ　尾
F10577	S13183	K04028430	Ta434430	仏下末	八	v4#37	𠔥	〇	アネテ　トモ　和ケム
F10578	S13184	K04028440	Ta434440	仏下末	八	v4#37	兼	〇	正
F10579	S13185	K04028510	Ta434510	仏下末	八	v4#37	弟	〇	徒礼反　オトウト（LLLL）　ツイテ（LLHV）　シハラク（LLVLL）　ヤスシ　ツキ（LLV）　和テイ（LL）　テエ
F10580	S13186	K04028531	Ta434531	仏下末	八	v4#37	從／父／兄／弟	〇／〇／〇／〇	イトコ（LH_）
F10581	S13190	K04028541	Ta434541	仏下末	八	v4#37	從／母／兄／弟	〇／〇／〇／〇	同訓
F10582	S13194	K04028611	Ta434611	仏下末	八	v4#37	再／從／ー（兄）／ー（弟）	〇／〇／〇／〇	イヤイトコ（LLLL_）
F10583	S13198	K04028621	Ta434621	仏下末	八	v4#37	三／從／ー（兄）／ー（弟）	〇／〇／〇／〇	マタイトコ
F10584	S13202	K04028630	Ta434630	仏下末	八	v4#37	若	𠰥	可見艹部　若〈正〉　モシ（RL）　シク　カクノコトシ　シタカフ（LLLV_）　又音惹　ワカシ（LH_）　ニタリ（HL_）　ヨシ　タスク　ナムト（LL_）　コトシ（HVL_）
F10585	S13203	K04028720	Ta434720	仏下末	八	v4#37	義	〇	魚琦反　理也　■〔善〕也　宜也　ヨシ　ヨロシ　ノリ　アマル
F10586	S13204	K04028740	Ta434740	仏下末	八	v4#37	卷	巻	居遠反　又去遠去員　居轉也〔反〕　巨員也〔反〕　居戀反
F10587	S13205	K04028820	Ta434820	仏下末	八	v4#37	𭑨	⿱丷女	安上通下正　ヤスシ（LL_）　イツクソ（LLVL_）　シツカナリ（LLVL__）　ヒロシ　イカソ　スフ（LH）〈居也〉　ヤウヤク（LH__）　ヨシ　トヽム　シタカウ　オク
F10588	S13206	K04029111	Ta435111	仏下末	八	v4#37	𦍑／羌	𦍑β／〇	上通下正　ツヽカ
F10589	S13208	K04029120	Ta435120	仏下末	八	v4#37	羗	〇	今羐字　音誘　羗里也　文王　所物
F10590	S13209	K04029131	Ta435131	仏下末	八	v4#37	並／竝	〇／〇	上通下正　ナラヒ（HLLV）　シカシナカラ（____LV_）　ヨル　蒲鯁反　ソフ　アラハル　和ヒヤウ（__N）
F10591	S13211	K04029211	Ta435211	仏下末	八	v4#37	奐β／奐	〇／〇	上俗下正　呼乱反　文
F10592	S13213	K04029220	Ta435220	仏下末	八	v4#37	奐	〇	通
F10593	S13214	K04029230	Ta435230	仏下末	八	v4#37	苟	u82df-ue0102	公厚反　モシ　*マコト　イヤシ（LL_）　スナハチ
F10594	S13215	K04029240	Ta435240	仏下末	八	v4#37	美	羙	ヨシ（LL）　ウルハシ（LLLL）　ホム（LL）　アマシ　コトモナシ　アサヤカナリ　カホヨシ（LL__）　ムマシ（HL_）　和ミ
F10595	S13216	K04029320	Ta435320	仏下末	八	v4#37	前	〇	マへ（LL）　サキ（HH）　スヽム（HHL）　トシ　ノホル　ハシメ　スナハチ　カナフ　マツ（HLV）　和是ン
F10596	S13217	K04029340	Ta435340	仏下末	八	v4#37	⿱前⿰前前	〇	クマ山
F10597	S13218	K04029410	Ta435410	仏下末	八	v4#37	夢	夢β	夢上俗下正
F10598	S13219	K04029420	Ta435420	仏下末	八	v4#37	公	〇	サト　タヒ　ツキ　タクヒ　トモカラ
F10599	S13220	K04029430	Ta435430	仏下末	八	v4#37	必	〇	カナラス（LLLLV）　モシ　トク　カナフ　ナラフ　アキラカナリ　和ヒチ
F10600	S13221	K04029510	Ta435510	仏下末	八	v4#37	关	〇	マウス　オクル
F10601	S13222	K04029520	Ta435520	仏下末	八	v4#37	募	⿱⿱䒑目⿱大力	ツノル
F10602	S13223	K04029530	Ta435530	仏下末	八	v4#37	勇	勇β	俗勇字歟　力部　イサム　タケシ
F10603	S13224	K04029540	Ta435540	仏下末	八	v4#37	善	〇	ヨシ（LL）
F10604	S13225	K04029610	Ta435610	仏下末	八	v4#37	⿱善⿰善善	〇	ヨシ
F10605	S13226	K04029620	Ta435620	仏下末	八	v4#37	荅	⿱䒑合	コタフ　タムカフ　マサル　フセク（LL_）　今荅字
F10606	S13227	K04029630	Ta435630	仏下末	八	v4#37	并	〇	見上部
F10607	S13228	K04029640	Ta435640	仏下末	八	v4#37	冀	⿱⿱𠂉一異	見上部
F10608	S13229	K04029710	Ta435710	仏下末	八	v4#37	𠮦	〇	口部　メス　ヨハフ
F10609	S13230	K04029720	Ta435720	仏下末	八	v4#37	苻	〇	カナフ　オホセコト　ノタマウ
F10610	S13231	K04029730	Ta435730	仏下末	八	v4#37	象	〇	キサ（SH）　カタチ　タヽノリ　ワタル　カタトル（HH__）　ノトル（HL_）　和サウ（_N）
F10611	S13232	K04029810	Ta435810	仏下末	八	v4#37	為	〇	タメニ　シク（H_）　ツヒニ（LL_）　ヲサム（LL_）　カスル　カルカユヘニ　ツクロフ　コレ（HH）　エラフ　ツクル　ナル（HH）　和ー　ハラム　モシ　コトシ　*セ（L）　*ス（L）　スルマネ（HH__）　心サシ（_LL）
F10612	S13233	K04030111	Ta436111	仏下末	八	v4#37	無／為	〇／〇	アチキナシ（LLV___）
F10613	S13235	K04030120	Ta436120	仏下末	八	v4#37	義	〇	ヨロシ　ノリ（HL）　和キ
F10614	S13236	K04030130	Ta436130	仏下末	八	v4#37	危	〇	アヤフシ　タシナム（LLH_）　オトス　和クヰ（_L）
F10615	S13237	K04030140	Ta436140	仏下末	八	v4#37	臽	〇	音陷　坑　今陷
F10616	S13238	K04030210	Ta436210	仏下末	八	v4#37	羑	〇	（無）
F10617	S13239	K04030220	Ta436220	仏下末	八	v4#37	𢍜	⿱⿱䒑八⿱日友	音尊　酒器
F10618	S13240	K04030230	Ta436230	仏下末	八	v4#37	㸙	〇	音遮　呉人云父
F10619	S13241	K04030241	Ta436241	仏下末	八	v4#37	■／■／■／㲋	〇／〇／〇／〇	二俗或
F10620	S13245	K04030321	Ta436321	仏下末	八	v4#37	⿱㲋大／㲋	〇／〇	上或　丑略反　獸
F10621	S13247	K04030330	Ta436330	仏下末	八	v4#37	𣬕	〇	寫寓二音　獸
F10622	S13248	K04030340	Ta436340	仏下末	八	v4#37	𠔯	〇	⿱米黒〔糞〕班匪三音　賤力〔事〕也
F10623	S13249	K04030410	Ta436410	仏下末	八	v4#37	夤	⿱𠂉寅	ツヽシム（LH__）
F10624	S13250	K04030510	Ta436510	仏下末	八	v4#37	谷	〇	穀欲二音　タニ　フカシ　キハム（LLL）　コヽ　ヤシナフ（LH__）
F10625	S13251	K04030520	Ta436520	仏下末	八	v4#37	豅	〇	虚紅反　大長谷
F10626	S13252	K04030530	Ta436530	仏下末	八	v4#37	豅	〇	正
F10627	S13253	K04030540	Ta436540	仏下末	八	v4#37	谾	〇	呼江［＿］東二反　㵎谷空皃
F10628	S13254	K04030610	Ta436610	仏下末	八	v4#37	谹	〇	［音］宏　谷中響
F10629	S13255	K04030620	Ta436620	仏下末	八	v4#37	谸	〇	千見反　望山谷青𢓾ー　又千音
F10630	S13256	K04030630	Ta436630	仏下末	八	v4#37	䜭	𧮲	音峻　⿰氵䜭〈或〉
F10631	S13257	K04030640	Ta436640	仏下末	八	v4#37	𧮱	〇	音紛　谷名
F10632	S13258	K04030710	Ta436710	仏下末	八	v4#37	𧮱	〇	正
F10633	S13259	K04030720	Ta436720	仏下末	八	v4#37	䜯	〇	渠竹反　谷名　在上艾
F10634	S13260	K04030730	Ta436730	仏下末	八	v4#37	𧯐	〇	莫安反　忙元［反］　又云又云䜪亭　在艾上
F10635	S13261	K04030740	Ta436740	仏下末	八	v4#37	䜱	〇	正
F10636	S13262	K04030810	Ta436810	仏下末	八	v4#37	䜪	〇	音求
F10637	S13263	K04030820	Ta436820	仏下末	八	v4#37	𧮶	〇	音后　谷名
F10638	S13264	K04030831	Ta436831	仏下末	八	v4#37	䜲／䜲β	〇／䜲β	音獵　餘聚在艾上
F10639	S13266	K04030840	Ta436840	仏下末	八	v4#37	谼	〇	音紅　大壑
F10640	S13267	K04031110	Ta437110	仏下末	八	v4#37	𧮰	〇	火含反　ー呀火空
F10641	S13268	K04031120	Ta437120	仏下末	八	v4#37	𧯌	〇	蒿高二音　䜮深谷皃
F10642	S13269	K04031130	Ta437130	仏下末	八	v4#37	⿰谷⿳白欠十	〇	正
F10643	S13270	K04031140	Ta437140	仏下末	八	v4#37	䜮	〇	音牢
F10644	S13271	K04031210	Ta437210	仏下末	八	v4#37	𧮺	〇	土〔士〕晏反　谷名　世〔在〕艾上
F10645	S13272	K04031220	Ta437220	仏下末	八	v4#37	谿	〇	タニ　和ケイ
F10646	S13273	K04031310	Ta437310	仏下末	大	v4#38	大	〇	達頼（R）反　ヲホキナリ（LL___）　オホイサ（LLHH）　フトシ（LLH）　ヒタスラ（LHLH）　カタチ（HH_）　和タイ（_L-N）
F10647	S13274	K04031331	Ta437331	仏下末	大	v4#38	驕／ー（大）	〇／〇	オコリ（HHV_）　フサカル（LLLVL）
F10648	S13276	K04031340	Ta437340	仏下末	大	v4#38	太	〇	音泰　フトシ（LLH）　モト　ハナハタシ（LLLLV_）　イト（HL）　エタ　イカラシ　イカハカリ（LLLVHL）　今⿱龹小〔泰〕字
F10649	S13277	K04031421	Ta437421	仏下末	大	v4#38	夳／⿰冫大	〇／〇	二正
F10650	S13279	K04031430	Ta437430	仏下末	大	v4#38	𡘙	〇	俗
F10651	S13280	K04031440	Ta437440	仏下末	大	v4#38	天	〇	泰堅反　アメ　ハルカナリ　タカシ　イタヽク　カタシケシ　ハチハラフ　ヒタヒキラル
F10652	S13281	K04031521	Ta437521	仏下末	大	v4#38	𠀘	⿱⿱一丷兀	古
F10653	S13282	K04031522	Ta437522	仏下末	大	v4#38	⿱⿱一丷⿱一八	〇	（無）
F10654	S13283	K04031530	Ta437530	仏下末	大	v4#38	𬻃	〇	《大周》作ー
F10655	S13284	K04031541	Ta437541	仏下末	大	v4#38	天／衣	〇／〇	アマノハコロモ（LLLLHVHL）
F10656	S13286	K04031611	Ta437611	仏下末	大	v4#38	景／ー（天）	〇／〇	イキクサ（LLLL）
F10657	S13288	K04031621	Ta437621	仏下末	大	v4#38	巴／戟／ー（天）	〇／〇／〇	カマヒヽラキ
F10658	S13291	K04031630	Ta437630	仏下末	大	v4#38	奎	〇	苦圭反　星名　アラハル
F10659	S13292	K04031640	Ta437640	仏下末	大	v4#38	⿱𡗜圭	〇	アラハル
F10660	S13293	K04031710	Ta437710	仏下末	大	v4#38	奪	〇	音脱（SV）　ムハフ（LLV_）　ハフ　𡙜
F10661	S13294	K04031721	Ta437721	仏下末	大	v4#38	𡙸	〇	俗
F10662	S13295	K04031722	Ta437722	仏下末	大	v4#38	⿱𡗜集	〇	俗
F10663	S13296	K04031730	Ta437730	仏下末	大	v4#38	奓	〇	竹加反　又竹下尺氏二反　音侈　ハナハタ　イカラシ　唐佐反　大
F10664	S13297	K04031811	Ta437811	仏下末	大	v4#38	𡙂／奋	〇／奋	音本　草器
F10665	S13299	K04031821	Ta437821	仏下末	大	v4#38	𡙲	〇	俗
F10666	S13300	K04031822	Ta437822	仏下末	大	v4#38	𡘊／奋	〇／〇	俗⿰田无〔㽘〕字　古朗反　廣田
F10667	S13302	K04031840	Ta437840	仏下末	大	v4#38	㚞	〇	俗伈字　所錦反
F10668	S13304	K04032110	Ta438110	仏下末	大	v4#38	奝	〇	㚋二正　丁遙反　拭
F10669	S13305	K04032120	Ta438120	仏下末	大	v4#38	⿱大⿱口冋	〇	或喬字
F10670	S13306	K04032130	Ta438130	仏下末	大	v4#38	𡘝	〇	俗稛字　胡兖［反］　大束
F10671	S13307	K04032140	Ta438140	仏下末	大	v4#38	𡘛	〇	俗麁字
F10672	S13308	K04032210	Ta438210	仏下末	大	v4#38	𡘫	〇	俗穏字
F10673	S13309	K04032220	Ta438220	仏下末	大	v4#38	𡘃	〇	俗盤字
F10674	S13310	K04032230	Ta438230	仏下末	大	v4#38	⿱夕大	〇	隻二正　之石反
F10675	S13311	K04032240	Ta438240	仏下末	大	v4#38	⿱大九	〇	俗
F10676	S13312	K04032310	Ta438310	仏下末	大	v4#38	㚗	〇	才邪反　大
F10677	S13313	K04032320	Ta438320	仏下末	大	v4#38	𡘍	〇	胡加反　又寒桓二音　大口
F10678	S13314	K04032330	Ta438330	仏下末	大	v4#38	⿱大肉	〇	俗臍字
F10679	S13315	K04032340	Ta438340	仏下末	大	v4#38	夸	⿱大亐	苦葦［反］　大言也　タル　ヤハラカナリ　オコル（HHV_）　ホコル（LLL）　ノホル　イカル
F10680	S13316	K04032410	Ta438410	仏下末	大	v4#38	𡗢	〇	正
F10681	S13317	K04032420	Ta438420	仏下末	大	v4#38	⿱大干	〇	マタル　ノホル（HLV_）　ホコル（HH_）
F10682	S13318	K04032430	Ta438430	仏下末	大	v4#38	奯	〇	呼活反　大開也
F10683	S13319	K04032510	Ta438510	仏下末	大	v4#38	𡗵	〇	口孤反
F10684	S13320	K04032520	Ta438520	仏下末	大	v4#38	奩	〇	力鹽切　香ー
F10685	S13321	K04032530	Ta438530	仏下末	大	v4#38	⿱大⿺𠃊品	〇	通⿷匚⿱合⿰口口字
F10686	S13322	K04032540	Ta438540	仏下末	大	v4#38	𡚍	〇	俗■〔匳〕字　音廉
F10687	S13323	K04032610	Ta438610	仏下末	大	v4#38	瓠	⿰夸爪	戸五反　瓢
F10688	S13324	K04032620	Ta438620	仏下末	大	v4#38	瓠	⿰夸爪	俗
