# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM:  Kanchi-in manuscript of the Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi-in copy 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_headword_chars.tsv
#
# Version: 1.2.1 (latest, Newly released after the specification change)
# Date published: 11 May 2025
# Last modified: 11 May 2025
#
#
# Copyright (c) 2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# KRM format information:
# hanzi_id	A sequential ID assigned to each headword (single or multi-character) in the order of its appearance in the Myōgishō. It consists of a 5-digit numeric ID starting with 'S'.
# entry_id	A heading item ID (from krm_main) to which this character's headword belongs, formed by a 5-digit numeric ID starting with 'F'. For some added entry items, a 'b' suffix is appended.
# constituent_char	The constituent character itself. Abbreviation marks (ー) and iteration marks (〻) are converted to the actual characters they represent. Collated characters are, in principle, Kangxi Dictionary forms; the handling of Unicode new character forms (common-use forms, popular variants) is specified separately. For detailed collation notes, refer to krm_notes."
# character_order	Indicates the numerical order of appearance of the character within its headword entry.
# kazama_location_id	An ID indicating the location of this character in the Kazama Edition: K + Volume (2 digits) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# tenri_location_id	An ID indicating the location of this character in the Tenri Edition: T + Volume (a/b/c) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# img_file_name	File name of the headword character image (including the .jpg extension). The main part of the file name consists of a 7-digit number for images from Volume 1 to Volume 9, and an 8-digit number for images from Volume 10. For 7-digit numbers, the first digit indicates the volume number; for 8-digit numbers, the first two digits indicate Volume 10. The last 6 digits are based on the order of appearance, assigned according to a unique internal rule. Detailed documentation for this naming convention is not available as the work was completed over two decades ago. Null if no image is available.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500 and 25K00466.
#
hanzi_id	entry_id	constituent_char	character_order	kazama_location_id	tenri_location_id	img_file_name
S11887	K0312824	猷	1	K03128240	Ta390240	3130240.jpg
S11888	K0312831	犲	1	K03128311	Ta390311	3130311.jpg
S11889	K0312831	狼	2	K03128312	Ta390312	3130312.jpg
S11890	K0312833	豺	1	K03128331	Ta390331	3130331.jpg
S11891	K0312833	狼	2	K03128332	Ta390332	3130332.jpg
S11892	K0312834	鼠	1	K03128341	Ta390341	3130341.jpg
S11893	K0312834	狼	2	K03128342	Ta390342	3130342.jpg
S11894	K0312841	狼	1	K03128411	Ta390411	3130411.jpg
S11895	K0312841	狽	2	K03128412	Ta390412	3130412.jpg
S11896	K0312842	狼	1	K03128421	Ta390421	3130421.jpg
S11897	K0312842	杭	2	K03128422	Ta390422	3130422.jpg
S11898	K0312843	狐	1	K03128430	Ta390430	3130430.jpg
S11899	K0312851	狐	1	K03128511	Ta390511	3130511.jpg
S11900	K0312851	𤞲	2	K03128512	Ta390512	3130512.jpg
S11901	K0312851	𤞙	3	K03128513	Ta390513	3130513.jpg
S11902	K0312852	猱	1	K03128521	Ta390521	3130521.jpg
S11903	K0312852	㹶	2	K03128522	Ta390522	3130522.jpg
S11904	K0312854	獿	1	K03128540	Ta390540	3130540.jpg
S11905	K0312861	猭	1	K03128610	Ta390610	3130610.jpg
S11906	K0312862	猯	1	K03128620	Ta390620	3130620.jpg
S11907	K0312863	𤡤	1	K03128630	Ta390630	3130630.jpg
S11908	K0312864	獳	1	K03128640	Ta390640	3130640.jpg
S11909	K0312871	猪	1	K03128710	Ta390710	3130710.jpg
S11910	K0312873	野	1	K03128731	Ta390731	3130731.jpg
S11911	K0312873	猪	2	K03128732	Ta390732	3130732.jpg
S11912	K0312874	狋	1	K03128740	Ta390740	3130740.jpg
S11913	K0312881	⿰⺨重	1	K03128810	Ta390810	3130810.jpg
S11914	K0312882	㺃	1	K03128820	Ta390820	3130820.jpg
S11915	K0312883	狗	1	K03128830	Ta390830	3130830.jpg
S11916	K0312884	犳	1	K03128840	Ta390840	3130840.jpg
S11917	K0312911	𤜼	1	K03129110	Ta391110	3131110.jpg
S11918	K0312912	猥	1	K03129120	Ta391120	3131120.jpg
S11919	K0312914	猥	1	K03129140	Ta391140	3131140.jpg
S11920	K0312921	欺	1	K03129211	Ta391211	3131211.jpg
S11921	K0312921	猥	2	K03129212	Ta391212	3131212.jpg
S11922	K0312922	猗	1	K03129221	Ta391221	3131221.jpg
S11922b	K0312922	猗	2	K03129222	Ta391222	3131222.jpg
S11923	K0312931	猗	1	K03129311	Ta391311	3131311.jpg
S11924	K0312931	歟	2	K03129312	Ta391312	3131312.jpg
S11925	K0312932	猛	1	K03129320	Ta391320	3131320.jpg
S11926	K0312933	⿰犭⿳丷二皿	1	K03129331	Ta391331	3131331.jpg
S11927	K0312933	⿰犭盖	2	K03129332	Ta391332	3131332.jpg
S11928	K0312934	犯	1	K03129340	Ta391340	3131340.jpg
S11929	K0312941	獷	1	K03129410	Ta391410	3131410.jpg
S11930	K0312942	状	1	K03129421	Ta391421	3131421.jpg
S11931	K0312942	狀	2	K03129422	Ta391422	3131422.jpg
S11932	K0312944	𤞛	1	K03129440	Ta391440	3131440.jpg
S11933	K0312951	戻	1	K03129510	Ta391510	3131510.jpg
S11934	K0312952	狩	1	K03129520	Ta391520	3131520.jpg
S11935	K0312953	⿰⿸虍用犬	1	K03129531	Ta391531	3131531.jpg
S11936	K0312953	獻	2	K03129532	Ta391532	3131532.jpg
S11937	K0312961	獻	1	K03129611	Ta391611	3131611.jpg
S11938	K0312961	訥	2	K03129612	Ta391612	3131612.jpg
S11939	K0312962	類	1	K03129620	Ta391620	3131620.jpg
S11940	K0312963	義	1	K03129631	Ta391631	3131631.jpg
S11941	K0312963	類	2	K03129632	Ta391632	3131632.jpg
S11942	K0312964	狡	1	K03129640	Ta391640	3131640.jpg
S11943	K0312971	僄	1	K03129711	Ta391711	3131711.jpg
S11944	K0312971	狡	2	K03129712	Ta391712	3131712.jpg
S11945	K0312972	𤢕	1	K03129720	Ta391720	3131720.jpg
S11946	K0312973	猾	1	K03129730	Ta391730	3131730.jpg
S11947	K0312974	狃	1	K03129740	Ta391740	3131740.jpg
S11948	K0312981	⿰犭刃	1	K03129810	Ta391810	3131810.jpg
S11949	K0312982	⿰犭⿱彐心	1	K03129820	Ta391820	3131820.jpg
S11950	K0312983	臭	1	K03129830	Ta391830	3131830.jpg
S11951	K0312984	狊	1	K03129840	Ta391840	3131840.jpg
S11952	K0313011	⿱百犬	1	K03130110	Ta392110	3132110.jpg
S11953	K0313012	猿	1	K03130121	Ta392121	3132121.jpg
S11954	K0313012	狖	2	K03130122	Ta392122	3132122.jpg
S11955	K0313013	猝	1	K03130130	Ta392130	3132130.jpg
S11956	K0313014	𤟊	1	K03130141	Ta392141	3132141.jpg
S11957	K0313014	⿰⺨冗	2	K03130142	Ta392142	3132142.jpg
S11958	K0313014	狖	3	K03130143	Ta392143	3132143.jpg
S11959	K0313014	㹨	4	K03130144	Ta392144	3132144.jpg
S11960	K0313022	犹	1	K03130220	Ta392220	3132220.jpg
S11961	K0313023	㹮	1	K03130230	Ta392230	3132230.jpg
S11962	K0313024	獏	1	K03130240	Ta392240	3132240.jpg
S11963	K0313031	狎	1	K03130310	Ta392310	3132310.jpg
S11964	K0313033	狹	1	K03130331	Ta392331	3132331.jpg
S11965	K0313033	狭	2	K03130332	Ta392332	3132332.jpg
S11966	K0313041	獨	1	K03130410	Ta392410	3132410.jpg
S11967	K0313042	猲	1	K03130421	Ta392421	3132421.jpg
S11968	K0313042	𤢔	2	K03130422	Ta392422	3132422.jpg
S11969	K0313044	獦	1	K03130440	Ta392440	3132440.jpg
S11970	K0313052	〓	1	K03130521	Ta392521	3132521.jpg
S11971	K0313052	獵	2	K03130522	Ta392522	3132522.jpg
S11972	K0313054	〓	1	K03130541	Ta392541	3132541.jpg
S11973	K0313054	⿰犭⿱山曷	2	K03130542	Ta392542	3132542.jpg
S11974	K0313054	獦	3	K03130543	Ta392543	3132543.jpg
S11975	K0313061	𤡕	1	K03130610	Ta392610	3132610.jpg
S11976	K0313062	獵	1	K03130621	Ta392621	3132621.jpg
S11977	K0313062	師	2	K03130622	Ta392622	3132622.jpg
S11978	K0313063	獵	1	K03130631	Ta392631	3132631.jpg
S11979	K0313063	者	2	K03130632	Ta392632	3132632.jpg
S11980	K0313064	遊	1	K03130641	Ta392641	3132641.jpg
S11981	K0313064	獵	2	K03130642	Ta392642	3132642.jpg
S11982	K0313071	獲	1	K03130710	Ta392710	3132710.jpg
S11983	K0313073	啗	1	K03130731	Ta392731	3132731.jpg
S11984	K0313073	齰	2	K03130732	Ta392732	3132732.jpg
S11985	K0313073	嗽	3	K03130733	Ta392733	3132733.jpg
S11986	K0313073	獲	4	K03130734	Ta392734	3132734.jpg
S11987	K0313081	玃	1	K03130810	Ta392810	3132810.jpg
S11988	K0313082	𤣓	1	K03130820	Ta392820	3132820.jpg
S11989	K0313083	犾	1	K03130831	Ta392831	3132831.jpg
S11990	K0313083	狄	2	K03130832	Ta392832	3132832.jpg
S11991	K0313084	犾	1	K03130840	Ta392840	3132840.jpg
S11992	K0313111	㹜	1	K03131110	Ta393110	3133110.jpg
S11993	K0313112	獺	1	K03131120	Ta393120	3133120.jpg
S11994	K0313113	獺	1	K03131130	Ta393130	3133130.jpg
S11995	K0313114	狢	1	K03131140	Ta393140	3133140.jpg
S11996	K0313121	獄	1	K03131210	Ta393210	3133210.jpg
S11997	K0313122	〓	1	K03131220	Ta393220	3133220.jpg
S11998	K0313123	𤞞	1	K03131230	Ta393230	3133230.jpg
S11999	K0313124	㹾	1	K03131240	Ta393240	3133240.jpg
S12000	K0313131	㹾	1	K03131310	Ta393310	3133310.jpg
S12001	K0313132	默	1	K03131320	Ta393320	3133320.jpg
S12002	K0313133	獸	1	K03131331	Ta393331	3133331.jpg
S12003	K0313133	獸	2	K03131332	Ta393332	3133332.jpg
S12004	K0313141	𤠬	1	K03131410	Ta393410	3133410.jpg
S12005	K0313142	獢	1	K03131420	Ta393420	3133420.jpg
S12006	K0313143	猬	1	K03131430	Ta393430	3133430.jpg
S12007	K0313144	獞	1	K03131440	Ta393440	3133440.jpg
S12008	K0313151	⿰犭⿱旦寸	1	K03131510	Ta393510	3133510.jpg
S12009	K0313152	猈	1	K03131520	Ta393520	3133520.jpg
S12010	K0313153	獪	1	K03131530	Ta393530	3133530.jpg
S12011	K0313154	狧	1	K03131540	Ta393540	3133540.jpg
S12012	K0313161	⿰犭兄	1	K03131610	Ta393610	3133610.jpg
S12013	K0313162	𤝙	1	K03131620	Ta393620	3133620.jpg
S12014	K0313163	𤡣	1	K03131630	Ta393630	3133630.jpg
S12015	K0313164	狙	1	K03131641	Ta393641	3133641.jpg
S12016	K0313164	狙	2	K03131642	Ta393642	3133642.jpg
S12017	K0313172	狚	1	K03131720	Ta393720	3133720.jpg
S12018	K0313173	⿰犭𧙃	1	K03131730	Ta393730	3133730.jpg
S12019	K0313174	⿰犭難	1	K03131740	Ta393740	3133740.jpg
S12020	K0313181	狔	1	K03131810	Ta393810	3133810.jpg
S12021	K0313183	狽	1	K03131830	Ta393830	3133830.jpg
S12022	K0313184	𤞭	1	K03131840	Ta393840	3133840.jpg
S12023	K0313211	犽	1	K03132110	Ta394110	3134110.jpg
S12024	K0313213	⿰犭可	1	K03132131	Ta394131	3134131.jpg
S12025	K0313213	⿰犭⿰可亍	2	K03132132	Ta394132	3134132.jpg
S12026	K0313214	猘	1	K03132140	Ta394140	3134140.jpg
S12027	K0313221	狾	1	K03132210	Ta394210	3134210.jpg
S12028	K0313222	狑	1	K03132220	Ta394220	3134220.jpg
S12029	K0313223	犴	1	K03132230	Ta394230	3134230.jpg
S12030	K0313224	野	1	K03132241	Ta394241	3134241.jpg
S12031	K0313224	⿰犭亍	2	K03132242	Ta394242	3134242.jpg
S12032	K0313231	⿰犭⿱夕木	1	K03132311	Ta394311	3134311.jpg
S12033	K0313231	⿱𤝉木	2	K03132312	Ta394312	3134312.jpg
S12034	K0313231	𤝉	3	K03132313	Ta394313	3134313.jpg
S12035	K0313231	𤡒	4	K03132314	Ta394314	3134314.jpg
S12036	K0313232	𤜱	1	K03132320	Ta394320	3134320.jpg
S12037	K0313233	猗	1	K03132331	Ta394331	3134331.jpg
S12038	K0313233	狔	2	K03132332	Ta394332	3134332.jpg
S12039	K0313234	狧	1	K03132340	Ta394340	3134340.jpg
S12040	K0313241	𤞞	1	K03132411	Ta394411	3134411.jpg
S12041	K0313241	𤟬	2	K03132412	Ta394412	3134412.jpg
S12042	K0313242	㹺	1	K03132420	Ta394420	3134420.jpg
S12043	K0313243	狵	1	K03132430	Ta394430	3134430.jpg
S12044	K0313244	獋	1	K03132440	Ta394440	3134440.jpg
S12045	K0313251	⿰犭⿱自⿱火十	1	K03132510	Ta394510	3134510.jpg
S12046	K0313252	獔	1	K03132520	Ta394520	3134520.jpg
S12047	K0313253	猳	1	K03132530	Ta394530	3134530.jpg
S12048	K0313254	㹢	1	K03132541	Ta394541	3134541.jpg
S12049	K0313254	猳	2	K03132542	Ta394542	3134542.jpg
S12050	K0313254	⿰犭𨱚	3	K03132543	Ta394543	3134543.jpg
S12051	K0313261	𤠙	1	K03132610	Ta394610	3134610.jpg
S12052	K0313262	𤠕	1	K03132620	Ta394620	3134620.jpg
S12053	K0313263	猖	1	K03132630	Ta394630	3134630.jpg
S12054	K0313264	猇	1	K03132640	Ta394640	3134640.jpg
S12055	K0313271	⿰犭⿸虍力	1	K03132710	Ta394710	3134710.jpg
S12056	K0313272	𤟝	1	K03132720	Ta394720	3134720.jpg
S12057	K0313273	𠜓	1	K03132730	Ta394730	3134730.jpg
S12058	K0313274	獹	1	K03132740	Ta394740	3134740.jpg
S12059	K0313281	獹	1	K03132810	Ta394810	3134810.jpg
S12060	K0313282	𤠾	1	K03132820	Ta394820	3134820.jpg
S12061	K0313283	𤡐	1	K03132831	Ta394831	3134831.jpg
S12062	K0313283	⿰犭曺	2	K03132832	Ta394832	3134832.jpg
S12063	K0313284	⿰犭⿱⿰口又又	1	K03132840	Ta394840	3134840.jpg
S12064	K0313311	猁	1	K03133110	Ta395110	3135110.jpg
S12065	K0313312	𤢙	1	K03133120	Ta395120	3135120.jpg
S12066	K0313313	獠	1	K03133131	Ta395131	3135131.jpg
S12067	K0313313	⿰⺨⿱𡗜⿱日灬	2	K03133132	Ta395132	3135132.jpg
S12068	K0313314	猜	1	K03133140	Ta395140	3135140.jpg
S12069	K0313322	債	1	K03133220	Ta395220	3135220.jpg
S12070	K0313323	㹸	1	K03133231	Ta395231	3135231.jpg
S12071	K0313323	⿰犭⿱白匕	2	K03133232	Ta395232	3135232.jpg
S12072	K0313324	𤠗	1	K03133240	Ta395240	3135240.jpg
S12073	K0313331	獷	1	K03133310	Ta395310	3135310.jpg
S12074	K0313333	𤢵	1	K03133330	Ta395330	3135330.jpg
S12075	K0313334	獚	1	K03133340	Ta395340	3135340.jpg
S12076	K0313341	猼	1	K03133410	Ta395410	3135410.jpg
S12077	K0313342	狷	1	K03133421	Ta395421	3135421.jpg
S12078	K0313342	獧	2	K03133422	Ta395422	3135422.jpg
S12079	K0313344	猫	1	K03133440	Ta395440	3135440.jpg
S12080	K0313351	𤢌	1	K03133510	Ta395510	3135510.jpg
S12081	K0313352	⿰犭㝡	1	K03133520	Ta395520	3135520.jpg
S12082	K0313353	𤜵	1	K03133530	Ta395530	3135530.jpg
S12083	K0313354	𤜵	1	K03133540	Ta395540	3135540.jpg
S12084	K0313361	⿰犭韋	1	K03133610	Ta395610	3135610.jpg
S12085	K0313362	獖	1	K03133620	Ta395620	3135620.jpg
S12086	K0313363	⿰犭⿱⿰丰刃廾	1	K03133631	Ta395631	3135631.jpg
S12087	K0313363	𤟻	2	K03133632	Ta395632	3135632.jpg
S12088	K0313364	𤣆	1	K03133640	Ta395640	3135640.jpg
S12089	K0313371	⿰犭⿰耳⿱⿰幺幺心	1	K03133710	Ta395710	3135710.jpg
S12090	K0313372	⿰犭𠮦	1	K03133721	Ta395721	3135721.jpg
S12091	K0313372	㹦	2	K03133722	Ta395722	3135722.jpg
S12092	K0313374	𤡰	1	K03133740	Ta395740	3135740.jpg
S12093	K0313381	猸	1	K03133810	Ta395810	3135810.jpg
S12094	K0313382	𤠻	1	K03133820	Ta395820	3135820.jpg
S12095	K0313383	獫	1	K03133830	Ta395830	3135830.jpg
S12096	K0313384	玁	1	K03133840	Ta395840	3135840.jpg
S12097	K0313411	獫	1	K03134111	Ta396111	3136111.jpg
S12098	K0313411	狁	2	K03134112	Ta396112	3136112.jpg
S12099	K0313412	⿱狠心	1	K03134120	Ta396120	3136120.jpg
S12100	K0313413	㺜	1	K03134130	Ta396130	3136130.jpg
S12101	K0313414	㺀	1	K03134140	Ta396140	3136140.jpg
S12102	K0313421	⿰犭冩	1	K03134210	Ta396210	3136210.jpg
S12103	K0313422	𤢴	1	K03134220	Ta396220	3136220.jpg
S12104	K0313423	狍	1	K03134230	Ta396230	3136230.jpg
S12105	K0313424	犺	1	K03134240	Ta396240	3136240.jpg
S12106	K0313431	𤝄	1	K03134310	Ta396310	3136310.jpg
S12107	K0313432	𤟗	1	K03134320	Ta396320	3136320.jpg
S12108	K0313433	𤝴	1	K03134330	Ta396330	3136330.jpg
S12109	K0313434	狠	1	K03134341	Ta396341	3136341.jpg
S12110	K0313434	⿰犭頁	2	K03134342	Ta396342	3136342.jpg
S12111	K0313441	𤞵	1	K03134411	Ta396411	3136411.jpg
S12112	K0313441	⿰犭⿰彳𠚣	2	K03134412	Ta396412	3136412.jpg
S12113	K0313442	𤟆	1	K03134420	Ta396420	3136420.jpg
S12114	K0313443	⿰犭𠜽	1	K03134430	Ta396430	3136430.jpg
S12115	K0313444	𤠺	1	K03134440	Ta396440	3136440.jpg
S12116	K0313451	⿰犭避	1	K03134510	Ta396510	3136510.jpg
S12117	K0313452	㺒	1	K03134520	Ta396520	3136520.jpg
S12118	K0313454	⿰犭⿱羽⿱𠆢水	1	K03134540	Ta396540	3136540.jpg
S12119	K0313461	猢	1	K03134610	Ta396610	3136610.jpg
S12120	K0313462	獑	1	K03134620	Ta396620	3136620.jpg
S12121	K0313463	⿰犭⿱艹⿱口天	1	K03134631	Ta396631	3136631.jpg
S12122	K0313463	獏	2	K03134632	Ta396632	3136632.jpg
S12123	K0313464	⿰犭⿱水山	1	K03134641	Ta396641	3136641.jpg
S12124	K0313464	⿰犭⿱氶山	2	K03134642	Ta396642	3136642.jpg
S12125	K0313471	⿰犭⿰亻見	1	K03134711	Ta396711	3136711.jpg
S12126	K0313471	⿰犭⿰亻兄	2	K03134712	Ta396712	3136712.jpg
S12127	K0313472	㹿	1	K03134720	Ta396720	3136720.jpg
S12128	K0313473	狠	1	K03134730	Ta396730	3136730.jpg
S12129	K0313474	獾	1	K03134740	Ta396740	3136740.jpg
S12130	K0313481	犿	1	K03134810	Ta396810	3136810.jpg
S12131	K0313482	⿰犭⿱亠𨾴	1	K03134820	Ta396820	3136820.jpg
S12132	K0313483	⿰犭⿱龷隹	1	K03134831	Ta396831	3136831.jpg
S12133	K0313483	㹠	2	K03134832	Ta396832	3136832.jpg
S12134	K0313484	㹠	1	K03134840	Ta396840	3136840.jpg
S12135	K0313511	㹠	1	K03135110	Ta397110	3137110.jpg
S12136	K0313512	⿰犭⿱夂虫	1	K03135120	Ta397120	3137120.jpg
S12137	K0313513	狘	1	K03135130	Ta397130	3137130.jpg
S12138	K0313514	𢟆	1	K03135140	Ta397140	3137140.jpg
S12139	K0313521	猎	1	K03135210	Ta397210	3137210.jpg
S12140	K0313522	⿰犭㫺	1	K03135220	Ta397220	3137220.jpg
S12141	K0313523	㹱	1	K03135230	Ta397230	3137230.jpg
S12142	K0313524	㹱	1	K03135240	Ta397240	3137240.jpg
S12143	K0313531	⿰犭覺	1	K03135310	Ta397310	3137310.jpg
S12144	K0313532	𤞚	1	K03135320	Ta397320	3137320.jpg
S12145	K0313533	𤝈	1	K03135330	Ta397330	3137330.jpg
S12146	K0313534	㹻	1	K03135340	Ta397340	3137340.jpg
S12147	K0313541	㹥	1	K03135410	Ta397410	3137410.jpg
S12148	K0313542	獀	1	K03135420	Ta397420	3137420.jpg
S12149	K0313543	𤟫	1	K03135430	Ta397430	3137430.jpg
S12150	K0313544	𤟟	1	K03135440	Ta397440	3137440.jpg
S12151	K0313551	㺖	1	K03135510	Ta397510	3137510.jpg
S12152	K0313552	⿰犭𠔥	1	K03135520	Ta397520	3137520.jpg
S12153	K0313553	㺌	1	K03135530	Ta397530	3137530.jpg
S12154	K0313554	㹽	1	K03135540	Ta397540	3137540.jpg
S12155	K0313561	𤡅	1	K03135610	Ta397610	3137610.jpg
S12156	K0313562	㺑	1	K03135620	Ta397620	3137620.jpg
S12157	K0313563	㺕	1	K03135630	Ta397630	3137630.jpg
S12158	K0313564	狺	1	K03135640	Ta397640	3137640.jpg
S12159	K0313571	㹞	1	K03135710	Ta397710	3137710.jpg
S12160	K0313572	獒	1	K03135720	Ta397720	3137720.jpg
S12161	K0313573	㹤	1	K03135730	Ta397730	3137730.jpg
S12162	K0313574	獜	1	K03135740	Ta397740	3137740.jpg
S12163	K0313581	狟	1	K03135810	Ta397810	3137810.jpg
S12164	K0313582	⿱攸犬	1	K03135820	Ta397820	3137820.jpg
S12165	K0313583	𤟍	1	K03135830	Ta397830	3137830.jpg
S12166	K0313584	𪺽	1	K03135840	Ta397840	3137840.jpg
S12167	K0313611	猌	1	K03136110	Ta398110	3138110.jpg
S12168	K0313612	𤜲	1	K03136120	Ta398120	3138120.jpg
S12169	K0313613	𤣔	1	K03136130	Ta398130	3138130.jpg
S12170	K0313614	⿰犭⿱𤕨玉	1	K03136140	Ta398140	3138140.jpg
S12171	K0313621	獮	1	K03136210	Ta398210	3138210.jpg
S12172	K0313622	𤞯	1	K03136220	Ta398220	3138220.jpg
S12173	K0313623	狣	1	K03136230	Ta398230	3138230.jpg
S12174	K0313624	獟	1	K03136240	Ta398240	3138240.jpg
S12175	K0313631	獟	1	K03136310	Ta398310	3138310.jpg
S12176	K0313632	猙	1	K03136320	Ta398320	3138320.jpg
S12177	K0313633	狛	1	K03136331	Ta398331	3138331.jpg
S12178	K0313633	𤝡	2	K03136332	Ta398332	3138332.jpg
S12179	K0313634	𤢞	1	K03136340	Ta398340	3138340.jpg
S12180	K0313641	獌	1	K03136410	Ta398410	3138410.jpg
S12181	K0313642	猵	1	K03136420	Ta398420	3138420.jpg
S12182	K0313643	獱	1	K03136430	Ta398430	3138430.jpg
S12183	K0313644	獱	1	K03136440	Ta398440	3138440.jpg
S12184	K0313651	狨	1	K03136510	Ta398510	3138510.jpg
S12185	K0313652	𤝱	1	K03136520	Ta398520	3138520.jpg
S12186	K0313653	㺟	1	K03136530	Ta398530	3138530.jpg
S12187	K0313661	𤟤	1	K03136610	Ta398610	3138610.jpg
S12188	K0313662	𤡧	1	K03136620	Ta398620	3138620.jpg
S12189	K0313663	㺗	1	K03136630	Ta398630	3138630.jpg
S12190	K0313664	㺧	1	K03136640	Ta398640	3138640.jpg
S12191	K0313671	𤟣	1	K03136710	Ta398710	3138710.jpg
S12192	K0313672	𤟣	1	K03136720	Ta398720	3138720.jpg
S12193	K0313673	猭	1	K03136730	Ta398730	3138730.jpg
S12194	K0313674	㺛	1	K03136740	Ta398740	3138740.jpg
S12195	K0313681	狤	1	K03136810	Ta398810	3138810.jpg
S12196	K0313682	𤝗	1	K03136820	Ta398820	3138820.jpg
S12197	K0313683	㹶	1	K03136830	Ta398830	3138830.jpg
S12198	K0313684	⿰犭𨑲	1	K03136840	Ta398840	3138840.jpg
S12199	K0313711	𤠎	1	K03137110	Ta399110	3139110.jpg
S12200	K0313712	⿰犭間	1	K03137120	Ta399120	3139120.jpg
S12201	K0313713	玂	1	K03137130	Ta399130	3139130.jpg
S12202	K0313714	猓	1	K03137140	Ta399140	3139140.jpg
S12203	K0313721	𤡮	1	K03137210	Ta399210	3139210.jpg
S12204	K0313722	狴	1	K03137220	Ta399220	3139220.jpg
S12205	K0313723	㺇	1	K03137230	Ta399230	3139230.jpg
S12206	K0313724	狁	1	K03137240	Ta399240	3139240.jpg
S12207	K0313731	狜	1	K03137310	Ta399310	3139310.jpg
S12208	K0313732	猒	1	K03137320	Ta399320	3139320.jpg
S12209	K0313734	𤞣	1	K03137341	Ta399341	3139341.jpg
S12210	K0313734	猒	2	K03137342	Ta399342	3139342.jpg
S12211	K0313734	⿰⿱日肉犬	3	K03137343	Ta399343	3139343.jpg
S12212	K0313741	⿰犭鬼	1	K03137410	Ta399410	3139410.jpg
S12213	K0313742	獥	1	K03137420	Ta399420	3139420.jpg
S12214	K0313743	狂	1	K03137430	Ta399430	3139430.jpg
S12215	K0313744	獐	1	K03137440	Ta399440	3139440.jpg
S12216	K0313751	⿰犭⿰⿱去月攵	1	K03137510	Ta399510	3139510.jpg
S12217	K0313752	𤡄	1	K03137520	Ta399520	3139520.jpg
S12218	K0313753	𤡠	1	K03137530	Ta399530	3139530.jpg
S12219	K0313754	⿰犭⿱⿱丷⿱一八⿱工口	1	K03137540	Ta399540	3139540.jpg
S12220	K0313761	𤝜	1	K03137610	Ta399610	3139610.jpg
S12221	K0313762	狶	1	K03137620	Ta399620	3139620.jpg
S12222	K0313763	猴	1	K03137631	Ta399631	3139631.jpg
S12223	K0313763	猻	2	K03137632	Ta399632	3139632.jpg
S12224	K0313771	狼	1	K03137711	Ta399711	3139711.jpg
S12225	K0313771	毒	2	K03137712	Ta399712	3139712.jpg
S12226	K0313772	⿰犭㐄	1	K03137720	Ta399720	3139720.jpg
S12227	K0313773	嵩	1	K03137731	Ta399731	3139731.jpg
S12228	K0313773	𤠞	2	K03137732	Ta399732	3139732.jpg
S12229	K0313774	𩫈	1	K03137740	Ta399740	3139740.jpg
S12230	K0313781	狒	1	K03137810	Ta399810	3139810.jpg
S12231	K0313782	⿰⿸虍豆犬	1	K03137820	Ta399820	3139820.jpg
S12232	K0313783	猉	1	K03137830	Ta399830	3139830.jpg
S12233	K0313784	⿰犭𦙃	1	K03137840	Ta399840	3139840.jpg
S12234	K0400131	牛	1	K04001310	Ta407310	4003110.jpg
S12235	K0400132	黄	1	K04001321	Ta407321	4003121.jpg
S12236	K0400132	牛	2	K04001322	Ta407322	4003122.jpg
S12237	K0400133	烏	1	K04001331	Ta407331	4003131.jpg
S12238	K0400133	牛	2	K04001332	Ta407332	4003132.jpg
S12239	K0400134	乳	1	K04001341	Ta407341	4003141.jpg
S12240	K0400134	牛	2	K04001342	Ta407342	4003142.jpg
S12241	K0400141	牽	1	K04001411	Ta407411	4003211.jpg
S12242	K0400141	牛	2	K04001412	Ta407412	4003212.jpg
S12243	K0400142	天	1	K04001421	Ta407421	4003221.jpg
S12244	K0400142	牛	2	K04001422	Ta407422	4003222.jpg
S12245	K0400143	牛	1	K04001431	Ta407431	4003231.jpg
S12246	K0400143	扁	2	K04001432	Ta407432	4003232.jpg
S12247	K0400144	⿳去冖牛	1	K04001441	Ta407441	4003241.jpg
S12248	K0400144	牽	2	K04001442	Ta407442	4003242.jpg
S12249	K0400151	𢫀	1	K04001511	Ta407511	4003311.jpg
S12250	K0400151	𪺮	2	K04001512	Ta407512	4003312.jpg
S12251	K0400152	牟	1	K04001520	Ta407520	4003320.jpg
