# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_wakun.tsv
# Version: 1.2.2
# Date: 11 June 2024
# Last update : 12 May 2025
#
# This file is a new version of KRM_wakun.tsv with updated specifications.
# The version number of KRM.tsv was 1.1.97, and it was last updated on March 17, 2025.
# This new version has been renamed to krm_wakun.tsv and will start with version 1.2.0.
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# wakun_id	Wakun ID, extracted from kr_definition_sequence_id, containing only entries where the type of order is Japanese reading (wakun). Variant forms are appended with 'b', 'c', 'd'.
# definition_seq_id	5-digit numeric ID starting with 'F', sequentially assigned to heading entries. Definition components under each heading are ordered based on their appearance, and order indicators like _01, _02, etc., are appended accordingly. The heading itself is appended with _00.
# kazama_location	An ID indicating K + Volume (2 digits) + Kazama Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# hanzi_entry	Collated Hanzi characters, standardized to the Kangxi dictionary form, including Unicode-representable variant forms.
# wakun_elements	Extracted Japanese reading (wakun) components from the full definition, one component per entry.
# wakun_form	Form of the Japanese reading (wakun). Inflected words are in dictionary form, excluding particles. The particles 'no' and 'to' from 文選 readings are omitted.
# wakun_standard_hanzi	Standard wakun notation using standard kanji.
# wakun_variant_in_hanzi	Variant form of wakun notation using standard Hanzi characters.
# variant_hanzi_for_wakun	Wakun notation using variant Hanzi characters (itai-ji).
# japan_knowledge_id	The alphanumeric part of the JapanKnowledge URL for the corresponding entry in the Nihon Kokugo Daijiten 2nd Ed., starting from "20020" to the end, is recorded here if the wakun exists as a headword. If the wakun does not exist as a headword in the JapanKnowledge edition, null is entered.
#
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500 and 25K00466.
#
#
wakun_id	definition_seq_id	kazama_location	hanzi_entry	wakun_elements	wakun_form	wakun_standard_hanzi	wakun_variant_in_hanzi	variant_hanzi_for_wakun	japan_knowledge_id
F02737_02	F02737_02	K02020640	嬆	カサル	かざる	カザル（嬆）			200200ceaec17S3a075X
F02740_01	F02740_01	K02020730	𡛦	トル	とる	トル（𡛦）			20020314f51eL9hD7nQz
F02743_03	F02743_03	K02020820	娷	ヨシ	よし	ヨシ（娷）			
F02758_03	F02758_03	K02021410	婥	ウルハシ	うるはし	ウルハシ（婥）			2002007391f9sKpzuORm
F02758_04	F02758_04	K02021410	婥	ミヤヒカニ（LL___）	みやびか	ミヤビカ（婥）			2002040b65099s8pq95H
F02763_04	F02763_04	K02021530	㜢	マモル	まもる	マモル（㜢）			200203f6d70aIOxYK24o
F02767_02	F02767_02	K02021630	毋	ナシ	なし	ナシ（毋）			20020318780a5Ovjk9NW
F02767_03	F02767_03	K02021630	毋	ツクス	つくす	ツクス（毋）			200202d14675aiWitcmw
F02768_02	F02768_02	K02021640	母	イロハ	いろは	イロハ（母）			20020055f388NDgxbVd7
F02768_03	F02768_03	K02021640	母	俗云ハヽ	はは	ハハ（母）			2002036bd6f23taoXWB8
F02768_04	F02768_04	K02021640	母	*ミチ	みち	ミチ（母）			200204043971fC6eNfi8
F02769_01	F02769_01	K02021711	祖／ー（母）	オハ（LHV）	おば	オバ（祖母）			200200a60a8003ZB7zSY
F02770_01	F02770_01	K02021721	高／祖／ー（母）	トホツオハ（_HHLHV）	とほつおば	トホツオバ（高祖母）			null
F02771_01	F02771_01	K02021731	曽／ー（祖）／〻（母）	オホオハ（LHLHV）	おほおば	オホオバ（曽祖母）			2002008d6ad7AWjD1kE5
F02772_01	F02772_01	K02021741	従／ー（祖）／ー（母）	オハヲハ（LLHLV）	おばをば	オバヲバ（従祖母）			200200a6177aeK1YqwN7
F02773_01	F02773_01	K02021811	外／ー（祖）／〻（母）	母方ノヲハ（___LHV）	ははかたのをは	ハハカタノヲハ（外祖母）			null
F02774_01	F02774_01	K02021821	伯／ー（母）	ヲハ	をは	ヲハ（伯母）			200200a60824I17jC7r9
F02775_01	F02775_01	K02021830	叔／母	同	をは	ヲハ（叔母）			200200a60824I17jC7r9
F02776_01	F02776_01	K02021841	水／ー（母）	クラケ（__LV）	くらげ	クラゲ（水母）			200201477c43OX93z9F7
F02777_01	F02777_01	K02022111	從／ー（母）	母方ノヲハ	ははかたのをは	ハハカタノヲハ（從母）			null
F02778_01	F02778_01	K02022121	継／ー（母）	マヽハヽ（__HV_）	ままばは	ママバハ（継母）			200203f6092f0nSzP78s
F02779_01	F02779_01	K02022131	乳／ー（母）	メノト	めのと	メノト（乳母）			200204200e2abZl80lK4
F02780_01	F02780_01	K02022141	知／ー（母）	ヤマシ（LHLV）	やまじ	ヤマジ（知母）			2002043c00f8se30FcwA
F02781_01	F02781_01	K02022211	雲／ー（母）	キラヽ	きらら	キララ（雲母）			2002012b1670arqn69Mn
F02783_02	F02783_02	K02022230	嫁	トツキ-ク（__HV-_）	とつぎ	トツギ（嫁）	トツグ（嫁）		2002030a6d887X140DpC
F02783_02b	F02783_02	K02022230	嫁	トツキ-ク（__HV-_）	とつぐ	トツグ（嫁）	トツギ（嫁）		2002030a96d29cnv0D64
F02783_03	F02783_03	K02022230	嫁	ヲウトアハス（HHHLLH）	をうとあはす	ヲウトアハス（嫁）			null
F02783_04	F02783_04	K02022230	嫁	ヨハフ（LLVH）	よばふ	ヨバフ（嫁）			20020458044aA68BoVwh
F02784_02	F02784_02	K02022310	妊	ハラム	はらむ	ハラム（妊）			2002037177589g8919Ju
F02785_01	F02785_01	K02022320	姙	*ハラム	はらむ	ハラム（姙）			2002037177589g8919Ju
F02787_02	F02787_02	K02022340	婦	ヨメ	よめ	ヨメ（婦）			200204596c18LE0f3IQE
F02787_03	F02787_03	K02022340	婦	メ	め	メ（婦）			2002041a030115PxMkkR
F02787_04	F02787_04	K02022340	婦	シタカフ	したがふ	シタガフ（婦）			
F02788_01	F02788_01	K02022410	孕／[婦]	ハラメ（LLL）	はらめ	ハラメ（孕婦）			200203717a4bp9p04hDz
F02789_01	F02789_01	K02022421	ー（婦）／人	*タヲヤメ	たをやめ	タヲヤメ（婦人）			200202960b583860HHzr
F02790_01	F02790_01	K02022431	産／ー（婦）	ウフメ（HHVH）	うぶめ	ウブメ（産婦）		ウブメ（產婦）	2002006d2870a1axmTzV
F02791_01	F02791_01	K02022440	娣／[婦]	オトヨメ（__RL）	おとよめ	オトヨメ（娣婦）			200200a39944S6m83621
F02792_01	F02792_01	K02022511	似／ー（婦）	同	おとよめ	オトヨメ（娰婦）			200200a39944S6m83621
F02793_01	F02793_01	K02022521	嫂／ー（婦）	ヨメ	よめ	ヨメ（嫂婦）			200204596c18LE0f3IQE
F02794_01	F02794_01	K02022531	婦／翁	シヒト	しひと	シヒト（婦翁）			200201d40b17n08d36re
F02795_01	F02795_01	K02022541	ー（婦）／兄	コシウト	こじうと	コジウト（婦兄）			20020190b030TY8qAh2d
F02796_01	F02796_01	K02022611	巧／ー（婦）	タクミトリ	たくみどり	タクミドリ（巧婦）			2002029a786f37M8P846
F02796_02	F02796_02	K02022611	巧／ー（婦）	*ツク	づく	ヅク（巧婦）			20020246857ad6e281o0
F02797_01	F02797_01	K02022621	婦／弟	コシウト	こじうと	コジウト（婦弟）			20020190b030TY8qAh2d
F02798_01	F02798_01	K02022631	ー（婦）／母	シウトメ（ウ-ヒ）	しうとめ	シウトメ（婦母）	シヒトメ（婦母）		20020205bba9q4S10Efh
F02798_01b	F02798_01	K02022631	ー（婦）／母	シウトメ（ウ-ヒ）	しひとめ	シヒトメ（婦母）	シウトメ（婦母）		200201d416e3p6vnfMOP
F02799_02	F02799_02	K02022640	姉	アネ	あね	アネ（姉）			2002001c554f0H1rUl8m
F02799_03	F02799_03	K02022640	姉	コノカミ	このかみ	コノカミ（姉）			2002019c78a6HZwQhzOk
F02800_02	F02800_02	K02022710	姨	*イモシウトメ（LLLVHLL）	いもじうとめ	イモジウトメ（姨）			200200519078G93ENK4r
F02800_03	F02800_03	K02022710	姨	*コシフトメ	こじうとめ	コジウトメ（姨）			20020190b28c147prF62
F02800_04	F02800_04	K02022710	姨	ヲハ	をは	ヲハ（姨）			200200a60824I17jC7r9
F02800_05	F02800_05	K02022710	姨	ヨメ	よめ	ヨメ（姨）			200204596c18LE0f3IQE
F02800_06	F02800_06	K02022710	姨	*ハヽカタノヲハ	ははかたのをは	ハハカタノヲハ（姨）			null
F02801_02	F02801_02	K02022730	始	ハシメ-ム	はじめ	ハジメ（始）	ハジム（始）		2002035cff2cp5jCFBYH
F02801_02b	F02801_02	K02022730	始	ハシメ-ム	はじむ	ハジム（始）	ハジメ（始）		2002035d1175ou73t06e
F02801_03	F02801_03	K02022730	始	セム	せむ	セム（始）			200202670bb6btL35UfQ
F02801_04	F02801_04	K02022730	始	ミチ（HH）	みち	ミチ（始）			200204043971fC6eNfi8
F02802_03	F02802_03	K02022740	嫋	タヲヤカナリ	たをやかなり	タヲヤカ（嫋）			2002029607ceSeOsefl1
F02802_04	F02802_04	K02022740	嫋	*タハム	たわむ	タワム（嫋）			200202ac0b2c7t7bE0u1
F02802_05	F02802_05	K02022740	嫋	ヲコカス	おごかす	オゴカス（嫋）			200200994e6fPO164OVd
F02803_01	F02803_01	K02022821	ー（嫋）／娜	*タハム	たわむ	タワム（嫋娜）			200202ac0b2c7t7bE0u1
F02804_01	F02804_01	K02022831	ー（嫋）／〻（嫋）	タハヽヽ	たはたは	タハタハ（嫋〻）			200202abfbd6Pu4OOfXf
F02805_03	F02805_03	K02022840	嬈	ナヤマス	なやます	ナヤマス（嬈）			20020328e5a0h93RPv8o
F02805_04	F02805_04	K02022840	嬈	ナフル	なぶる	ナブル（嬈）			20020325ae34tv035FB9
F02805_05	F02805_05	K02022840	嬈	ワツラハス（ハ-フ）	わづらはす	ワヅラハス（嬈）	ワヅラフ（嬈）		20020480e5e3hp9GZ84r
F02805_05b	F02805_05	K02022840	嬈	ワツラハス（ハ-フ）	わづらふ	ワヅラフ（嬈）	ワヅラハス（嬈）		20020480e12baM4L1J8B
F02805_06	F02805_06	K02022840	嬈	フケル	ふける	フケル（嬈）			200203a8e8c13ptHp3YA
F02806_02	F02806_02	K02023120	委	ユタカナリ	ゆたかなり	ユタカ（委）			20020448d117fSkjLf1N
F02806_03	F02806_03	K02023120	委	マカス	まかす	マカス（委）			200203ead42fkN25B57z
F02806_04	F02806_04	K02023120	委	クハシ	くはし	クハシ（委）			2002014e4a12VW78W4aE
F02806_05	F02806_05	K02023120	委	スツ	すつ	スツ（委）			2002024c3ea6kT5Fv8cd
F02806_06	F02806_06	K02023120	委	マシハル（_LV__）	まじはる	マジハル（委）			200203ef14727nzfsXnq
F02806_07	F02806_07	K02023120	委	*オツ	おつ	オツ（委）			2002009fe984c1cU87GB
F02806_08	F02806_08	K02023120	委	ツモル（モ-ム）	つもる	ツモル（委）	ツムル（委）		200202d99b555ibWWRoo
F02806_08b	F02806_08	K02023120	委	ツモル（モ-ム）	つむる	ツムル（委）	ツモル（委）		null
F02806_09	F02806_09	K02023120	委	タヽナハル（HH___）	たたなはる	タタナハル（委）			2002029ec2221pg4Q6v6
F02806_10	F02806_10	K02023120	委	ウルハシ	うるはし	ウルハシ（委）			2002007391f9sKpzuORm
F02806_11	F02806_11	K02023120	委	*ツマヒラカニ	つまびらか	ツマビラカ（委）			200202d8647cLZsB9sQN
F02807_01	F02807_01	K02023211	委／曲	*コケヒク	こけひく	コケヒク（委曲）			null
F02809_03	F02809_03	K02023230	婆	ハヽ	はは	ハハ（婆）			2002036bd6f23taoXWB8
F02810_01	F02810_01	K02023241	婆／娑	マフ	まふ	マフ（婆娑）			200203e9addaTQu4xy4H
F02811_02	F02811_02	K02023310	姿	スカタ	すがた	スガタ（姿）			20020244e0ebehhbjxx6
F02811_03	F02811_03	K02023310	姿	カタチ	かたち	カタチ（姿）			200200d79bcf0Cj7QoPK
F02811_04	F02811_04	K02023310	姿	カホシナ	かほしな	カホシナ（姿）			null
F02811_05	F02811_05	K02023310	姿	サマ	さま	サマ（姿）			200201c3baffK95tjSD8
F02811_06	F02811_06	K02023310	姿	フルマヒ	ふるまひ	フルマヒ（姿）			200203bb70dea7k79AM3
F02812_02	F02812_02	K02023330	妨	サマタク（HH__）	さまたぐ	サマタグ（妨）			200201c3eee7ZUoZeamq
F02812_03	F02812_03	K02023330	妨	ワツラヒ（HHV__）	わづらひ	ワヅラヒ（妨）			20020480daae2Sy43MCR
F02812_04	F02812_04	K02023330	妨	ヤフル	やぶる	ヤブル（妨）			2002043a51343xcS7v18
F02815_03	F02815_03	K02023430	嬻	アナツル	あなづる	アナヅル（嬻）			
F02816_02	F02816_02	K02023440	𡞞	ハフク（HHVL）	はぶく	ハブク（𡞞）			2002036ce18eygD7s4Pi
F02817_01	F02817_01	K02023510	孄	ミヤヒカナリ（LLHV___）	みやびかなり	ミヤビカ（孄）			2002040b65099s8pq95H
F02818_02	F02818_02	K02023520	嫺	ミヤヒラカリ	みやひらかり	ミヤヒラカリ（嫺）			
F02819_02	F02819_02	K02023530	婿	ムコ	むこ	ムコ（婿）			20020411869cAF09hdw4
F02819_03	F02819_03	K02023530	婿	ヲフト	をうと	ヲウト（婿）			2002008b31a4Xd9q92nF
F02820_03	F02820_03	K02023540	嬣	アナツル	あなづる	アナヅル（嬣）			
F02825_02	F02825_02	K02023711	𡢗	ハク〈沓〉	はく	ハク（𡢗）			200203575977sW3Jc0CI
F02826_01	F02826_01	K02023712	要	モトム	もとむ	モトム（要）			20020429c2961wA76x26
F02826_02	F02826_02	K02023712	要	カナラス	かならず	カナラズ（要）			200200e122396YMFHN0f
F02826_03	F02826_03	K02023712	要	ネカフ	ねがふ	ネガフ（要）			2002033fac3byihHUA87
F02826_04	F02826_04	K02023712	要	オヒタリ	おひたり	オヒタリ（要）			
F02826_05	F02826_05	K02023712	要	チキル	ちぎる	チギル（要）			200202b49dfbQ2c6RK8H
F02826_06	F02826_06	K02023712	要	ニハカニ	にはか	ニハカ（要）			20020339c476iss4yX56
F02826_08	F02826_08	K02023712	要	メス	めす	メス（要）			2002041e6159cRHvb2jL
F02826_09	F02826_09	K02023712	要	トシ	とし	トシ（要）			20020307a048HV119292
F02826_10	F02826_10	K02023712	要	サハラ	さはら	サハラ（要）			
F02826_11	F02826_11	K02023712	要	モハラ	もはら	モハラ（要）			2002042be68dIGl151y8
F02826_12	F02826_12	K02023712	要	ニクニ	にくに	ニクニ（要）			null
F02828_01	F02828_01	K02023820	⿰女𠁅	*ヨメ	よめ	ヨメ（⿰女𠁅）			
F02828_02	F02828_02	K02023820	⿰女𠁅	タスク	たすく	タスク（⿰女𠁅）			
F02829_01	F02829_01	K02023830	嬁	ヨキヲムナ	よきをむな	ヨキヲムナ（嬁）			null
F02830_02	F02830_02	K02023840	嫐	ネタム	ねたむ	ネタム（嫐）			200203422b08r28GFMkh
F02830_03	F02830_03	K02023840	嫐	ナヤム	なやむ	ナヤム（嫐）			20020328eaef2I4v8Iwt
F02830_04	F02830_04	K02023840	嫐	ウハナリ	うはなり	ウハ（嫐）			20020074becb3A5i4hu3
F02831_01	F02831_01	K02024120	娚	ヲヒ	をひ	ヲヒ（娚）			200200873f3dKt4zfRxS
F02832_01	F02832_01	K02024130	⿰女籴	ハヤス	はやす	ハヤス（⿰女籴）			
F02833_01	F02833_01	K02024140	𪦊	アハス	あはす	アハス（𪦊）			
F02833_02	F02833_02	K02024140	𪦊	ヤサシ	やさし	ヤサシ（𪦊）			20020434cb595efUoBtZ
F02833_03	F02833_03	K02024140	𪦊	ナマメイタリ	なまめいたり	ナマメイタリ（𪦊）			2002032752c39fa85Tj7
F02834_01	F02834_01	K02024210	㜻	コノム	このむ	コノム（㜻）			2002019ced708AFaCmK0
F02835_01	F02835_01	K02024220	⿰女刹	ウルハシ	うるはし	ウルハシ（⿰女刹）			
F02836_01	F02836_01	K02024230	姠	心ヨシ	こころよし	ココロヨシ（姠）			2002018d1cc0Nwb9gXHw
F02837_01	F02837_01	K02024240	婌	ウルハシ	うるはし	ウルハシ（婌）			
F02838_01	F02838_01	K02024310	毎	シハヽヽ	しばしば	シバシバ（毎）		シバシバ（每）	200201f18d38U0h1D2Jv
F02838_02	F02838_02	K02024310	毎	ツネニ	つね	ツネ（毎）		ツネ（每）	200202d63001x79F3GAh
F02838_03	F02838_03	K02024310	毎	コトニ	ごと	ゴト（毎）		ゴト（每）	20020198d7a5J5oAK35T
F02838_04	F02838_04	K02024310	毎	ヲノヽク	をののく	ヲノノク（毎）		ヲノノク（每）	200200a5d8f4ru62Tilk
F02838_05	F02838_05	K02024310	毎	ムサホル	むさぼる	ムサボル（毎）		ムサボル（每）	200204124d63pSM2TjrW
F02839_01	F02839_01	K02024330	貫	ツラヌク	つらぬく	ツラヌク（貫）			200202da7758aHSQ15ry
F02839_02	F02839_02	K02024330	貫	ヌク	ぬく	ヌク（貫）			2002033ca5c4mA3ZV70z
F02839_03	F02839_03	K02024330	貫	ウカツ	うがつ	ウガツ（貫）			2002005e29bc61q2le7l
F02839_04	F02839_04	K02024330	貫	ツク	つく	ツク（貫）			200202d103ceAV2d8e9i
F02839_05	F02839_05	K02024330	貫	ナラフ	ならふ	ナラフ（貫）			200203292aa3on5zihjq
F02843_01	F02843_01	K02024510	姠	ミヤヒカニ（LH___）	みやびか	ミヤビカ（姠）			2002040b65099s8pq95H
F02844_01	F02844_01	K02024520	婗	チヒサヒト	ちひさひと	チヒサヒト（婗）			200202b28ea9iub8TR75
F02845_01	F02845_01	K02024530	⿰女虚	*ホシキマヽニ	ほしきまま	ホシキママ（⿰女虚）			200203db7ff4Kao6pUu3
F02845_02	F02845_02	K02024530	⿰女虚	マヽニ	ままに	ママニ（⿰女虚）			
F02845_03	F02845_03	K02024530	⿰女虚	*ヨロコフ	よろこぶ	ヨロコブ（⿰女虚）			2002045b4782T59A0HGL
F02845_04	F02845_04	K02024530	⿰女虚	*フケル	ふける	フケル（⿰女虚）			200203a8e8c13ptHp3YA
F02845_05	F02845_05	K02024530	⿰女虚	*コノム	このむ	コノム（⿰女虚）			2002019ced708AFaCmK0
F02845_06	F02845_06	K02024530	⿰女虚	*アイタレ	あいたれ	アイタレ（⿰女虚）			null
F02845_07	F02845_07	K02024530	⿰女虚	ワサ	わざ	ワザ（⿰女虚）			
F02846_01	F02846_01	K02024610	⿲女母女	マヽハヽ	ままはは	ママハハ（⿲女母女）			200203f6092f0nSzP78s
F02847_01	F02847_01	K02024620	娫	ウム	うむ	ウム（娫）			2002006f793b5E236VLV
F02849_02	F02849_02	K02024710	舌	シタ	した	シタ（舌）			200201e54267OIa8h7Rg
F02851_01	F02851_01	K02024731	吉／舌	ヒナサキ（HHHH）	ひなさき	ヒナサキ（吉舌）			2002038f6e43O5QU4D43
F02853_02	F02853_02	K02024820	舐	ネフル（LHV_）	ねぶる	ネブル（舐）			20020343f8e101107Avd
F02855_01	F02855_01	K02024840	舓	*ネフル	ねぶる	ネブル（舓）			20020343f8e101107Avd
F02856_02	F02856_02	K02025110	憩	イコフ（__H）	いこふ	イコフ（憩）			2002003649e6YYJO0cZ9
F02856_03	F02856_03	K02025110	憩	ヤスム	やすむ	ヤスム（憩）			200204360dfe3DzhydCA
F02856_04	F02856_04	K02025110	憩	イキツク	いきつく	イキツク（憩）			2002003366d33755488b
F02856_05	F02856_05	K02025110	憩	スツ	すつ	スツ（憩）			
F02856_06	F02856_06	K02025110	憩	クラヲロス	くらおろす	クラオロス（憩）			null
F02856_07	F02856_07	K02025110	憩	ヤム（HL）	やむ	ヤム（憩）			
F02862_02	F02862_02	K02025241	甜／甛／⿰⿱禾田舌	アマシ	あまし	アマシ（甜）		アマシ（甛）	2002001f23bd4K5Jfz4k
F02862_03	F02862_03	K02025241	甜／甛／⿰⿱禾田舌	ムマシ	むまし	ムマシ（甜）		ムマシ（甛）	2002006d96bdbNtNRTH5
F02862_05	F02862_05	K02025241	甜／甛／⿰⿱禾田舌	*アチマム	あぢまむ	アヂマム（甜）		アヂマム（甛）	20020013feaa4Vd47ykm
F02866_03	F02866_03	K02025420	刮	*ケツル	けづる	ケヅル（刮）			2002015ac5d8Fwfnwo00
F02866_04	F02866_04	K02025420	刮	*ムシル	むしる	ムシル（刮）			20020413d50b950B8R06
F02866_05	F02866_05	K02025420	刮	*ネフル	ねぶる	ネブル（刮）			20020343f8e101107Avd
F02866_06	F02866_06	K02025420	刮	コソク	こそぐ	コソグ（刮）			20020193f8209Ki13t64
F02868_03	F02868_03	K02025510	𦧴	シタツキ（LL__）	したつき	シタツキ（𦧴）			200201e6b72f1wDN6v7q
F02868_05	F02868_05	K02025510	𦧴	シタツキ	したつき	シタツキ（𦧴）			200201e6b72f1wDN6v7q
F02869_02	F02869_02	K02025530	𦧝	シタツキ	したつき	シタツキ（𦧝）			200201e6b72f1wDN6v7q
F02871_02	F02871_02	K02025610	舚	ネフル	ねぶる	ネブル（舚）			20020343f8e101107Avd
F02878_02	F02878_02	K02025731	舑／舕	シタサシツ（LLLHRV）	したさしづ	シタサシヅ（舑）		シタサシヅ（舕）	null
F02878_03	F02878_03	K02025731	舑／舕	イタス（LLVH）	いだす	イダス（舑）		イダス（舕）	2002003da2e9E7QsM4D4
F02878_04	F02878_04	K02025731	舑／舕	シタヽル	したたる	シタタル（舑）		シタタル（舕）	null
F02879_01	F02879_01	K02025810	乱	ミタル（LLHV）	みだる	ミダル（乱）			2002040401fft5nhGrWK
F02879_02	F02879_02	K02025810	乱	*ヲサム	をさむ	ヲサム（乱）			2002009ad1f6pe92Wobi
F02879_03	F02879_03	K02025810	乱	マシフ	まじふ	マジフ（乱）			200203ee92aev6b2iEMz
F02879_04	F02879_04	K02025810	乱	ミタリカハシ	みだりかはし	ミダリカハシ（乱）			20020403fcb02sg0qB1B
F02879_05	F02879_05	K02025810	乱	*トヽノフ	ととのふ	トトノフ（乱）			2002030c33b6d1z6CX4j
F02880_03	F02880_03	K02025830	辞	アトハ	ことば	コトバ（辞）			2002019a1a4a5Ve178YE
F02880_04	F02880_04	K02025830	辞	イナフ	いなぶ	イナブ（辞）			2002004c03895I85bdUr
F02880_05	F02880_05	K02025830	辞	トヽム	ととむ	トトム（辞）			
F02880_06	F02880_06	K02025830	辞	サル	さる	サル（辞）			200201c695d01dMUuZuq
F02880_07	F02880_07	K02025830	辞	ワカル	わかる	ワカル（辞）			2002047eaddezCYC9G8d
F02880_08	F02880_08	K02025830	辞	マカリマウス	まかりまうす	マカリマウス（辞）			
F02880_09	F02880_09	K02025830	辞	ケカス（LHVH）	けがす	ケガス（辞）			20020157f76a34fWHr1q
F02881_02	F02881_02	K02026120	𦧵	ヤスシ	やすし	ヤスシ（𦧵）			
F02881_03	F02881_03	K02026120	𦧵	クラヲロス	くらおろす	クラオロス（𦧵）			null
F02882_01	F02882_01	K02026130	咶	スク	すく	スク（咶）			
F02882_02	F02882_02	K02026130	咶	ネフル	ねぶる	ネブル（咶）			20020343f8e101107Avd
F02883_01	F02883_01	K02026140	𮍺	ネフル	ねぶる	ネブル（𮍺）			20020343f8e101107Avd
F02884_02	F02884_02	K02026210	口	クチ	くち	クチ（口）			2002013e72e50828mS7C
F02886_01	F02886_01	K02026231	虚／口	クチスヽク（HH___）	くちすすぐ	クチススグ（虚口）			2002013f8f33xjpM6CR2
F02887_01	F02887_01	K02026241	口／子	クチハセ（__HVL）	くちばせ	クチバセ（口子）			2002013ffa8d12DfKi69
F02888_01	F02888_01	K02026311	埴／口	テウツホ	てうつほ	テウツホ（埴口）			null
F02889_02	F02889_02	K02026320	呂	タヒ	たび	タビ（呂）			200202a63affjTPBWP4u
F02889_03	F02889_03	K02026320	呂	ツキ	つぎ	ツギ（呂）			200202cf4710Iu3N1ci8
F02889_04	F02889_04	K02026320	呂	タクヒ	たくひ	タクヒ（呂）			20020299c9d7F4n30bxH
F02889_05	F02889_05	K02026320	呂	トモカラ	ともがら	トモガラ（呂）			20020310456028YOr4aT
F02889_06	F02889_06	K02026320	呂	セナカノホネ	せなかのほね	セナカノホネ（呂）			2002026589f4176RM73C
F02889_07	F02889_07	K02026320	呂	サト	さと	サト（呂）			200201c0f56aF4hI5l3d
F02890_01	F02890_01	K02026340	品	シナ	しな	シナ（品）			200201ee76d4h0rn5PO4
F02890_02	F02890_02	K02026340	品	タクヒ	たくひ	タクヒ（品）			20020299c9d7F4n30bxH
F02890_03	F02890_03	K02026340	品	シナヽヽニス（____HL）	しなじなにす	シナジナニス（品）			200201eed07ci17ZyZFw
F02890_04	F02890_04	K02026340	品	モロヽヽ	もろもろ	モロモロ（品）			2002042eba4a0a2IXe8j
F02890_05	F02890_05	K02026340	品	トモカラ	ともがら	トモガラ（品）			20020310456028YOr4aT
F02890_06	F02890_06	K02026340	品	タシカ	たしか	タシカ（品）			2002029cc226BnBgV607
F02890_07	F02890_07	K02026340	品	ヒトシ	ひとし	ヒトシ（品）			2002038cdad1VgEzoU4P
F02891_01	F02891_01	K02026421	三／品	ミツノシナ（HLL__）	みつのしな	ミツノシナ（三品）			null
F02894_03	F02894_03	K02026510	喞	ナケク（LLVH）	なげく	ナゲク（喞）			20020320523a2BcR243z
F02894_04	F02894_04	K02026510	喞	ナク	なく	ナク（喞）			2002031fccec23r2TaNd
F02907_02	F02907_02	K02026830	嚨	ノムト（LLHV）	のむど	ノムド（嚨）			2002034f289279E5Y5b0
F02909_02	F02909_02	K02027110	哤	ミタル（LLVH）	みだる	ミダル（哤）			2002040401fft5nhGrWK
F02909_03	F02909_03	K02027110	哤	カマヒスシ（__LV__）	かまびすし	カマビスシ（哤）			200200e6b8019g0EuXbq
F02910_03	F02910_03	K02027120	吤	ナケク（_LVH）	なげく	ナゲク（吤）			20020320523a2BcR243z
F02911_03	F02911_03	K02027130	吟	ニヨフ	によふ	ニヨフ（吟）			20020338ad777sgS0mi4
F02911_04	F02911_04	K02027130	吟	ナケク（_LV_）	なげく	ナゲク（吟）			20020320523a2BcR243z
